municipio,year,week,humidity
arraial do cabo,2017,27,82.2857142857
arraial do cabo,2017,28,79.7142857143
arraial do cabo,2017,29,86.8571428571
arraial do cabo,2017,30,87.1428571429
arraial do cabo,2017,31,78.5
arraial do cabo,2017,32,82.0714285714
arraial do cabo,2017,33,87.7142857143
arraial do cabo,2017,34,87.5714285714
arraial do cabo,2017,35,82.4571428571
arraial do cabo,2017,36,81.328572
arraial do cabo,2017,37,0.0
arraial do cabo,2017,38,0.0
arraial do cabo,2017,39,0.0
arraial do cabo,2017,40,0.0
arraial do cabo,2017,41,0.0
arraial do cabo,2017,42,0.0
arraial do cabo,2017,43,0.0
arraial do cabo,2017,44,0.0
arraial do cabo,2017,45,0.0
arraial do cabo,2017,46,0.0
arraial do cabo,2017,47,0.0
arraial do cabo,2017,48,0.0
arraial do cabo,2017,49,84.9208126667
arraial do cabo,2017,50,80.7512026667
arraial do cabo,2017,51,79.8491126667
arraial do cabo,2017,52,86.210893
arraial do cabo,2018,1,83.4240283333
arraial do cabo,2018,2,90.0023864286
arraial do cabo,2018,3,86.8428894286
arraial do cabo,2018,4,81.3656478571
arraial do cabo,2018,5,82.5684177143
arraial do cabo,2018,6,87.151375
arraial do cabo,2018,7,90.3549988571
arraial do cabo,2018,8,87.213886
arraial do cabo,2018,9,75.60438
arraial do cabo,2018,10,88.0135428571
arraial do cabo,2018,11,88.5099678571
arraial do cabo,2018,12,90.7719971429
arraial do cabo,2018,13,88.5159342857
arraial do cabo,2018,14,89.1362985714
arraial do cabo,2018,15,89.7453657143
arraial do cabo,2018,16,89.0785083333
arraial do cabo,2018,17,0.0
arraial do cabo,2018,18,79.13062025
arraial do cabo,2018,19,70.0376072857
arraial do cabo,2018,20,72.6460571429
arraial do cabo,2018,21,73.0738447143
arraial do cabo,2018,22,90.5772994286
arraial do cabo,2018,23,88.0232357143
arraial do cabo,2018,24,87.3209491429
arraial do cabo,2018,25,84.8350631429
arraial do cabo,2018,26,85.3204728571
arraial do cabo,2018,27,92.2650442857
arraial do cabo,2018,28,87.4596334286
arraial do cabo,2018,29,74.5783645714
arraial do cabo,2018,30,74.5230114285714
arraial do cabo,2018,31,79.3245195714286
arraial do cabo,2018,32,80.4382495714286
arraial do cabo,2018,33,84.6685334285714
arraial do cabo,2018,34,89.1766522857143
arraial do cabo,2018,35,83.884172
arraial do cabo,2018,36,84.9139248571429
arraial do cabo,2018,37,85.5595015714286
arraial do cabo,2018,38,92.1690142857
arraial do cabo,2018,39,88.1141528571
arraial do cabo,2018,40,88.66902625
arraial do cabo,2018,41,0.0
arraial do cabo,2018,42,82.14544
arraial do cabo,2018,43,85.7516924286
arraial do cabo,2018,44,84.5033001429
arraial do cabo,2018,45,93.5999328571
arraial do cabo,2018,46,90.0924922857
arraial do cabo,2018,47,89.4409007143
arraial do cabo,2018,48,88.7104591429
arraial do cabo,2018,49,87.9794551429
arraial do cabo,2018,50,0.0
arraial do cabo,2018,51,0.0
arraial do cabo,2018,52,81.112038
arraial do cabo,2019,1,89.6835428571
arraial do cabo,2019,2,88.0636272857
arraial do cabo,2019,3,73.328684
arraial do cabo,2019,4,69.1496565714
arraial do cabo,2019,5,70.1327591429
arraial do cabo,2019,6,83.6006285714
arraial do cabo,2019,7,88.0456491429
arraial do cabo,2019,8,93.4982557143
arraial do cabo,2019,9,87.2935337143
arraial do cabo,2019,10,88.8307242857
arraial do cabo,2019,11,86.713449
arraial do cabo,2019,12,84.0034664286
arraial do cabo,2019,13,86.8162871429
arraial do cabo,2019,14,86.7036794286
arraial do cabo,2019,15,89.6996951429
arraial do cabo,2019,16,88.4766714286
arraial do cabo,2019,17,90.7162855714
arraial do cabo,2019,18,89.7985551429
arraial do cabo,2019,19,82.7963978571
arraial do cabo,2019,20,92.9325678571
arraial do cabo,2019,21,95.8256242857
arraial do cabo,2019,22,90.7683227143
arraial do cabo,2019,23,91.6690842857
arraial do cabo,2019,24,90.7029657143
arraial do cabo,2019,25,88.9998591429
arraial do cabo,2019,26,91.3940115714
arraial do cabo,2019,27,89.8181864286
arraial do cabo,2019,28,87.1542265714
arraial do cabo,2019,29,88.0297508571
arraial do cabo,2019,30,89.958245
arraial do cabo,2019,31,90.4621334286
arraial do cabo,2019,32,90.7199848571
arraial do cabo,2019,33,84.8110114286
arraial do cabo,2019,34,88.1168582857
arraial do cabo,2019,35,81.4898787143
arraial do cabo,2019,36,91.4154207143
arraial do cabo,2019,37,87.4431027143
arraial do cabo,2019,38,90.3666478571
arraial do cabo,2019,39,83.0471728571
arraial do cabo,2019,40,80.1293577143
arraial do cabo,2019,41,89.09697
arraial do cabo,2019,42,87.5186821429
arraial do cabo,2019,43,81.4680931429
arraial do cabo,2019,44,87.0324665714
arraial do cabo,2019,45,86.5123765714
arraial do cabo,2019,46,86.9139688571
arraial do cabo,2019,47,90.01643
arraial do cabo,2019,48,80.96622
arraial do cabo,2019,49,84.4760128571
arraial do cabo,2019,50,91.4216751429
arraial do cabo,2019,51,90.7901965714
arraial do cabo,2019,52,92.6022871429
arraial do cabo,2020,1,79.28233
arraial do cabo,2020,2,77.4514872857
arraial do cabo,2020,3,77.3937671429
arraial do cabo,2020,4,77.9723925714
arraial do cabo,2020,5,76.4779214286
arraial do cabo,2020,6,86.674355
arraial do cabo,2020,7,92.6006278571
arraial do cabo,2020,8,85.2295221429
arraial do cabo,2020,9,85.3007522857
arraial do cabo,2020,10,87.0391804286
arraial do cabo,2020,11,80.8279578571
arraial do cabo,2020,12,83.5054958571
arraial do cabo,2020,13,71.6876928571
arraial do cabo,2020,14,76.7575611429
arraial do cabo,2020,15,77.6126294286
arraial do cabo,2020,16,75.5301757143
arraial do cabo,2020,17,72.2102744286
arraial do cabo,2020,18,72.5565841429
arraial do cabo,2020,19,73.3246974286
arraial do cabo,2020,20,74.0642554286
arraial do cabo,2020,21,74.467134
arraial do cabo,2020,22,72.3593727143
arraial do cabo,2020,23,76.5391591429
arraial do cabo,2020,24,83.4632862857
arraial do cabo,2020,25,73.4984435714
arraial do cabo,2020,26,71.492876
arraial do cabo,2020,27,71.5380014286
arraial do cabo,2020,28,75.0818221429
arraial do cabo,2020,29,69.8481258571
arraial do cabo,2020,30,72.9537957143
arraial do cabo,2020,31,76.9513974286
arraial do cabo,2020,32,68.9152344286
arraial do cabo,2020,33,69.44138
arraial do cabo,2020,34,82.0157157143
arraial do cabo,2020,35,75.7506751429
arraial do cabo,2020,36,75.4967727143
arraial do cabo,2020,37,73.4333542857
arraial do cabo,2020,38,74.2383594286
arraial do cabo,2020,39,81.7027165714
arraial do cabo,2020,40,78.6377892857
arraial do cabo,2020,41,84.56632
arraial do cabo,2020,42,70.9165275714
arraial do cabo,2020,43,72.6592012857
arraial do cabo,2020,44,81.6773692857
arraial do cabo,2020,45,72.7441494286
arraial do cabo,2020,46,83.7499405714
arraial do cabo,2020,47,79.5441042857
arraial do cabo,2020,48,75.5592406667
arraial do cabo,2020,49,0.0
arraial do cabo,2020,50,0.0
arraial do cabo,2020,51,0.0
arraial do cabo,2020,52,0.0
arraial do cabo,2021,1,77.7527642857
arraial do cabo,2021,2,72.7273542857
arraial do cabo,2021,3,68.207978
arraial do cabo,2021,4,64.2174085714
arraial do cabo,2021,5,74.1804728571
arraial do cabo,2021,6,80.9408462857
arraial do cabo,2021,7,78.1114721429
arraial do cabo,2021,8,80.7658462857
arraial do cabo,2021,9,74.5190771429
arraial do cabo,2021,10,80.6851581429
arraial do cabo,2021,11,76.4251142857
arraial do cabo,2021,12,74.7687222857
arraial do cabo,2021,13,73.376783
arraial do cabo,2021,14,72.5799467143
arraial do cabo,2021,15,65.6289001429
arraial do cabo,2021,16,81.7977135714
arraial do cabo,2021,17,79.8709932857
arraial do cabo,2021,18,79.4548542857
arraial do cabo,2021,19,72.4067427143
arraial do cabo,2021,20,75.3327592857
arraial do cabo,2021,21,71.6738947143
arraial do cabo,2021,22,81.3101251429
arraial do cabo,2021,23,81.095153
arraial do cabo,2021,24,74.8218705714
arraial do cabo,2021,25,72.2631834286
arraial do cabo,2021,26,70.5542637143
arraial do cabo,2021,27,79.208874
arraial do cabo,2021,28,79.8950471429
arraial do cabo,2021,29,69.8472542857
arraial do cabo,2021,30,69.9935887143
arraial do cabo,2021,31,76.5458918571
arraial do cabo,2021,32,79.4090628571
arraial do cabo,2021,33,76.0886042857
arraial do cabo,2021,34,70.6222428571
arraial do cabo,2021,35,78.4971258571
arraial do cabo,2021,36,83.62471
arraial do cabo,2021,37,82.3748515714
arraial do cabo,2021,38,70.2699721429
arraial do cabo,2021,39,77.7797022857
arraial do cabo,2021,40,78.319772
arraial do cabo,2021,41,83.4547164286
arraial do cabo,2021,42,82.1082911429
arraial do cabo,2021,43,84.8647385714
arraial do cabo,2021,44,84.9454371429
arraial do cabo,2021,45,73.1757392857
arraial do cabo,2021,46,73.4220662857
arraial do cabo,2021,47,69.3429185714
arraial do cabo,2021,48,76.3058055714
arraial do cabo,2021,49,78.1552187143
arraial do cabo,2021,50,78.6646912857
arraial do cabo,2021,51,72.847212
arraial do cabo,2021,52,79.4387191429
arraial do cabo,2022,1,79.4361681429
arraial do cabo,2022,2,84.1636694286
arraial do cabo,2022,3,76.9091127143
arraial do cabo,2022,4,74.5971537143
arraial do cabo,2022,5,79.9154378571
arraial do cabo,2022,6,81.574815
arraial do cabo,2022,7,79.1255171429
arraial do cabo,2022,8,78.2012158571
arraial do cabo,2022,9,71.6112558571
arraial do cabo,2022,10,70.5121032857
arraial do cabo,2022,11,73.3605592857
arraial do cabo,2022,12,70.9988271429
arraial do cabo,2022,13,84.039572
arraial do cabo,2022,14,85.9201531429
arraial do cabo,2022,15,76.6255057143
arraial do cabo,2022,16,72.2087471429
arraial do cabo,2022,17,76.9562105714
arraial do cabo,2022,18,77.436263
arraial do cabo,2022,19,76.2162507143
arraial do cabo,2022,20,70.6672492857
arraial do cabo,2022,21,70.9281244286
arraial do cabo,2022,22,79.4591855714
arraial do cabo,2022,23,78.2919357143
arraial do cabo,2022,24,71.5552258571
arraial do cabo,2022,25,77.9042055714
arraial do cabo,2022,26,71.4010827143
arraial do cabo,2022,27,72.9178278571
arraial do cabo,2022,28,78.3369521429
arraial do cabo,2022,29,79.7482162857
arraial do cabo,2022,30,71.0373251429
arraial do cabo,2022,31,74.5259941429
arraial do cabo,2022,32,78.3309367143
arraial do cabo,2022,33,72.0102557143
arraial do cabo,2022,34,76.4809534286
arraial do cabo,2022,35,76.1962854286
arraial do cabo,2022,36,67.0810284286
arraial do cabo,2022,37,81.3848998571
arraial do cabo,2022,38,79.0898674286
arraial do cabo,2022,39,79.7519348571
arraial do cabo,2022,40,79.8897388571
arraial do cabo,2022,41,77.394038
arraial do cabo,2022,42,75.3174305714
arraial do cabo,2022,43,76.649785
arraial do cabo,2022,44,72.324521
arraial do cabo,2022,45,79.2542748571
arraial do cabo,2022,46,75.1333062857
arraial do cabo,2022,47,77.596385
arraial do cabo,2022,48,87.1351774286
arraial do cabo,2022,49,79.7545807143
arraial do cabo,2022,50,73.4393133333
arraial do cabo,2022,51,74.212313
arraial do cabo,2022,52,83.042145
arraial do cabo,2023,1,81.7716295714
arraial do cabo,2023,2,83.1965301429
arraial do cabo,2023,3,79.3033005714
arraial do cabo,2023,4,78.9445005714
arraial do cabo,2023,5,70.05885
arraial do cabo,2023,6,75.3874062857
arraial do cabo,2023,7,74.5215736364
arraial do cabo,2023,8,73.45742125
arraial do cabo,2023,9,73.038914
arraial do cabo,2023,10,71.7035818462
arraial do cabo,2023,11,77.4675870588
arraial do cabo,2023,12,75.9470509231
arraial do cabo,2023,13,79.0869293333
arraial do cabo,2023,14,73.6796714286
arraial do cabo,2023,15,79.1013228571
arraial do cabo,2023,16,75.9882742857
arraial do cabo,2023,17,76.1756741739
arraial do cabo,2023,18,81.3642557333
arraial do cabo,2023,19,81.863565
arraial do cabo,2023,20,74.8986806667
arraial do cabo,2023,21,76.7902936957
arraial do cabo,2023,22,84.451281625
arraial do cabo,2023,23,78.8643285714
arraial do cabo,2023,24,87.5432142857
arraial do cabo,2023,25,71.1028518182
arraial do cabo,2023,26,74.42936
arraial do cabo,2023,27,67.8203736923
arraial do cabo,2023,28,79.7110857143
arraial do cabo,2023,29,76.8237
arraial do cabo,2023,30,86.3939714286
arraial do cabo,2023,31,77.6162714286
arraial do cabo,2023,32,83.8653142857
arraial do cabo,2023,33,82.9622714286
arraial do cabo,2023,34,86.686
arraial do cabo,2023,35,81.8683142857
arraial do cabo,2023,36,85.1547142857
arraial do cabo,2023,37,84.0034714286
arraial do cabo,2023,38,88.1244142857
arraial do cabo,2023,39,84.3860285714
arraial do cabo,2023,40,88.9220428571
arraial do cabo,2023,41,88.5423285714
arraial do cabo,2023,42,80.3572571429
arraial do cabo,2023,43,82.2069
arraial do cabo,2023,44,88.3408714286
arraial do cabo,2023,45,75.3050428571
arraial do cabo,2023,46,89.4422285714
arraial do cabo,2023,47,79.6382428571
arraial do cabo,2023,48,81.0009285714
arraial do cabo,2023,49,82.7453142857
arraial do cabo,2023,50,79.0111285714
arraial do cabo,2023,51,83.8815
arraial do cabo,2023,52,79.0990714286
arraial do cabo,2024,1,81.6518142857
arraial do cabo,2024,2,83.2447285714
arraial do cabo,2024,3,82.4589142857
arraial do cabo,2024,4,86.1008142857
arraial do cabo,2024,5,87.0433
arraial do cabo,2024,6,81.9430571429
arraial do cabo,2024,7,79.6102571429
arraial do cabo,2024,8,86.3740571429
arraial do cabo,2024,9,86.1532
arraial do cabo,2024,10,83.6754857143
arraial do cabo,2024,11,82.8073571429
arraial do cabo,2024,12,84.0335285714
arraial do cabo,2024,13,87.1498142857
arraial do cabo,2024,14,84.8264142857
arraial do cabo,2024,15,84.6521857143
arraial do cabo,2024,16,78.8219428571
arraial do cabo,2024,17,78.6612571429
arraial do cabo,2024,18,84.2738
arraial do cabo,2024,19,83.4855428571
arraial do cabo,2024,20,80.5213285714
arraial do cabo,2024,21,83.6735
arraial do cabo,2024,22,79.1707714286
arraial do cabo,2024,23,82.1099857143
arraial do cabo,2024,24,79.3330142857
arraial do cabo,2024,25,77.8065285714
arraial do cabo,2024,26,77.7567857143
arraial do cabo,2024,27,81.0395428571
arraial do cabo,2024,28,86.7511571429
arraial do cabo,2024,29,84.2437571429
arraial do cabo,2024,30,79.0058
arraial do cabo,2024,31,77.0639571429
arraial do cabo,2024,32,78.9891142857
arraial do cabo,2024,33,72.9373857143
arraial do cabo,2024,34,77.9226285714
arraial do cabo,2024,35,75.4075857143
arraial do cabo,2024,36,82.0518571429
arraial do cabo,2024,37,71.1442714286
arraial do cabo,2024,38,76.9550428571
arraial do cabo,2024,39,77.1309857143
arraial do cabo,2024,40,74.9113714286
arraial do cabo,2024,41,76.7374714286
arraial do cabo,2024,42,78.6150142857
arraial do cabo,2024,43,83.2254
arraial do cabo,2024,44,79.6898428571
arraial do cabo,2024,45,81.4036857143
arraial do cabo,2024,46,80.6670714286
arraial do cabo,2024,47,85.1993285714
arraial do cabo,2024,48,77.1375428571
arraial do cabo,2024,49,84.4275
arraial do cabo,2024,50,83.5788142857
arraial do cabo,2024,51,82.6872285714
arraial do cabo,2024,52,85.7266428571
arraial do cabo,2025,1,85.6696428571
arraial do cabo,2025,2,82.6533714286
arraial do cabo,2025,3,79.1468571429
arraial do cabo,2025,4,81.1412857143
arraial do cabo,2025,5,83.0904
arraial do cabo,2025,6,77.4190285714
arraial do cabo,2025,7,79.5813
arraial do cabo,2025,8,76.4278428571
arraial do cabo,2025,9,80.9098571429
arraial do cabo,2025,10,79.7677285714
arraial do cabo,2025,11,79.9750285714
arraial do cabo,2025,12,81.4432428571
arraial do cabo,2025,13,83.3722
arraial do cabo,2025,14,82.6338142857
arraial do cabo,2025,15,76.424
arraial do cabo,2025,16,83.4913571429
arraial do cabo,2025,17,80.4066142857
arraial do cabo,2025,18,76.5502571429
arraial do cabo,2025,19,78.1370857143
arraial do cabo,2025,20,77.1612857143
arraial do cabo,2025,21,79.2267428571
arraial do cabo,2025,22,79.1947
arraial do cabo,2025,23,82.2422142857
arraial do cabo,2025,24,75.2839571429
arraial do cabo,2025,25,75.3127857143
arraial do cabo,2025,26,77.0821
arraial do cabo,2025,27,81.2689142857
arraial do cabo,2025,28,79.7715428571
arraial do cabo,2025,29,78.7772857143
arraial do cabo,2025,30,81.4144571429
arraial do cabo,2025,31,70.2017142857
arraial do cabo,2025,32,79.6524714286
arraial do cabo,2025,33,75.9146428571
arraial do cabo,2025,34,72.5735714286
arraial do cabo,2025,35,82.2081428571
arraial do cabo,2025,36,76.9601
arraial do cabo,2025,37,76.7305714286
arraial do cabo,2025,38,78.1562285714
arraial do cabo,2025,39,68.3262428571
arraial do cabo,2025,40,72.4332142857
arraial do cabo,2025,41,80.2738857143
arraial do cabo,2025,42,80.7536333333
arraial do cabo,2025,43,72.4297142857143
arraial do cabo,2025,44,82.3271428571429
arraial do cabo,2025,45,82.7813714285714
arraial do cabo,2025,46,73.4577428571429
arraial do cabo,2025,47,78.0077142857143
arraial do cabo,2025,48,81.4499
arraial do cabo,2025,49,80.8500285714286
arraial do cabo,2025,50,77.4477714285714
arraial do cabo,2025,51,85.5837571428571
arraial do cabo,2025,52,82.2792
barra do pirai,2010,1,74.450996
barra do pirai,2010,2,73.0584888571
barra do pirai,2010,3,70.5660402857
barra do pirai,2010,4,73.6040597143
barra do pirai,2010,5,62.3701288571
barra do pirai,2010,6,63.9384762857
barra do pirai,2010,7,70.5399751429
barra do pirai,2010,8,75.38354
barra do pirai,2010,9,85.0682215714
barra do pirai,2010,10,75.8087511429
barra do pirai,2010,11,79.9731537143
barra do pirai,2010,12,74.6795308571
barra do pirai,2010,13,80.0132154286
barra do pirai,2010,14,84.0130442857
barra do pirai,2010,15,75.5813088571
barra do pirai,2010,16,74.8198751429
barra do pirai,2010,17,80.8326
barra do pirai,2010,18,74.0629208571
barra do pirai,2010,19,78.1210805714
barra do pirai,2010,20,79.7713434286
barra do pirai,2010,21,80.0237154286
barra do pirai,2010,22,76.8936562857
barra do pirai,2010,23,78.961465
barra do pirai,2010,24,71.2035305714
barra do pirai,2010,25,78.0246037143
barra do pirai,2010,26,76.3955942857
barra do pirai,2010,27,74.8828611429
barra do pirai,2010,28,81.7363397143
barra do pirai,2010,29,70.7173923333
barra do pirai,2010,30,72.8843523333
barra do pirai,2010,31,80.1781482857
barra do pirai,2010,32,71.7689217143
barra do pirai,2010,33,69.3989717143
barra do pirai,2010,34,67.2072285714
barra do pirai,2010,35,68.3819471429
barra do pirai,2010,36,76.7696228571
barra do pirai,2010,37,69.6105322857
barra do pirai,2010,38,73.0257314286
barra do pirai,2010,39,84.7819013333
barra do pirai,2010,40,76.7362942857
barra do pirai,2010,41,72.6133591429
barra do pirai,2010,42,77.6826262857
barra do pirai,2010,43,77.1552785714
barra do pirai,2010,44,76.3035002857
barra do pirai,2010,45,74.984702
barra do pirai,2010,46,79.7882554286
barra do pirai,2010,47,83.0067754286
barra do pirai,2010,48,73.7824448571
barra do pirai,2010,49,79.67048
barra do pirai,2010,50,77.2792202857
barra do pirai,2010,51,77.2579108571
barra do pirai,2010,52,81.7142857143
barra do pirai,2011,1,75.2448025714
barra do pirai,2011,2,75.2109522857
barra do pirai,2011,3,74.4060935714
barra do pirai,2011,4,64.3441554286
barra do pirai,2011,5,71.1047028571
barra do pirai,2011,6,60.8707112857
barra do pirai,2011,7,66.7594905714
barra do pirai,2011,8,69.394974
barra do pirai,2011,9,84.4978457143
barra do pirai,2011,10,83.6747591429
barra do pirai,2011,11,81.0917242857
barra do pirai,2011,12,80.2026414286
barra do pirai,2011,13,83.0902102857
barra do pirai,2011,14,81.8709894286
barra do pirai,2011,15,78.4456391429
barra do pirai,2011,16,74.0115808571
barra do pirai,2011,17,81.076298
barra do pirai,2011,18,79.7511894286
barra do pirai,2011,19,83.7892634286
barra do pirai,2011,20,82.0071178571
barra do pirai,2011,21,79.3693435714
barra do pirai,2011,22,79.1571017143
barra do pirai,2011,23,76.6604197143
barra do pirai,2011,24,77.962216
barra do pirai,2011,25,79.5699451429
barra do pirai,2011,26,77.0098131429
barra do pirai,2011,27,86.388406
barra do pirai,2011,28,74.71087
barra do pirai,2011,29,77.8025057143
barra do pirai,2011,30,70.0793211429
barra do pirai,2011,31,72.5722045714
barra do pirai,2011,32,78.8238114286
barra do pirai,2011,33,69.6878748571
barra do pirai,2011,34,81.4901665714
barra do pirai,2011,35,62.4366171429
barra do pirai,2011,36,72.679422
barra do pirai,2011,37,77.7629405714
barra do pirai,2011,38,71.0150842857
barra do pirai,2011,39,74.2144688571
barra do pirai,2011,40,73.5792174286
barra do pirai,2011,41,79.989996
barra do pirai,2011,42,80.417562
barra do pirai,2011,43,68.458592
barra do pirai,2011,44,72.1794442857
barra do pirai,2011,45,76.6262008571
barra do pirai,2011,46,83.679748
barra do pirai,2011,47,75.7600922857
barra do pirai,2011,48,75.5809385714
barra do pirai,2011,49,82.3165597143
barra do pirai,2011,50,74.8204777143
barra do pirai,2011,51,68.4186231429
barra do pirai,2011,52,81.1401715
barra do pirai,2012,1,81.0258028571
barra do pirai,2012,2,75.7569165714
barra do pirai,2012,3,75.0180685714
barra do pirai,2012,4,73.4432497143
barra do pirai,2012,5,70.389993
barra do pirai,2012,6,71.7052622857
barra do pirai,2012,7,72.7701132857
barra do pirai,2012,8,69.2698334286
barra do pirai,2012,9,70.1589274286
barra do pirai,2012,10,75.1732978571
barra do pirai,2012,11,74.3885674286
barra do pirai,2012,12,76.2671757143
barra do pirai,2012,13,81.6123177143
barra do pirai,2012,14,76.0787014286
barra do pirai,2012,15,73.8351685714
barra do pirai,2012,16,74.9456431429
barra do pirai,2012,17,72.178454
barra do pirai,2012,18,78.4492008571
barra do pirai,2012,19,78.054088
barra do pirai,2012,20,86.3744582857
barra do pirai,2012,21,73.4001271429
barra do pirai,2012,22,81.392856
barra do pirai,2012,23,82.4969177143
barra do pirai,2012,24,77.2233325714
barra do pirai,2012,25,80.1447668571
barra do pirai,2012,26,78.0536422857
barra do pirai,2012,27,68.4609516667
barra do pirai,2012,28,78.9039845714
barra do pirai,2012,29,81.0991211429
barra do pirai,2012,30,74.1841714286
barra do pirai,2012,31,74.0939448571
barra do pirai,2012,32,73.231982
barra do pirai,2012,33,70.7652688571
barra do pirai,2012,34,64.4502171429
barra do pirai,2012,35,79.3203945714
barra do pirai,2012,36,75.3752588571
barra do pirai,2012,37,76.0406622857
barra do pirai,2012,38,72.1330234286
barra do pirai,2012,39,70.3260277143
barra do pirai,2012,40,66.8243485714
barra do pirai,2012,41,67.4580008571
barra do pirai,2012,42,72.7023325714
barra do pirai,2012,43,76.1117342857
barra do pirai,2012,44,80.0470062857
barra do pirai,2012,45,78.9524025714
barra do pirai,2012,46,80.4906831429
barra do pirai,2012,47,78.2619051429
barra do pirai,2012,48,79.2089637143
barra do pirai,2012,49,74.3326528571
barra do pirai,2012,50,85.9375
barra do pirai,2012,51,0.0
barra do pirai,2012,52,0.0
barra do pirai,2013,1,0.0
barra do pirai,2013,2,79.512223
barra do pirai,2013,3,81.0449217143
barra do pirai,2013,4,78.9949134286
barra do pirai,2013,5,80.3497828571
barra do pirai,2013,6,81.2777085714
barra do pirai,2013,7,74.3008077143
barra do pirai,2013,8,71.5227751429
barra do pirai,2013,9,79.8458992857
barra do pirai,2013,10,75.7274171429
barra do pirai,2013,11,78.2442402857
barra do pirai,2013,12,82.9739764286
barra do pirai,2013,13,82.5049851429
barra do pirai,2013,14,81.115968
barra do pirai,2013,15,78.8787717143
barra do pirai,2013,16,78.905614
barra do pirai,2013,17,78.0495154286
barra do pirai,2013,18,77.5738091429
barra do pirai,2013,19,76.877856
barra do pirai,2013,20,76.7759585714
barra do pirai,2013,21,83.2202388571
barra do pirai,2013,22,77.4306937143
barra do pirai,2013,23,84.9115085714
barra do pirai,2013,24,84.302492
barra do pirai,2013,25,78.3964811429
barra do pirai,2013,26,81.7273805714
barra do pirai,2013,27,83.6442537143
barra do pirai,2013,28,77.5461691429
barra do pirai,2013,29,77.5416662857
barra do pirai,2013,30,83.3166854286
barra do pirai,2013,31,77.2057451429
barra do pirai,2013,32,73.0745974286
barra do pirai,2013,33,76.7792857143
barra do pirai,2013,34,71.1350914286
barra do pirai,2013,35,76.5654765714
barra do pirai,2013,36,74.6939851429
barra do pirai,2013,37,69.3984821429
barra do pirai,2013,38,72.5180537143
barra do pirai,2013,39,72.4189565714
barra do pirai,2013,40,81.016924
barra do pirai,2013,41,69.9604765714
barra do pirai,2013,42,80.1634782857
barra do pirai,2013,43,80.5912522857
barra do pirai,2013,44,68.1295785714
barra do pirai,2013,45,82.0476188571
barra do pirai,2013,46,67.6039632857
barra do pirai,2013,47,77.4884694286
barra do pirai,2013,48,83.279268
barra do pirai,2013,49,78.5340468571
barra do pirai,2013,50,81.075102
barra do pirai,2013,51,79.5384614286
barra do pirai,2013,52,77.030952
barra do pirai,2014,1,69.4845785714
barra do pirai,2014,2,64.4590362857
barra do pirai,2014,3,72.0794157143
barra do pirai,2014,4,64.4500514286
barra do pirai,2014,5,58.6150795714
barra do pirai,2014,6,57.7142862857
barra do pirai,2014,7,61.9041308571
barra do pirai,2014,8,72.340952
barra do pirai,2014,9,64.8785088571
barra do pirai,2014,10,77.2023805714
barra do pirai,2014,11,69.8935714286
barra do pirai,2014,12,68.6602388571
barra do pirai,2014,13,80.6153842857
barra do pirai,2014,14,76.1319768571
barra do pirai,2014,15,73.1315562857
barra do pirai,2014,16,82.5378994286
barra do pirai,2014,17,80.27616
barra do pirai,2014,18,70.9697188571
barra do pirai,2014,19,78.980952
barra do pirai,2014,20,75.744048
barra do pirai,2014,21,77.438312
barra do pirai,2014,22,82.331782
barra do pirai,2014,23,73.175682
barra do pirai,2014,24,76.2467451429
barra do pirai,2014,25,84.3517401429
barra do pirai,2014,26,75.2797622857
barra do pirai,2014,27,77.8915334286
barra do pirai,2014,28,79.2630428571
barra do pirai,2014,29,72.1270708571
barra do pirai,2014,30,71.5207297143
barra do pirai,2014,31,81.7891154286
barra do pirai,2014,32,70.9971425714
barra do pirai,2014,33,74.9069954286
barra do pirai,2014,34,77.2401645714
barra do pirai,2014,35,72.9195137143
barra do pirai,2014,36,71.2086814286
barra do pirai,2014,37,60.853998
barra do pirai,2014,38,72.8918214286
barra do pirai,2014,39,74.8935228571
barra do pirai,2014,40,74.6488348571
barra do pirai,2014,41,61.8165025714
barra do pirai,2014,42,77.3870534286
barra do pirai,2014,43,74.7228365714
barra do pirai,2014,44,67.1606417143
barra do pirai,2014,45,71.164854
barra do pirai,2014,46,75.2287115714
barra do pirai,2014,47,63.0548762857
barra do pirai,2014,48,80.5346562857
barra do pirai,2014,49,70.5014454286
barra do pirai,2014,50,71.6798625714
barra do pirai,2014,51,75.8396991429
barra do pirai,2014,52,75.3229527143
barra do pirai,2015,1,67.4554857143
barra do pirai,2015,2,68.3533537143
barra do pirai,2015,3,73.8365628571
barra do pirai,2015,4,65.7741068571
barra do pirai,2015,5,80.8721185714
barra do pirai,2015,6,74.4030487143
barra do pirai,2015,7,73.132322
barra do pirai,2015,8,72.2732237143
barra do pirai,2015,9,71.6495267143
barra do pirai,2015,10,82.4003934286
barra do pirai,2015,11,79.5442478571
barra do pirai,2015,12,79.4195422857
barra do pirai,2015,13,76.9105091429
barra do pirai,2015,14,73.8193941429
barra do pirai,2015,15,74.6477062857
barra do pirai,2015,16,80.2175122857
barra do pirai,2015,17,78.7361994286
barra do pirai,2015,18,78.0400342857
barra do pirai,2015,19,78.6300162857
barra do pirai,2015,20,72.8392845714
barra do pirai,2015,21,73.7133068571
barra do pirai,2015,22,81.6297977143
barra do pirai,2015,23,71.6488951429
barra do pirai,2015,24,80.4294782857
