municipio,year,week,cases,humidity,idhm,population,rainfall,temperature
tangua,2017,51,0,76.7526777143,0.654,34610,46.172667999999994,25.796032
tangua,2017,52,2,82.025202,0.654,34610,47.4873354,25.6821428571
tangua,2018,1,4,82.4826302857,0.654,34610,41.827333800000005,25.1777778571
tangua,2018,2,0,78.6560084286,0.654,34610,43.6673322,25.7687891429
tangua,2018,3,0,73.423488,0.654,34610,45.691998,26.8273811429
tangua,2018,4,2,77.9716627143,0.654,34610,49.559999999999995,26.574603
tangua,2018,5,1,82.02291,0.654,34610,30.66133360000001,24.1142857143
tangua,2018,6,0,80.4792082857,0.654,34610,30.643333800000008,24.5388891429
tangua,2018,7,2,79.2693641429,0.654,34610,41.2393338,25.7845237143
tangua,2018,8,1,83.5137105714,0.654,34610,27.766000300000005,25.3257574286
tangua,2018,9,5,79.3488392857,0.654,34610,35.700667499999994,26.4226188571
tangua,2018,10,8,84.0694442857,0.654,34610,34.678668,25.648052
tangua,2018,11,4,81.1266691429,0.654,34610,35.718669000000006,26.2454542857
tangua,2018,12,13,82.3445464286,0.654,34610,41.905334,25.7636362857
tangua,2018,13,4,79.1392778571,0.654,34610,35.446,25.0
tangua,2018,14,4,83.8479745714,0.654,34610,26.222,24.9337662857
tangua,2018,15,5,80.7044871429,0.654,34610,24.391999999999996,24.2077925714
tangua,2018,16,13,81.6303011429,0.654,34610,24.107999999999997,22.2670997143
tangua,2018,17,6,75.69391,0.654,34610,25.228,24.7124742857
tangua,2018,18,0,72.5968542857,0.654,34610,17.4119992,24.8333337143
tangua,2018,19,0,72.8736837143,0.654,34610,18.8313326,24.0295031429
tangua,2018,20,2,73.0103335714,0.654,34610,22.4606662,24.4226188571
tangua,2018,21,0,76.9799422857,0.654,34610,20.5566669,20.1430737143
tangua,2018,22,0,83.302395,0.654,34610,14.2380003,19.9636362857
tangua,2018,23,0,84.3113594286,0.654,34610,12.6653338,20.6441557143
tangua,2018,24,2,86.7603477143,0.654,34610,9.5993331,20.7142857143
tangua,2018,25,1,85.7492771429,0.654,34610,10.684666300000002,19.8766234286
tangua,2018,26,1,84.3473014286,0.654,34610,11.6753329,21.1688311429
tangua,2018,27,1,87.8519401429,0.654,34610,12.7353331,20.8116882857
tangua,2018,28,0,85.7988257143,0.654,34610,13.945333100000004,18.5948054286
tangua,2018,29,1,79.4077948571,0.654,34610,14.2826665,21.77868
tangua,2018,30,0,80.0970942857143,0.654,34610,13.916,22.5357142857143
tangua,2018,31,1,80.4714658571429,0.654,34610,9.551333500000002,21.5892857142857
tangua,2018,32,0,80.8785835714286,0.654,34610,10.1326667,20.8202377142857
tangua,2018,33,0,82.53715,0.654,34610,8.992666199999999,19.3713201428571
tangua,2018,34,0,86.078374,0.654,34610,10.016666399999998,20.4129871428571
tangua,2018,35,0,85.9954757142857,0.654,34610,10.8786666,19.7142857142857
tangua,2018,36,0,83.0528431428571,0.654,34610,17.7006669,19.8844154285714
tangua,2018,37,0,80.11769,0.654,34610,17.4006669,20.0000005714286
tangua,2018,38,1,88.223822,0.654,34610,20.1886666,22.1948048571
tangua,2018,39,0,86.8177112857,0.654,34610,23.972666199999995,23.3584414286
tangua,2018,40,0,83.5870837143,0.654,34610,26.012,23.6953465714
tangua,2018,41,0,85.1572437143,0.654,34610,22.604000000000003,24.375
tangua,2018,42,0,83.8479424286,0.654,34610,20.904,23.5194805714
tangua,2018,43,0,83.9800065714,0.654,34610,26.04,21.4545454286
tangua,2018,44,0,82.1331148571,0.654,34610,31.3893332,22.5649351429
tangua,2018,45,0,88.5308537143,0.654,34610,41.5966663,21.9190477143
tangua,2018,46,0,83.7167734286,0.654,34610,39.708665499999995,24.5142857143
tangua,2018,47,0,83.52003,0.654,34610,39.3286665,22.8571428571
tangua,2018,48,0,80.7594808571,0.654,34610,37.91933350000001,24.2730157143
tangua,2018,49,0,85.171617,0.654,34610,34.775999999999996,23.1321428571
tangua,2018,50,0,66.3526121429,0.654,34610,41.964,27.2738097143
tangua,2018,51,0,70.6446821429,0.654,34610,45.420001,29.315476
tangua,2018,52,1,83.47795,0.654,34610,48.430669,25.2330085714
tangua,2019,1,1,83.6415685714,0.654,34610,42.7706674,25.9857142857
tangua,2019,2,1,80.824093,0.654,34610,43.2073326,26.5571428571
tangua,2019,3,1,70.4716677143,0.654,34610,45.047331,28.7892857143
tangua,2019,4,0,72.1841194286,0.654,34610,49.559999999999995,29.2202382857
tangua,2019,5,0,64.4393865714,0.654,34610,33.61600020000001,30.5535717143
tangua,2019,6,0,81.07607,0.654,34610,28.87733380000001,25.4841274286
tangua,2019,7,1,83.3250257143,0.654,34610,41.2393338,25.2666664286
tangua,2019,8,0,90.3090427143,0.654,34610,30.460667000000004,25.403896
tangua,2019,9,0,87.1531185714,0.654,34610,33.9680007,25.7584417143
tangua,2019,10,2,88.3172435714,0.654,34610,34.5053345,25.8246751429
tangua,2019,11,2,86.9056078571,0.654,34610,35.718669000000006,26.2129871429
tangua,2019,12,1,91.903172,0.654,34610,40.668001,24.725974
tangua,2019,13,2,87.2365157143,0.654,34610,38.04,23.6480517143
tangua,2019,14,0,84.442725,0.654,34610,26.222,24.1277057143
tangua,2019,15,0,91.6160334286,0.654,34610,24.757999999999996,24.4071428571
tangua,2019,16,0,86.3973914286,0.654,34610,23.883999999999997,24.2621754286
tangua,2019,17,0,86.6249885714,0.654,34610,25.228,24.5919295714
tangua,2019,18,0,89.3449678571,0.654,34610,18.714666,24.1376622857
tangua,2019,19,1,88.1819048571,0.654,34610,17.9239992,23.4675322857
tangua,2019,20,0,91.1251622857,0.654,34610,22.4606662,23.3337662857
tangua,2019,21,0,91.8653642857,0.654,34610,20.8286668,22.1168834286
tangua,2019,22,0,86.93222,0.654,34610,15.3653336,22.1168831429
tangua,2019,23,1,91.7512828571,0.654,34610,12.6653338,19.766234
tangua,2019,24,0,89.057758,0.654,34610,10.0373332,21.3196971429
tangua,2019,25,0,88.8829201429,0.654,34610,10.413333,20.922078
tangua,2019,26,0,88.8282721429,0.654,34610,11.4986662,21.2272725714
tangua,2019,27,0,86.2954871429,0.654,34610,12.7353331,21.4142854286
tangua,2019,28,0,84.0627335714,0.654,34610,13.703333100000002,16.3116887143
tangua,2019,29,0,81.0379188571,0.654,34610,14.355999800000005,17.9090908571
tangua,2019,30,0,85.9213765714,0.654,34610,13.916,18.6493508571
tangua,2019,31,0,84.1522228571,0.654,34610,10.0266668,20.4155845714
tangua,2019,32,0,88.5005578571,0.654,34610,10.3606668,18.2987015714
tangua,2019,33,0,82.4543371429,0.654,34610,8.992666199999999,18.8298701429
tangua,2019,34,0,82.0384407143,0.654,34610,9.845999699999998,19.0595237143
tangua,2019,35,0,80.9308534286,0.654,34610,9.8053332,18.792208
tangua,2019,36,0,86.7479682857,0.654,34610,17.7006669,20.3285717143
tangua,2019,37,0,83.7106027143,0.654,34610,17.4506669,21.3636365714
tangua,2019,38,0,83.7190821429,0.654,34610,19.2426667,22.6493505714
tangua,2019,39,0,85.5637642857,0.654,34610,23.972666199999995,19.6493505714
tangua,2019,40,0,81.8754057143,0.654,34610,25.7206666,20.077922
tangua,2019,41,0,86.3365637143,0.654,34610,23.456,22.1558445714
tangua,2019,42,0,80.6779285714,0.654,34610,20.048,23.5324677143
tangua,2019,43,0,80.738407,0.654,34610,26.04,21.896104
tangua,2019,44,0,79.9784957143,0.654,34610,29.1219999,24.7883117143
tangua,2019,45,1,81.4293,0.654,34610,41.91133310000001,24.1285714286
tangua,2019,46,0,86.8159582857,0.654,34610,39.708665499999995,22.5714285714
tangua,2019,47,0,83.9942265714,0.654,34610,39.4046663,22.2142857143
tangua,2019,48,0,78.6834532857,0.654,34610,38.5480002,21.4428571429
tangua,2019,49,2,84.7446697143,0.654,34610,34.775999999999996,22.5444442857
tangua,2019,50,0,85.82549,0.654,34610,40.766,23.038095
tangua,2019,51,1,80.9593262857,0.654,34610,44.667334,25.0714285714
tangua,2019,52,0,84.2383614286,0.654,34610,48.430669,24.4111112857
tangua,2020,1,2,75.4366298333,0.654,34610,29.876667,26.1375
tangua,2020,2,1,76.0959471429,0.654,34610,42.747333,27.7619048571
tangua,2020,3,0,74.8296292857,0.654,34610,45.047331,26.5833334286
tangua,2020,4,2,77.6611994286,0.654,34610,48.915333,24.3273808571
tangua,2020,5,0,73.1501881429,0.654,34610,36.570666800000005,28.0
tangua,2020,6,1,86.5823387143,0.654,34610,28.87733380000001,25.4238094286
tangua,2020,7,0,86.3871267143,0.654,34610,39.4733338,23.5285714286
tangua,2020,8,2,82.0694685714,0.654,34610,33.1553337,25.9665588571
tangua,2020,9,0,80.1973692857,0.654,34610,27.3060004,24.601732
tangua,2020,10,0,85.1152157143,0.654,34610,34.5053345,22.6253245714
tangua,2020,11,0,78.1667864286,0.654,34610,35.372002,24.5805197143
tangua,2020,12,0,80.1333991429,0.654,34610,38.193335000000005,26.1866885714
tangua,2020,13,0,75.4550407143,0.654,34610,44.379999999999995,23.875
tangua,2020,14,0,75.5425351429,0.654,34610,25.069999999999997,25.7738094286
tangua,2020,15,0,79.0992894286,0.654,34610,25.49,23.1309525714
tangua,2020,16,0,76.559027,0.654,34610,23.659999999999997,23.2797617143
tangua,2020,17,0,74.7033157143,0.654,34610,25.004,23.1488097143
tangua,2020,18,0,73.0312114286,0.654,34610,21.319999599999996,23.994048
tangua,2020,19,0,77.4598878571,0.654,34610,16.1093324,21.2559525714
tangua,2020,20,0,77.9879384286,0.654,34610,22.4606662,21.0797617143
tangua,2020,21,0,75.7413757143,0.654,34610,21.3726666,22.940476
tangua,2020,22,0,73.5856228571,0.654,34610,17.6200002,20.3809522857
tangua,2020,23,0,76.6519727143,0.654,34610,12.6653338,21.7738097143
tangua,2020,24,0,80.9409711429,0.654,34610,10.9133334,23.7607144286
tangua,2020,25,0,78.1763142857,0.654,34610,9.8706664,21.415927
tangua,2020,26,1,71.4042985714,0.654,34610,11.4986662,22.4009592857
tangua,2020,27,1,69.4750384286,0.654,34610,12.3819997,21.5137277143
tangua,2020,28,0,73.702986,0.654,34610,13.2193331,21.5624337143
tangua,2020,29,1,76.5732918571,0.654,34610,14.429333100000004,21.1717218571
tangua,2020,30,0,70.0372835714,0.654,34610,13.989333299999998,22.3129117143
tangua,2020,31,0,74.1134041429,0.654,34610,10.9773334,21.962992
tangua,2020,32,0,72.7176312857,0.654,34610,10.588666900000002,20.0926031429
tangua,2020,33,0,68.9279672857,0.654,34610,9.220666299999998,23.4940477143
tangua,2020,34,0,79.60616,0.654,34610,9.504666299999998,21.708404
tangua,2020,35,0,72.2967785714,0.654,34610,10.187333099999998,20.4347825714
tangua,2020,36,0,68.8095661429,0.654,34610,15.1720002,24.7332445714
tangua,2020,37,0,73.7125498571,0.654,34610,17.5506669,24.9633211429
tangua,2020,38,0,70.4224815714,0.654,34610,17.3506669,25.3758937143
tangua,2020,39,0,80.4855757143,0.654,34610,23.972666199999995,22.5667231429
tangua,2020,40,0,71.3444385714,0.654,34610,25.1379998,27.2500868571
tangua,2020,41,0,78.870194,0.654,34610,25.16,24.7285626667
tangua,2020,42,0,69.512531,0.654,34610,20.048,23.3320156667
tangua,2020,43,0,67.449365,0.654,34610,24.328,24.3508611429
tangua,2020,44,0,75.4202948571,0.654,34610,24.5873333,24.3634951429
tangua,2020,45,0,75.1049638571,0.654,34610,41.91133310000001,20.9834131429
tangua,2020,46,0,83.0575006667,0.654,34610,40.3379991,24.3736
tangua,2020,47,0,80.7747005714,0.654,34610,39.5566659,24.019225
tangua,2020,48,0,73.8356668,0.654,34610,39.1766669,24.6027668
tangua,2020,49,0,,0.654,34610,35.4046667,
tangua,2020,50,0,,0.654,34610,38.37,
tangua,2020,51,0,,0.654,34610,43.16199999999999,
tangua,2020,52,0,,0.654,34610,48.430669,
tangua,2021,1,0,75.1043378571,0.654,34610,41.827333800000005,26.9554865714
tangua,2021,2,0,73.2554505714,0.654,34610,45.047331,27.7627845714
tangua,2021,3,0,62.7622224286,0.654,34610,47.62599899999999,28.470144
tangua,2021,4,0,58.7963517143,0.654,34610,42.48,29.22921
tangua,2021,5,0,68.6064512857,0.654,34610,28.87733380000001,27.6214802857
tangua,2021,6,0,79.6171862857,0.654,34610,35.9413338,24.4635094286
tangua,2021,7,0,78.0752898571,0.654,34610,38.5446671,26.529429
tangua,2021,8,0,85.3680734286,0.654,34610,22.376666900000004,25.4859232857
tangua,2021,9,0,75.680719,0.654,34610,40.89866789999999,26.9352207143
tangua,2021,10,0,81.75049,0.654,34610,35.1986685,25.4464285714
tangua,2021,11,0,78.0257715714,0.654,34610,36.956002,26.8529332857
tangua,2021,12,0,74.19365,0.654,34610,44.379999999999995,27.5859214286
tangua,2021,13,0,72.7801851429,0.654,34610,27.66399999999999,26.3678571429
tangua,2021,14,0,75.3069185714,0.654,34610,25.856,24.4559525714
tangua,2021,15,0,72.8571561429,0.654,34610,23.659999999999997,24.0861527143
tangua,2021,16,0,78.5972177143,0.654,34610,24.78,23.2851472857
tangua,2021,17,0,80.995328,0.654,34610,22.622666399999996,22.8320391429
tangua,2021,18,0,81.4313622857,0.654,34610,16.1093324,23.029762
tangua,2021,19,0,78.6342108571,0.654,34610,21.553332800000003,21.2559525714
tangua,2021,20,0,78.3082442857,0.654,34610,21.6446665,22.625
tangua,2021,21,0,72.5573582857,0.654,34610,20.5566669,23.1666665714
tangua,2021,22,0,84.217555,0.654,34610,10.8560004,22.7708334286
tangua,2021,23,0,82.3108121429,0.654,34610,11.3513335,22.6190474286
tangua,2021,24,0,79.7375154286,0.654,34610,9.5993331,19.5442548571
tangua,2021,25,0,77.9602635714,0.654,34610,11.4986662,20.674478
tangua,2021,26,0,75.1644141429,0.654,34610,12.205333,18.9889891429
tangua,2021,27,0,80.6396264286,0.654,34610,12.9773331,19.3068885714
tangua,2021,28,0,79.6211665714,0.654,34610,14.429333100000004,20.9580745714
tangua,2021,29,0,72.07592,0.654,34610,14.062666599999998,18.6599377143
tangua,2021,30,1,65.8278381429,0.654,34610,11.4526667,19.0570297143
tangua,2021,31,0,73.8824428571,0.654,34610,10.588666900000002,18.8415208571
tangua,2021,32,0,77.6620827143,0.654,34610,9.4486664,20.6977225714
tangua,2021,33,0,75.9962912857,0.654,34610,9.3339996,22.2479297143
tangua,2021,34,0,64.9142655714,0.654,34610,10.187333099999998,24.5605591429
tangua,2021,35,0,78.4378828571,0.654,34610,14.098666800000002,22.1879117143
tangua,2021,36,0,78.2524162857,0.654,34610,17.6006669,23.4010445714
tangua,2021,37,0,77.9427294286,0.654,34610,17.3506669,24.0795451429
tangua,2021,38,0,70.2171698571,0.654,34610,23.026666299999995,22.6130951429
tangua,2021,39,0,73.4061048571,0.654,34610,24.8466664,24.0419257143
tangua,2021,40,0,80.53411,0.654,34610,26.012,22.4761905714
tangua,2021,41,0,79.9752265714,0.654,34610,20.048,22.9328062857
tangua,2021,42,0,82.5214742857,0.654,34610,23.472,20.5997082857
tangua,2021,43,0,83.2651894286,0.654,34610,22.32,22.8246757143
tangua,2021,44,0,85.6837015714,0.654,34610,41.91133310000001,22.270022
tangua,2021,45,0,80.851583,0.654,34610,40.652665899999995,21.12987
tangua,2021,46,0,73.0223825714,0.654,34610,39.6326657,23.707792
tangua,2021,47,0,71.3605411429,0.654,34610,39.1766669,24.1779828571
tangua,2021,48,0,75.5475885714,0.654,34610,36.0333334,25.3863868571
tangua,2021,49,0,77.4760968571,0.654,34610,37.172,23.7611282857
tangua,2021,50,0,80.4814391429,0.654,34610,43.16199999999999,26.6749482857
tangua,2021,51,1,73.5710337143,0.654,34610,47.678002,24.6177537143
tangua,2021,52,0,79.3975965714,0.654,34610,27.674668000000004,25.0732637143
tangua,2022,1,0,78.1829721429,0.654,34610,41.827333800000005,26.7853692857
tangua,2022,2,0,85.3748222857,0.654,34610,44.5873314,25.1547617143
tangua,2022,3,0,75.7381385714,0.654,34610,46.981331999999995,27.729342
tangua,2022,4,0,69.4298987143,0.654,34610,49.559999999999995,28.130952
tangua,2022,5,0,82.0471292857,0.654,34610,24.752000400000007,26.5605958571
tangua,2022,6,0,82.9531077143,0.654,34610,34.175333800000004,24.6369045714
tangua,2022,7,0,83.4910728571,0.654,34610,41.2393338,25.4880954286
tangua,2022,8,0,80.6074448571,0.654,34610,22.376666900000004,26.6845237143
tangua,2022,9,0,70.8325442857,0.654,34610,39.166001099999995,28.285714
tangua,2022,10,1,65.9678482857,0.654,34610,35.025335,28.6607142857
tangua,2022,11,0,71.7843947143,0.654,34610,35.718669000000006,27.9057827143
tangua,2022,12,0,69.8232521429,0.654,34610,44.379999999999995,26.3018708571
tangua,2022,13,0,78.4215422857,0.654,34610,30.257999999999996,26.2213772857
tangua,2022,14,0,80.9235035714,0.654,34610,26.222,25.0226188571
tangua,2022,15,0,77.5380571429,0.654,34610,23.659999999999997,24.6261904286
tangua,2022,16,0,72.6356422857,0.654,34610,24.555999999999997,23.5908385714
tangua,2022,17,0,77.0176772857,0.654,34610,23.925333199999997,24.7781385714
tangua,2022,18,0,76.414742,0.654,34610,16.1093324,24.4535714286
tangua,2022,19,3,77.7365771429,0.654,34610,20.6459994,22.470238
tangua,2022,20,1,69.924275,0.654,34610,21.9166664,20.3273808571
tangua,2022,21,0,76.0312177143,0.654,34610,20.5566669,20.8841997143
tangua,2022,22,0,82.2815842857,0.654,34610,11.9833337,21.9430272857
tangua,2022,23,0,84.0119471429,0.654,34610,11.7893336,19.8292517143
tangua,2022,24,0,76.8445185714,0.654,34610,9.5993331,18.9523808571
tangua,2022,25,0,81.7343437143,0.654,34610,11.2273329,20.6190477143
tangua,2022,26,0,78.3092191429,0.654,34610,12.0286663,19.7630922857
tangua,2022,27,0,74.9100201429,0.654,34610,12.7353331,20.7554114286
tangua,2022,28,0,77.0165278571,0.654,34610,14.429333100000004,21.7990197143
tangua,2022,29,0,78.4269351429,0.654,34610,14.1359999,22.4583334286
tangua,2022,30,0,75.12184,0.654,34610,11.928,21.7172272857
tangua,2022,31,0,78.1457512857,0.654,34610,10.588666900000002,20.3988097143
tangua,2022,32,0,77.6299708571,0.654,34610,9.676666499999998,20.6964282857
tangua,2022,33,0,73.3853142857,0.654,34610,9.1633329,20.4111722857
tangua,2022,34,0,75.4263357143,0.654,34610,10.187333099999998,20.4471915714
tangua,2022,35,0,74.4666448571,0.654,34610,13.0253334,19.2015151429
tangua,2022,36,0,68.5189102857,0.654,34610,17.6506669,21.9880951429
tangua,2022,37,0,84.5921785714,0.654,34610,17.3506669,19.6130954286
tangua,2022,38,1,76.1413314286,0.654,34610,22.0806664,20.0054111429
tangua,2022,39,1,82.4935828571,0.654,34610,24.555333,20.3829032857
tangua,2022,40,1,80.4126357143,0.654,34610,26.012,22.1477271429
tangua,2022,41,0,77.2842664286,0.654,34610,20.9,24.2857137143
tangua,2022,42,0,75.5363142857,0.654,34610,22.616,24.4575568571
tangua,2022,43,1,76.8328058571,0.654,34610,26.04,24.3634921429
tangua,2022,44,0,77.4797042857,0.654,34610,35.923999800000004,22.2662907143
tangua,2022,45,0,80.2791155714,0.654,34610,40.9673327,21.9366882857
tangua,2022,46,0,75.5614441429,0.654,34610,39.708665499999995,23.9488097143
tangua,2022,47,0,76.3102944286,0.654,34610,39.1766669,23.8928571429
tangua,2022,48,0,78.5898624286,0.654,34610,36.6620001,25.4535717143
tangua,2022,49,0,74.9937762857,0.654,34610,35.974,25.4740257143
tangua,2022,50,0,73.5068166667,0.654,34610,43.16199999999999,25.0713383333
tangua,2022,51,0,83.38519,0.654,34610,46.925335,23.0272435
tangua,2022,52,0,80.6600933333,0.654,34610,46.5440018,24.7015153333
tangua,2023,1,0,78.1880928571,0.654,34610,41.827333800000005,24.9761905714
tangua,2023,2,0,82.592395,0.654,34610,44.1273318,25.0714285714
tangua,2023,3,0,77.1570837143,0.654,34610,46.336665,26.7142857143
tangua,2023,4,1,82.1437925714,0.654,34610,49.559999999999995,25.1428571429
tangua,2023,5,2,79.6925188571,0.654,34610,27.706667000000003,26.5773808571
tangua,2023,6,7,83.9598165714,0.654,34610,32.409333800000006,25.2857142857
tangua,2023,7,6,83.6260754667,0.654,34610,41.2393338,25.3888888
tangua,2023,8,1,78.69903688,0.654,34610,25.071333600000003,26.96333344
tangua,2023,9,6,76.7611115652,0.654,34610,37.4333343,27.0942027826
tangua,2023,10,9,79.748143,0.654,34610,34.8520015,26.1666665714
tangua,2023,11,16,81.4420851579,0.654,34610,35.718669000000006,24.9736842105
tangua,2023,12,12,74.8795039231,0.654,34610,43.142667,26.9166667692
tangua,2023,13,10,80.4843574615,0.654,34610,32.852,25.5512818462
tangua,2023,14,5,78.9160121429,0.654,34610,26.222,24.619048
tangua,2023,15,2,80.7760205714,0.654,34610,24.025999999999996,24.1904762857
tangua,2023,16,1,77.3964678571,0.654,34610,24.331999999999997,24.5178571429
tangua,2023,17,3,78.7258365714,0.654,34610,25.228,23.3928571429
tangua,2023,18,4,86.2529474286,0.654,34610,16.1093324,23.1031744762
tangua,2023,19,0,84.5371289091,0.654,34610,19.738666,22.4515152727
tangua,2023,20,0,76.8775522609,0.654,34610,22.1886663,20.4565217391
tangua,2023,21,3,78.27734368,0.654,34610,20.5566669,22.05000016
tangua,2023,22,5,88.264806,0.654,34610,13.110667,20.2833332
tangua,2023,23,4,81.9099,0.654,34610,12.2273337,18.1801428571
tangua,2023,24,9,85.4416857143,0.654,34610,9.5993331,20.7282285714
tangua,2023,25,2,77.2142524,0.654,34610,10.9559996,19.025
tangua,2023,26,2,81.390786,0.654,34610,11.8519996,20.2142857143
tangua,2023,27,1,81.43199885,0.654,34610,12.7353331,17.8642858
tangua,2023,28,0,78.7821857143,0.654,34610,14.187333100000004,20.3115
tangua,2023,29,0,84.7877428571,0.654,34610,14.2093332,18.6016
tangua,2023,30,1,83.3900857143,0.654,34610,13.916,20.3886285714
tangua,2023,31,0,81.2396,0.654,34610,9.0760002,18.6275857143
tangua,2023,32,2,79.0179571429,0.654,34610,9.9046666,21.1553571429
tangua,2023,33,1,81.9348428571,0.654,34610,8.992666199999999,20.8899571429
tangua,2023,34,0,78.3073,0.654,34610,10.187333099999998,21.7591428571
tangua,2023,35,0,86.3430571429,0.654,34610,11.952000000000002,18.9476
tangua,2023,36,0,78.9269428571,0.654,34610,17.7006669,22.4565428571
tangua,2023,37,1,75.7246857143,0.654,34610,17.3506669,21.9772428571
tangua,2023,38,0,76.8784428571,0.654,34610,21.1346665,23.1033285714
tangua,2023,39,0,81.6726571429,0.654,34610,24.2639996,22.9006142857
tangua,2023,40,0,85.4936,0.654,34610,26.012,23.2563571429
tangua,2023,41,0,86.0853571429,0.654,34610,21.752,23.1403
tangua,2023,42,0,85.0406714286,0.654,34610,21.76,21.8655857143
tangua,2023,43,0,83.9185857143,0.654,34610,26.04,22.5410142857
tangua,2023,44,0,82.5152571429,0.654,34610,33.6566665,24.7016428571
tangua,2023,45,0,72.9733857143,0.654,34610,41.2819995,22.5415285714
tangua,2023,46,0,76.0336285714,0.654,34610,39.708665499999995,27.8297285714
tangua,2023,47,0,80.5336857143,0.654,34610,39.2526667,25.1738142857
tangua,2023,48,0,79.2400142857,0.654,34610,37.2906668,24.5432142857
tangua,2023,49,0,81.9385,0.654,34610,34.775999999999996,26.3543571429
tangua,2023,50,0,77.5853285714,0.654,34610,43.16199999999999,24.0665714286
tangua,2023,51,0,79.9242142857,0.654,34610,46.172667999999994,25.0793428571
tangua,2023,52,0,75.8096428571,0.654,34610,47.4873354,25.9353571429
tangua,2024,1,5,83.2770142857,0.654,34610,48.7460008,23.6467428571
tangua,2024,2,2,80.8720142857,0.654,34610,43.6673322,26.6077714286
tangua,2024,3,4,79.5969142857,0.654,34610,45.691998,27.8218285714
tangua,2024,4,5,86.4943428571,0.654,34610,49.559999999999995,23.4042714286
tangua,2024,5,9,84.1135428571,0.654,34610,30.66133360000001,25.0655285714
tangua,2024,6,16,80.3651285714,0.654,34610,30.643333800000008,25.8621714286
tangua,2024,7,16,77.6443428571,0.654,34610,41.2393338,26.2109142857
tangua,2024,8,13,84.7666714286,0.654,34610,27.766000300000005,25.5977285714
tangua,2024,9,25,81.9861857143,0.654,34610,30.771333999999996,26.1983857143
tangua,2024,10,26,82.8662142857,0.654,34610,34.5053345,25.1943857143
tangua,2024,11,31,81.6123857143,0.654,34610,35.718669000000006,25.6333714286
tangua,2024,12,23,82.139,0.654,34610,40.668001,26.8716857143
tangua,2024,13,6,89.6194428571,0.654,34610,38.04,23.0553
tangua,2024,14,14,82.6750857143,0.654,34610,26.222,23.9260285714
tangua,2024,15,3,83.4053857143,0.654,34610,24.757999999999996,24.1497142857
tangua,2024,16,2,79.7536,0.654,34610,23.883999999999997,23.1566285714
tangua,2024,17,2,77.6192,0.654,34610,25.228,23.2328142857
tangua,2024,18,0,78.1207714286,0.654,34610,18.714666,25.3492285714
tangua,2024,19,2,74.7796,0.654,34610,17.9239992,24.7877714286
tangua,2024,20,1,76.5992142857,0.654,34610,22.4606662,24.3504142857
tangua,2024,21,1,80.8956142857,0.654,34610,20.8286668,23.2357142857
tangua,2024,22,0,81.9459857143,0.654,34610,15.3653336,20.1631714286
tangua,2024,23,2,82.5093285714,0.654,34610,12.6653338,20.4949
tangua,2024,24,1,75.0151857143,0.654,34610,10.0373332,21.4924285714
tangua,2024,25,0,72.6847571429,0.654,34610,10.413333,21.5058
tangua,2024,26,0,75.1223285714,0.654,34610,11.4986662,22.5898142857
tangua,2024,27,0,81.2738285714,0.654,34610,12.7353331,20.2269857143
tangua,2024,28,1,87.5345714286,0.654,34610,13.703333100000002,20.9487285714
tangua,2024,29,0,84.1441714286,0.654,34610,14.355999800000005,19.6645571429
tangua,2024,30,1,77.0453,0.654,34610,13.916,19.5438714286
tangua,2024,31,0,77.8026714286,0.654,34610,10.0266668,20.4346714286
tangua,2024,32,0,73.4369285714,0.654,34610,10.3606668,21.8114285714
tangua,2024,33,0,72.8703,0.654,34610,8.992666199999999,18.6038428571
tangua,2024,34,0,72.6073,0.654,34610,9.845999699999998,22.5386714286
tangua,2024,35,0,76.2320428571,0.654,34610,9.8053332,18.4576857143
tangua,2024,36,0,80.2060142857,0.654,34610,17.7006669,22.3520857143
tangua,2024,37,0,63.1834571429,0.654,34610,17.4506669,24.9597857143
tangua,2024,38,0,75.1104285714,0.654,34610,19.2426667,22.2939571429
tangua,2024,39,0,69.4475142857,0.654,34610,23.972666199999995,24.8577285714
tangua,2024,40,0,71.7947,0.654,34610,25.7206666,23.0991857143
tangua,2024,41,0,76.7159,0.654,34610,23.456,21.8694
tangua,2024,42,0,77.3200428571,0.654,34610,20.048,22.3032
tangua,2024,43,0,80.8211714286,0.654,34610,26.04,24.8621
tangua,2024,44,0,80.2059428571,0.654,34610,29.1219999,22.0086428571
tangua,2024,45,0,78.4703142857,0.654,34610,41.91133310000001,24.0957285714
tangua,2024,46,0,81.9604857143,0.654,34610,39.708665499999995,22.1931285714
tangua,2024,47,0,84.1355428571,0.654,34610,39.4046663,23.1233428571
tangua,2024,48,0,74.3335857143,0.654,34610,38.5480002,24.2454571429
tangua,2024,49,0,83.5491142857,0.654,34610,34.775999999999996,25.2856714286
tangua,2024,50,1,81.5609571429,0.654,34610,40.766,24.3322428571
tangua,2024,51,0,80.1736428571,0.654,34610,44.667334,25.1146428571
tangua,2024,52,0,85.2628714286,0.654,34610,48.430669,24.8858857143
tangua,2025,1,0,81.4952428571,0.654,34610,29.876667,25.1219142857
tangua,2025,2,0,81.9483285714,0.654,34610,42.747333,24.0203142857
tangua,2025,3,1,79.6363857143,0.654,34610,45.047331,24.0947714286
tangua,2025,4,1,75.241,0.654,34610,48.915333,28.0927571429
tangua,2025,5,1,84.4259714286,0.654,34610,36.570666800000005,25.7869714286
tangua,2025,6,8,74.6865285714,0.654,34610,28.87733380000001,26.8795142857
