municipio,year,week,cases,humidity,idhm,population,rainfall,temperature
angra dos reis,2010,1,9,65.79121,0.724,207044,66.355681,28.1648348571
angra dos reis,2010,2,8,66.6923094286,0.724,207044,70.15296399999998,27.5467032857
angra dos reis,2010,3,4,72.6895614286,0.724,207044,72.5633344,26.161401
angra dos reis,2010,4,10,73.1868128571,0.724,207044,63.74666760000001,25.7378338571
angra dos reis,2010,5,7,60.1801404286,0.724,207044,57.978151,28.7528781429
angra dos reis,2010,6,10,59.8235695714,0.724,207044,62.57419900000002,28.249667
angra dos reis,2010,7,16,68.7278558571,0.724,207044,62.49308700000002,26.6606722857
angra dos reis,2010,8,19,72.8672162857,0.724,207044,41.32419900000001,25.6501832857
angra dos reis,2010,9,43,84.8571428571,0.724,207044,74.01617299999998,21.8131865714
angra dos reis,2010,10,35,56.6336997143,0.724,207044,59.015679,28.0979852857
angra dos reis,2010,11,64,68.8452377143,0.724,207044,58.4385186,26.25
angra dos reis,2010,12,61,66.784014,0.724,207044,69.3466662,27.535714
angra dos reis,2010,13,65,69.8863622857,0.724,207044,40.8661732,26.2965368571
angra dos reis,2010,14,48,78.8831165714,0.724,207044,35.786543800000004,20.8701297143
angra dos reis,2010,15,52,62.498268,0.724,207044,29.450986599999997,23.7997837143
angra dos reis,2010,16,57,62.048052,0.724,207044,29.392962599999997,25.9818182857
angra dos reis,2010,17,59,65.4393928571,0.724,207044,26.9912346,24.7348485714
angra dos reis,2010,18,97,63.8162342857,0.724,207044,21.0449386,24.4980517143
angra dos reis,2010,19,100,68.0878428571,0.724,207044,20.9990122,20.0376082857
angra dos reis,2010,20,93,71.2935071429,0.724,207044,19.7095061,20.4021648571
angra dos reis,2010,21,76,70.7405322857,0.724,207044,18.000370500000002,21.4395394286
angra dos reis,2010,22,75,69.6939145714,0.724,207044,14.3525928,20.1149988571
angra dos reis,2010,23,65,73.1499433333,0.724,207044,13.5587654,16.8592461667
angra dos reis,2010,24,37,59.6625047143,0.724,207044,9.3108638,19.6591742857
angra dos reis,2010,25,41,65.5600648571,0.724,207044,13.1280254,20.7321428571
angra dos reis,2010,26,44,62.3376614286,0.724,207044,11.674197799999998,19.5844154286
angra dos reis,2010,27,42,63.1402602857,0.724,207044,10.9509875,20.1848487143
angra dos reis,2010,28,27,75.9951311429,0.724,207044,13.153949900000002,20.4590911429
angra dos reis,2010,29,16,63.6531671667,0.724,207044,15.6360494,22.83436
angra dos reis,2010,30,11,53.2052836667,0.724,207044,13.6703706,22.687024
angra dos reis,2010,31,13,65.16963,0.724,207044,12.548148200000002,19.9254742857
angra dos reis,2010,32,12,60.809524,0.724,207044,11.1395062,20.6173161429
angra dos reis,2010,33,9,54.4922074286,0.724,207044,11.502963,18.0701298571
angra dos reis,2010,34,8,43.1703157143,0.724,207044,13.820247,24.8163575714
angra dos reis,2010,35,11,43.5822508571,0.724,207044,18.0416045,25.8409088571
angra dos reis,2010,36,6,63.18961,0.724,207044,22.695184899999997,21.4571425714
angra dos reis,2010,37,2,53.2886147143,0.724,207044,23.1976549,24.131018
angra dos reis,2010,38,1,61.8373008571,0.724,207044,31.959135099999997,23.3976191429
angra dos reis,2010,39,0,76.1574493333,0.724,207044,35.359381600000006,23.0497473333
angra dos reis,2010,40,2,67.6883267143,0.724,207044,37.946048000000005,22.492008
angra dos reis,2010,41,0,62.3076924286,0.724,207044,36.113952,21.4305335714
angra dos reis,2010,42,2,65.2807197143,0.724,207044,40.313952,23.4498002857
angra dos reis,2010,43,2,62.9715287143,0.724,207044,37.254816,24.3052782857
angra dos reis,2010,44,9,65.7734421429,0.724,207044,45.871602,24.4664832857
angra dos reis,2010,45,8,67.9146512857,0.724,207044,50.584197999999994,23.3802198571
angra dos reis,2010,46,1,69.3275762857,0.724,207044,53.703953,23.2128207143
angra dos reis,2010,47,6,65.6978024286,0.724,207044,51.215801000000006,26.2353478571
angra dos reis,2010,48,8,65.2308562857,0.724,207044,53.438025999999994,27.2217194286
angra dos reis,2010,49,3,67.4527471429,0.724,207044,54.607656000000006,27.2560441429
angra dos reis,2010,50,10,70.5183158571,0.724,207044,55.309506000000006,25.9478024286
angra dos reis,2010,51,13,67.8023658571,0.724,207044,60.997656000000006,26.8612218571
angra dos reis,2010,52,1,70.9972524286,0.724,207044,35.397532,24.7802197143
angra dos reis,2011,1,20,74.040292,0.724,207044,66.355681,25.2481684286
angra dos reis,2011,2,16,69.7362628571,0.724,207044,69.61049499999999,26.5045787143
angra dos reis,2011,3,40,68.3516485714,0.724,207044,71.96074180000001,27.285714
angra dos reis,2011,4,33,56.5934067143,0.724,207044,74.37111220000001,28.9010991429
angra dos reis,2011,5,45,65.5054932857,0.724,207044,49.695558,27.3736267143
angra dos reis,2011,6,94,53.9010985714,0.724,207044,61.42518700000001,29.10989
angra dos reis,2011,7,122,68.1554812857,0.724,207044,66.02123500000002,26.2567372857
angra dos reis,2011,8,165,65.236886,0.724,207044,41.32419900000001,27.276982
angra dos reis,2011,9,173,82.4835182857,0.724,207044,71.03259299999999,23.0531131429
angra dos reis,2011,10,178,76.7289354286,0.724,207044,59.814074,23.9276562857
angra dos reis,2011,11,235,75.5528651429,0.724,207044,56.620494,24.9911755714
angra dos reis,2011,12,249,68.6037418571,0.724,207044,69.3466662,25.3061227143
angra dos reis,2011,13,255,73.1346145714,0.724,207044,45.5096298,25.6593407143
angra dos reis,2011,14,330,75.2357131429,0.724,207044,36.84247,23.0939394286
angra dos reis,2011,15,358,64.2109665714,0.724,207044,29.450986599999997,26.2566377143
angra dos reis,2011,16,294,61.5685415714,0.724,207044,29.4045674,26.0733044286
angra dos reis,2011,17,360,71.095383,0.724,207044,28.180493799999997,22.63355
angra dos reis,2011,18,368,67.0597394286,0.724,207044,21.0449386,22.7154915714
angra dos reis,2011,19,402,66.5589985714,0.724,207044,21.0066666,22.9165121429
angra dos reis,2011,20,362,69.2233774286,0.724,207044,20.13679,19.4542568571
angra dos reis,2011,21,269,62.6917208571,0.724,207044,18.000370500000002,20.6159088571
angra dos reis,2011,22,241,65.5649357143,0.724,207044,14.5319755,19.4571428571
angra dos reis,2011,23,191,69.7603894286,0.724,207044,14.6207408,16.5257575714
angra dos reis,2011,24,177,65.5956708571,0.724,207044,9.3108638,18.2770562857
angra dos reis,2011,25,80,66.1038957143,0.724,207044,12.5827166,20.9740262857
angra dos reis,2011,26,76,68.1991351429,0.724,207044,12.0376547,19.1951144286
angra dos reis,2011,27,53,79.642238,0.724,207044,10.5838271,16.4715308
angra dos reis,2011,28,46,49.7905985,0.724,207044,13.153949900000002,22.6923078333
angra dos reis,2011,29,49,66.9657997143,0.724,207044,15.139629500000002,21.4292208571
angra dos reis,2011,30,21,54.2012994286,0.724,207044,14.2533336,21.9285714286
angra dos reis,2011,31,28,61.4501337143,0.724,207044,12.548148200000002,20.1885617143
angra dos reis,2011,32,18,60.0430412857,0.724,207044,11.421234600000002,22.86297
angra dos reis,2011,33,22,52.0496748571,0.724,207044,11.0395062,23.5647185714
angra dos reis,2011,34,8,72.5124874286,0.724,207044,13.820247,19.9900097143
angra dos reis,2011,35,7,53.0870128571,0.724,207044,16.8024688,22.2532465714
angra dos reis,2011,36,11,44.6161617143,0.724,207044,22.594690899999996,25.1269842857
angra dos reis,2011,37,25,69.2129202857,0.724,207044,23.1976549,20.6647854286
angra dos reis,2011,38,11,60.1944442857,0.724,207044,30.4988884,21.2142857143
angra dos reis,2011,39,15,47.4305332857,0.724,207044,34.712715,24.6861592857
angra dos reis,2011,40,13,52.2637368571,0.724,207044,37.946048000000005,25.2747252857
angra dos reis,2011,41,22,69.879536,0.724,207044,36.37568,24.8125208571
angra dos reis,2011,42,22,68.5550531429,0.724,207044,39.263952,20.1106441429
angra dos reis,2011,43,10,48.9120881429,0.724,207044,43.463952,27.525641
angra dos reis,2011,44,18,59.0415541429,0.724,207044,39.318516,20.9874294286
angra dos reis,2011,45,30,51.5478018571,0.724,207044,49.406049,26.4633701429
angra dos reis,2011,46,19,71.4514651429,0.724,207044,54.118644999999994,20.7875457143
angra dos reis,2011,47,20,47.7700551429,0.724,207044,51.215801000000006,26.0203297143
angra dos reis,2011,48,11,59.4910715,0.724,207044,52.993581,25.4375
angra dos reis,2011,49,20,72.188513,0.724,207044,54.467286,24.8282312857
angra dos reis,2011,50,30,54.5125,0.724,207044,55.309506000000006,27.2416665
angra dos reis,2011,51,33,45.915873,0.724,207044,60.049631000000005,28.714683
angra dos reis,2011,52,11,66.7500005,0.724,207044,63.20568100000001,23.4134615
angra dos reis,2012,1,32,55.514486,0.724,207044,66.355681,25.0489507143
angra dos reis,2012,2,40,62.357393,0.724,207044,69.06802599999999,23.7375125714
angra dos reis,2012,3,19,65.2362638571,0.724,207044,71.3581492,24.4131868571
angra dos reis,2012,4,33,60.3626371429,0.724,207044,74.37111220000001,24.8791212857
angra dos reis,2012,5,36,50.8859235714,0.724,207044,52.0374096,25.9899922857
angra dos reis,2012,6,39,43.4940475714,0.724,207044,60.27617500000001,28.614927
angra dos reis,2012,7,37,56.778911,0.724,207044,66.02123500000002,25.791314
angra dos reis,2012,8,33,51.4584248571,0.724,207044,44.85234700000001,27.2532964286
angra dos reis,2012,9,46,43.7609891429,0.724,207044,59.161976,28.9029304286
angra dos reis,2012,10,42,48.3336385714,0.724,207044,61.410864,26.4674908571
angra dos reis,2012,11,38,63.5940754286,0.724,207044,56.620494,23.9608255714
angra dos reis,2012,12,52,57.0805325714,0.724,207044,65.710617,24.8545571429
angra dos reis,2012,13,55,61.9585651429,0.724,207044,54.796543,24.6816632857
angra dos reis,2012,14,47,54.31019,0.724,207044,36.84247,26.2248584286
angra dos reis,2012,15,47,53.5516234286,0.724,207044,31.562838999999997,26.4116882857
angra dos reis,2012,16,66,60.047836,0.724,207044,29.427777,23.8251082857
angra dos reis,2012,17,69,60.8858997143,0.724,207044,29.369752999999996,23.6296845714
angra dos reis,2012,18,71,63.076624,0.724,207044,22.2341978,20.2415585714
angra dos reis,2012,19,111,55.7313851429,0.724,207044,21.0219754,21.9800867143
angra dos reis,2012,20,69,63.0887451429,0.724,207044,20.9913578,19.4010822857
angra dos reis,2012,21,46,60.4645531429,0.724,207044,18.000370500000002,20.5649144286
angra dos reis,2012,22,49,60.3000292857,0.724,207044,14.8907409,22.4554732857
angra dos reis,2012,23,45,65.9643691429,0.724,207044,16.7446916,21.0257244286
angra dos reis,2012,24,62,63.9735817143,0.724,207044,9.3108638,20.6960815714
angra dos reis,2012,25,63,62.524676,0.724,207044,11.492099,20.7557444286
angra dos reis,2012,26,36,59.6184307143,0.724,207044,12.7645685,20.1488678571
angra dos reis,2012,27,42,52.2946968333,0.724,207044,10.5838271,21.2140785
angra dos reis,2012,28,15,58.3320344286,0.724,207044,12.419629100000002,18.4147187143
angra dos reis,2012,29,12,60.3885288571,0.724,207044,14.1467897,17.5725112857
angra dos reis,2012,30,18,49.5030428571,0.724,207044,16.6288892,23.1696075714
angra dos reis,2012,31,9,50.6389605714,0.724,207044,11.3385186,22.2168831429
angra dos reis,2012,32,9,48.1226548571,0.724,207044,11.9846914,21.033189
angra dos reis,2012,33,9,46.1571434286,0.724,207044,10.5760494,22.4077922857
angra dos reis,2012,34,9,40.4870131429,0.724,207044,13.3567902,23.2186148571
angra dos reis,2012,35,2,47.3487952857,0.724,207044,14.3241974,22.0194802857
angra dos reis,2012,36,4,41.6718068571,0.724,207044,22.494196899999995,24.1444802857
angra dos reis,2012,37,7,48.0016338571,0.724,207044,23.0971609,24.904762
angra dos reis,2012,38,7,42.3452377143,0.724,207044,27.578395,26.559524
angra dos reis,2012,39,6,49.0988358571,0.724,207044,33.4193818,19.7338435714
angra dos reis,2012,40,5,38.501962,0.724,207044,37.946048000000005,26.0923601429
angra dos reis,2012,41,0,46.3131862857,0.724,207044,36.899136,24.668132
angra dos reis,2012,42,3,51.944889,0.724,207044,37.163952,23.208708
angra dos reis,2012,43,9,52.2571428571,0.724,207044,43.463952,26.9142857143
angra dos reis,2012,44,12,45.555403,0.724,207044,38.630616,28.5989011429
angra dos reis,2012,45,4,56.1428561429,0.724,207044,47.049751,25.0091574286
angra dos reis,2012,46,4,62.3321134286,0.724,207044,54.118644999999994,22.8754574286
angra dos reis,2012,47,2,49.1098895714,0.724,207044,52.045185,25.7582418571
angra dos reis,2012,48,2,57.9516491429,0.724,207044,52.104690999999995,24.4637361429
angra dos reis,2012,49,8,59.2836724286,0.724,207044,54.326916,28.1551021429
angra dos reis,2012,50,4,70.833336,0.724,207044,55.16913600000001,28.5
angra dos reis,2012,51,5,,0.724,207044,58.153581,
angra dos reis,2012,52,9,,0.724,207044,71.425064,
angra dos reis,2013,1,31,,0.724,207044,65.725681,
angra dos reis,2013,2,72,73.09123,0.724,207044,67.983088,24.298889
angra dos reis,2013,3,49,79.3113548571,0.724,207044,70.15296399999998,25.5077968571
angra dos reis,2013,4,110,69.8042132857,0.724,207044,74.37111220000001,26.8000001429
angra dos reis,2013,5,111,82.1455797143,0.724,207044,56.7211128,25.8730158571
angra dos reis,2013,6,177,83.8674214286,0.724,207044,57.978151,25.2109244286
angra dos reis,2013,7,270,72.4401062857,0.724,207044,66.02123500000002,27.871646
angra dos reis,2013,8,472,63.1268321429,0.724,207044,51.90864300000001,28.9672621429
angra dos reis,2013,9,623,77.2188477143,0.724,207044,62.081853,26.4391308571
angra dos reis,2013,10,737,65.853437,0.724,207044,62.209259,29.2423024286
angra dos reis,2013,11,800,70.772388,0.724,207044,56.620494,28.3791128571
angra dos reis,2013,12,918,83.2863951429,0.724,207044,63.892592400000005,23.882483
angra dos reis,2013,13,716,73.85983,0.724,207044,59.4399996,25.5876261429
angra dos reis,2013,14,612,76.6400631429,0.724,207044,36.84247,24.9008701429
angra dos reis,2013,15,709,73.5221428571,0.724,207044,32.6187652,23.5130702857
angra dos reis,2013,16,537,68.1318684286,0.724,207044,29.4393818,20.725275
angra dos reis,2013,17,286,63.929012,0.724,207044,29.369752999999996,20.4885354286
angra dos reis,2013,18,268,66.7051751429,0.724,207044,23.423457,22.4250824286
angra dos reis,2013,19,218,65.8136901429,0.724,207044,21.0296298,19.5869045714
angra dos reis,2013,20,160,65.7992342857,0.724,207044,20.9913578,21.7615644286
angra dos reis,2013,21,115,72.8625942857,0.724,207044,18.4276544,20.2904448571
angra dos reis,2013,22,43,75.8605022857,0.724,207044,15.0701236,19.5816874286
angra dos reis,2013,23,56,73.2531151429,0.724,207044,16.7446916,19.4857141429
angra dos reis,2013,24,35,70.6275674286,0.724,207044,10.3728392,20.7847955714
angra dos reis,2013,25,21,68.5065477143,0.724,207044,10.9467902,20.6982141429
angra dos reis,2013,26,31,76.7866114286,0.724,207044,13.1280254,20.0584674286
angra dos reis,2013,27,9,71.4891437143,0.724,207044,10.5838271,19.1784578571
angra dos reis,2013,28,11,70.1276248571,0.724,207044,12.052468700000002,18.1877457143
angra dos reis,2013,29,12,65.0911785714,0.724,207044,13.650369800000002,20.8776895714
angra dos reis,2013,30,2,74.6154531429,0.724,207044,16.6288892,16.4391044286
angra dos reis,2013,31,6,64.4993747143,0.724,207044,11.921481600000002,18.1617194286
angra dos reis,2013,32,4,59.458334,0.724,207044,12.2664198,21.6494048571
angra dos reis,2013,33,5,65.6932544286,0.724,207044,10.5760494,18.2105158571
angra dos reis,2013,34,0,57.9378151429,0.724,207044,12.8933334,21.3820727143
angra dos reis,2013,35,1,53.4549321429,0.724,207044,13.0850617,20.9291665714
angra dos reis,2013,36,1,60.6786038571,0.724,207044,22.494196899999995,21.0599441429
angra dos reis,2013,37,0,49.2365088571,0.724,207044,22.996666899999997,23.801587
angra dos reis,2013,38,3,59.8379212857,0.724,207044,26.1181483,24.3324665714
angra dos reis,2013,39,5,59.0380018571,0.724,207044,33.4193818,21.5212884286
angra dos reis,2013,40,0,73.3440441429,0.724,207044,37.2993814,21.7220692857
angra dos reis,2013,41,1,57.9690477143,0.724,207044,37.160864,20.0928572857
angra dos reis,2013,42,5,68.7799438571,0.724,207044,36.113952,22.7218885714
angra dos reis,2013,43,4,59.3690477143,0.724,207044,43.463952,26.1607144286
angra dos reis,2013,44,7,63.2490072857,0.724,207044,38.286666,21.698016
angra dos reis,2013,45,7,72.1758407143,0.724,207044,45.871602,21.1254548571
angra dos reis,2013,46,17,56.1245535714,0.724,207044,54.118644999999994,25.6151528571
angra dos reis,2013,47,11,70.4660314286,0.724,207044,52.459877000000006,23.2334032857
angra dos reis,2013,48,11,75.3447374286,0.724,207044,51.660246,23.2322638571
angra dos reis,2013,49,10,66.5704695714,0.724,207044,54.326916,25.4207705714
angra dos reis,2013,50,12,70.9583325714,0.724,207044,55.028766000000005,23.9422618571
angra dos reis,2013,51,13,65.6865074286,0.724,207044,57.205556,23.587103
angra dos reis,2013,52,17,66.8001821429,0.724,207044,61.94568100000001,25.5727107143
angra dos reis,2014,1,4,64.1421227143,0.724,207044,65.095681,27.4345237143
angra dos reis,2014,2,20,56.2927498571,0.724,207044,67.440619,27.2800671429
angra dos reis,2014,3,24,65.6094307143,0.724,207044,70.15296399999998,25.329972
angra dos reis,2014,4,13,62.7985294286,0.724,207044,73.7685196,26.1551822857
angra dos reis,2014,5,11,49.4380955714,0.724,207044,59.0629644,28.1619045714
angra dos reis,2014,6,10,48.1495801429,0.724,207044,57.978151,29.3316527143
angra dos reis,2014,7,22,53.0238257143,0.724,207044,64.87222300000002,27.3706415714
angra dos reis,2014,8,16,64.2365097143,0.724,207044,55.436791000000014,24.768254
angra dos reis,2014,9,22,57.4309532857,0.724,207044,59.098273000000006,27.1273808571
angra dos reis,2014,10,16,69.532248,0.724,207044,62.209259,24.5198878571
angra dos reis,2014,11,12,60.3549608571,0.724,207044,57.418889,26.7884917143
angra dos reis,2014,12,13,58.8760197143,0.724,207044,62.0745678,27.0058674286
angra dos reis,2014,13,11,67.4099764286,0.724,207044,69.3466662,23.1174602857
angra dos reis,2014,14,10,73.3823822857,0.724,207044,31.57926,23.9418315714
angra dos reis,2014,15,15,62.3748018571,0.724,207044,33.6746914,25.7646827143
angra dos reis,2014,16,9,76.0458328571,0.724,207044,29.450986599999997,23.0916668571
angra dos reis,2014,17,11,70.6598742857,0.724,207044,29.369752999999996,22.6897581429
angra dos reis,2014,18,13,59.1800174286,0.724,207044,24.6127162,20.2902214286
angra dos reis,2014,19,7,61.8857147143,0.724,207044,21.0372842,22.9452381429
angra dos reis,2014,20,11,62.085123,0.724,207044,20.9913578,20.2061497143
angra dos reis,2014,21,12,69.30993,0.724,207044,18.854938300000004,21.7467731429
angra dos reis,2014,22,17,70.8655114286,0.724,207044,15.2495063,19.5795987143
angra dos reis,2014,23,13,68.7533808571,0.724,207044,16.7446916,20.3398291429
angra dos reis,2014,24,10,68.7213034286,0.724,207044,11.4348146,21.5827094286
angra dos reis,2014,25,11,72.2530014286,0.724,207044,10.4014814,20.0783311429
angra dos reis,2014,26,6,64.9904758571,0.724,207044,13.1280254,20.1428572857
angra dos reis,2014,27,11,60.6069561429,0.724,207044,10.947283999999998,21.0522868571
angra dos reis,2014,28,13,73.4096037143,0.724,207044,11.6853083,19.2108442857
angra dos reis,2014,29,13,62.579761,0.724,207044,13.153949900000002,19.370238
angra dos reis,2014,30,3,64.9782964286,0.724,207044,16.6288892,19.2010075714
angra dos reis,2014,31,0,69.5198118571,0.724,207044,12.5044446,18.4218198571
angra dos reis,2014,32,0,54.7224497143,0.724,207044,12.548148200000002,20.3231294286
angra dos reis,2014,33,3,63.7811034286,0.724,207044,10.5760494,19.5957227143
angra dos reis,2014,34,3,60.6573131429,0.724,207044,12.429876599999998,21.8818875714
angra dos reis,2014,35,4,56.9451682857,0.724,207044,11.845926,21.6996151429
angra dos reis,2014,36,4,56.0458337143,0.724,207044,22.494196899999995,22.4476192857
angra dos reis,2014,37,1,43.5248301429,0.724,207044,22.896172899999996,24.8635205714
angra dos reis,2014,38,1,54.7267858571,0.724,207044,24.6579016,25.0282215714
angra dos reis,2014,39,2,61.9627458571,0.724,207044,33.4193818,22.6397911429
angra dos reis,2014,40,5,64.5612861429,0.724,207044,36.652714800000005,22.7174995714
angra dos reis,2014,41,4,42.927358,0.724,207044,37.42259200000001,24.2785244286
angra dos reis,2014,42,2,45.7208334286,0.724,207044,36.113952,28.954592
angra dos reis,2014,43,3,61.6706627143,0.724,207044,42.413952,24.2681972857
angra dos reis,2014,44,0,54.7880588571,0.724,207044,37.942716,25.8361612857
angra dos reis,2014,45,2,64.883929,0.724,207044,45.871602,25.8678571429
angra dos reis,2014,46,3,66.1342804286,0.724,207044,52.940496,23.6107641429
angra dos reis,2014,47,3,52.2997497143,0.724,207044,52.87456900000001,25.2476191429
angra dos reis,2014,48,2,72.225013,0.724,207044,51.215801000000006,24.5265144286
angra dos reis,2014,49,4,58.7888875714,0.724,207044,54.326916,25.9899748571
angra dos reis,2014,50,5,64.5030088571,0.724,207044,54.88839600000001,25.9682777143
angra dos reis,2014,51,4,59.7800231429,0.724,207044,56.257531,26.0025374286
angra dos reis,2014,52,2,64.8982264286,0.724,207044,61.94568100000001,26.9998718571
angra dos reis,2015,1,9,59.4815482857,0.724,207044,37.917532,27.7375001429
angra dos reis,2015,2,6,54.4589285714,0.724,207044,66.89815,29.704167
angra dos reis,2015,3,11,57.2653422857,0.724,207044,70.15296399999998,27.9859647143
angra dos reis,2015,4,15,63.6908261429,0.724,207044,73.16592700000001,26.8312674286
angra dos reis,2015,5,50,76.0412677143,0.724,207044,61.404816,23.309582
angra dos reis,2015,6,85,67.6772764286,0.724,207044,57.978151,26.8860361429
angra dos reis,2015,7,105,67.544327,0.724,207044,63.72321100000002,25.9967088571
angra dos reis,2015,8,212,61.907027,0.724,207044,58.964939000000015,26.8551472857
angra dos reis,2015,9,432,64.4599201429,0.724,207044,50.21123600000001,25.9017857143
angra dos reis,2015,10,538,76.0267854286,0.724,207044,68.11271599999999,24.5482144286
angra dos reis,2015,11,812,76.3226315714,0.724,207044,58.217284,23.5757518571
angra dos reis,2015,12,457,71.2161657143,0.724,207044,60.2565432,24.2424812857
angra dos reis,2015,13,537,69.5988668571,0.724,207044,69.3466662,24.8095238571
angra dos reis,2015,14,763,69.1771235714,0.724,207044,36.2227166,23.0836604286
angra dos reis,2015,15,880,63.7880938571,0.724,207044,34.7306176,25.3047621429
angra dos reis,2015,16,490,75.3459501429,0.724,207044,29.450986599999997,23.911631
angra dos reis,2015,17,658,68.2632927143,0.724,207044,29.381357799999996,21.6706352857
angra dos reis,2015,18,664,70.2639475714,0.724,207044,25.8019754,21.2913265714
angra dos reis,2015,19,711,72.0691864286,0.724,207044,21.0449386,20.1273308571
angra dos reis,2015,20,337,71.3404757143,0.724,207044,20.9913578,20.9196425714
angra dos reis,2015,21,309,70.6726194286,0.724,207044,19.282222200000003,21.3888887143
angra dos reis,2015,22,202,77.98512,0.724,207044,15.428889000000002,19.4952381429
angra dos reis,2015,23,210,65.8559942857,0.724,207044,16.7446916,20.996819
angra dos reis,2015,24,139,73.9922614286,0.724,207044,12.49679,19.9446428571
angra dos reis,2015,25,91,73.4566428571,0.724,207044,9.8561726,18.1115287143
angra dos reis,2015,26,79,68.7156642857,0.724,207044,13.1280254,19.704511
angra dos reis,2015,27,46,73.1809525714,0.724,207044,11.3107409,18.8190475714
angra dos reis,2015,28,27,60.6628421429,0.724,207044,11.3181479,22.493001
angra dos reis,2015,29,16,68.9939312857,0.724,207044,13.153949900000002,19.9034548571
angra dos reis,2015,30,8,63.5539625,0.724,207044,16.1324693,21.3678516667
angra dos reis,2015,31,16,53.3904764286,0.724,207044,13.0874076,22.1428572857
angra dos reis,2015,32,14,56.119048,0.724,207044,12.548148200000002,21.9190475714
angra dos reis,2015,33,21,53.8285721429,0.724,207044,10.8577778,22.6482142857
angra dos reis,2015,34,5,68.0917284286,0.724,207044,11.9664198,20.487437
angra dos reis,2015,35,2,61.5217054286,0.724,207044,13.820247,22.2789842857
angra dos reis,2015,36,6,74.6730745714,0.724,207044,19.280740199999997,20.792052
angra dos reis,2015,37,3,60.1355648571,0.724,207044,22.7956789,24.8648911429
angra dos reis,2015,38,7,50.9152778571,0.724,207044,23.1976549,27.2248012857
angra dos reis,2015,39,4,70.5055677143,0.724,207044,33.4193818,24.4807071429
angra dos reis,2015,40,4,58.5999997143,0.724,207044,36.0060482,25.504762
angra dos reis,2015,41,2,52.5462458571,0.724,207044,37.68432,28.1804488571
angra dos reis,2015,42,8,65.0255008571,0.724,207044,36.113952,24.8405707143
angra dos reis,2015,43,3,65.6081695714,0.724,207044,41.363952000000005,24.9771005714
angra dos reis,2015,44,5,77.10059875,0.724,207044,37.598766,24.617708375
angra dos reis,2015,45,7,66.7523138571,0.724,207044,45.871602,26.722221
angra dos reis,2015,46,7,71.9435093333,0.724,207044,51.76234699999999,25.3427636667
angra dos reis,2015,47,12,68.310513,0.724,207044,53.289261,25.5310634286
angra dos reis,2015,48,8,77.9246291429,0.724,207044,51.215801000000006,23.996904
angra dos reis,2015,49,8,79.5294342857,0.724,207044,53.882470999999995,23.352041
angra dos reis,2015,50,4,84.175,0.724,207044,54.748026,22.0125
angra dos reis,2015,51,5,84.7857142857,0.724,207044,55.309506000000006,21.9523808571
angra dos reis,2015,52,9,75.2321428571,0.724,207044,61.94568100000001,23.1875
angra dos reis,2016,1,17,81.2476191429,0.724,207044,66.355681,21.8476188571
angra dos reis,2016,2,31,89.63492,0.724,207044,70.15296399999998,22.5396827143
angra dos reis,2016,3,43,82.32967,0.724,207044,72.5633344,19.5384614286
angra dos reis,2016,4,39,82.4717947143,0.724,207044,63.74666760000001,22.5714285714
angra dos reis,2016,5,39,59.492261,0.724,207044,57.978151,28.3081631429
angra dos reis,2016,6,45,69.7018775714,0.724,207044,62.57419900000002,25.9502222857
angra dos reis,2016,7,49,85.6380952857,0.724,207044,62.49308700000002,22.4285714286
angra dos reis,2016,8,52,87.0306124286,0.724,207044,41.32419900000001,21.7959182857
angra dos reis,2016,9,34,85.3367342857,0.724,207044,65.12913599999999,20.8163264286
angra dos reis,2016,10,51,84.7032971429,0.724,207044,59.814074,21.5494504286
angra dos reis,2016,11,68,86.3406585714,0.724,207044,56.620494,21.1373625714
angra dos reis,2016,12,82,88.1517857143,0.724,207044,69.3466662,20.7589285714
angra dos reis,2016,13,82,88.8571428571,0.724,207044,45.5096298,20.6428571429
angra dos reis,2016,14,128,78.9477042857,0.724,207044,36.84247,21.8405611429
angra dos reis,2016,15,124,70.718925,0.724,207044,29.450986599999997,25.2351646
angra dos reis,2016,16,72,,0.724,207044,29.4045674,
angra dos reis,2016,17,79,84.52381,0.724,207044,28.180493799999997,17.9761905
angra dos reis,2016,18,70,91.0,0.724,207044,21.0449386,13.0
angra dos reis,2016,19,39,83.9636368,0.724,207044,21.0066666,18.4909092
angra dos reis,2016,20,40,86.72619,0.724,207044,20.13679,17.8928571667
angra dos reis,2016,21,23,87.0,0.724,207044,18.000370500000002,15.9809524286
angra dos reis,2016,22,23,88.4183671429,0.724,207044,14.5319755,16.9489795714
angra dos reis,2016,23,36,90.8928566667,0.724,207044,14.6207408,14.4761903333
angra dos reis,2016,24,6,88.0408161429,0.724,207044,9.3108638,9.3571428571
angra dos reis,2016,25,7,83.4285714286,0.724,207044,12.5827166,15.7428571429
angra dos reis,2016,26,0,87.8333337143,0.724,207044,12.0376547,14.5238094286
angra dos reis,2016,27,3,83.2551014286,0.724,207044,10.5838271,13.255102
angra dos reis,2016,28,3,81.8367347143,0.724,207044,13.153949900000002,14.8673468571
angra dos reis,2016,29,2,82.2912085714,0.724,207044,15.139629500000002,12.5934067143
angra dos reis,2016,30,9,83.7948716667,0.724,207044,14.2533336,14.3910255
angra dos reis,2016,31,11,73.1741495714,0.724,207044,12.548148200000002,18.0544215714
