municipio,year,week,idhm
teresopolis,2010,10,0.73
trajano de moraes,2010,10,0.667
tres rios,2010,10,0.725
valenca,2010,10,0.623
varre-sai,2010,10,0.659
vassouras,2010,10,0.714
volta redonda,2010,10,0.771
angra dos reis,2010,11,0.724
aperibe,2010,11,0.692
araruama,2010,11,0.718
areal,2010,11,0.684
armacao dos buzios,2010,11,0.728
arraial do cabo,2010,11,0.733
barra do pirai,2010,11,0.733
barra mansa,2010,11,0.729
belford roxo,2010,11,0.684
bom jardim,2010,11,0.538
bom jesus do itabapoana,2010,11,0.732
cabo frio,2010,11,0.735
cachoeiras de macacu,2010,11,0.7
cambuci,2010,11,0.691
carapebus,2010,11,0.713
comendador levy gasparian,2010,11,0.685
campos dos goytacazes,2010,11,0.716
cantagalo,2010,11,0.631
cardoso moreira,2010,11,0.648
carmo,2010,11,0.696
casimiro de abreu,2010,11,0.726
conceicao de macabu,2010,11,0.712
cordeiro,2010,11,0.729
duas barras,2010,11,0.659
duque de caxias,2010,11,0.711
engenheiro paulo de frontin,2010,11,0.722
guapimirim,2010,11,0.698
iguaba grande,2010,11,0.761
itaborai,2010,11,0.693
itaguai,2010,11,0.715
italva,2010,11,0.688
itaocara,2010,11,0.713
itaperuna,2010,11,0.73
itatiaia,2010,11,0.737
japeri,2010,11,0.659
laje do muriae,2010,11,0.668
macae,2010,11,0.764
macuco,2010,11,0.703
mage,2010,11,0.709
mangaratiba,2010,11,0.753
marica,2010,11,0.765
mendes,2010,11,0.736
mesquita,2010,11,0.656
miguel pereira,2010,11,0.745
miracema,2010,11,0.713
natividade,2010,11,0.673
nilopolis,2010,11,0.753
niteroi,2010,11,0.837
nova friburgo,2010,11,0.745
nova iguacu,2010,11,0.713
paracambi,2010,11,0.72
paraiba do sul,2010,11,0.702
paraty,2010,11,0.693
paty do alferes,2010,11,0.671
petropolis,2010,11,0.745
pinheiral,2010,11,0.715
pirai,2010,11,0.708
porciuncula,2010,11,0.697
porto real,2010,11,0.713
quatis,2010,11,0.69
queimados,2010,11,0.68
quissama,2010,11,0.704
resende,2010,11,0.768
rio bonito,2010,11,0.71
rio claro,2010,11,0.683
rio das flores,2010,11,0.68
rio das ostras,2010,11,0.773
rio de janeiro,2010,11,0.799
santa maria madalena,2010,11,0.668
santo antonio de padua,2010,11,0.718
sao francisco de itabapoana,2010,11,0.639
sao fidelis,2010,11,0.691
sao goncalo,2010,11,0.739
sao joao da barra,2010,11,0.671
sao joao de meriti,2010,11,0.719
sao jose de uba,2010,11,0.652
sao jose do vale do rio preto,2010,11,0.66
sao pedro da aldeia,2010,11,0.712
sao sebastiao do alto,2010,11,0.646
sapucaia,2010,11,0.59
saquarema,2010,11,0.709
seropedica,2010,11,0.713
silva jardim,2010,11,0.654
sumidouro,2010,11,0.611
tangua,2010,11,0.654
teresopolis,2010,11,0.73
trajano de moraes,2010,11,0.667
tres rios,2010,11,0.725
valenca,2010,11,0.623
varre-sai,2010,11,0.659
vassouras,2010,11,0.714
volta redonda,2010,11,0.771
angra dos reis,2010,12,0.724
aperibe,2010,12,0.692
araruama,2010,12,0.718
areal,2010,12,0.684
armacao dos buzios,2010,12,0.728
arraial do cabo,2010,12,0.733
barra do pirai,2010,12,0.733
barra mansa,2010,12,0.729
belford roxo,2010,12,0.684
bom jardim,2010,12,0.538
bom jesus do itabapoana,2010,12,0.732
cabo frio,2010,12,0.735
cachoeiras de macacu,2010,12,0.7
cambuci,2010,12,0.691
carapebus,2010,12,0.713
comendador levy gasparian,2010,12,0.685
campos dos goytacazes,2010,12,0.716
cantagalo,2010,12,0.631
cardoso moreira,2010,12,0.648
carmo,2010,12,0.696
casimiro de abreu,2010,12,0.726
conceicao de macabu,2010,12,0.712
cordeiro,2010,12,0.729
duas barras,2010,12,0.659
duque de caxias,2010,12,0.711
engenheiro paulo de frontin,2010,12,0.722
guapimirim,2010,12,0.698
iguaba grande,2010,12,0.761
itaborai,2010,12,0.693
itaguai,2010,12,0.715
italva,2010,12,0.688
itaocara,2010,12,0.713
itaperuna,2010,12,0.73
itatiaia,2010,12,0.737
japeri,2010,12,0.659
laje do muriae,2010,12,0.668
macae,2010,12,0.764
macuco,2010,12,0.703
mage,2010,12,0.709
mangaratiba,2010,12,0.753
marica,2010,12,0.765
mendes,2010,12,0.736
mesquita,2010,12,0.656
miguel pereira,2010,12,0.745
miracema,2010,12,0.713
natividade,2010,12,0.673
nilopolis,2010,12,0.753
niteroi,2010,12,0.837
nova friburgo,2010,12,0.745
nova iguacu,2010,12,0.713
paracambi,2010,12,0.72
paraiba do sul,2010,12,0.702
paraty,2010,12,0.693
paty do alferes,2010,12,0.671
petropolis,2010,12,0.745
pinheiral,2010,12,0.715
pirai,2010,12,0.708
porciuncula,2010,12,0.697
porto real,2010,12,0.713
quatis,2010,12,0.69
queimados,2010,12,0.68
quissama,2010,12,0.704
resende,2010,12,0.768
rio bonito,2010,12,0.71
rio claro,2010,12,0.683
rio das flores,2010,12,0.68
rio das ostras,2010,12,0.773
rio de janeiro,2010,12,0.799
santa maria madalena,2010,12,0.668
santo antonio de padua,2010,12,0.718
sao francisco de itabapoana,2010,12,0.639
sao fidelis,2010,12,0.691
sao goncalo,2010,12,0.739
sao joao da barra,2010,12,0.671
sao joao de meriti,2010,12,0.719
sao jose de uba,2010,12,0.652
sao jose do vale do rio preto,2010,12,0.66
sao pedro da aldeia,2010,12,0.712
sao sebastiao do alto,2010,12,0.646
sapucaia,2010,12,0.59
saquarema,2010,12,0.709
seropedica,2010,12,0.713
silva jardim,2010,12,0.654
sumidouro,2010,12,0.611
tangua,2010,12,0.654
teresopolis,2010,12,0.73
trajano de moraes,2010,12,0.667
tres rios,2010,12,0.725
valenca,2010,12,0.623
varre-sai,2010,12,0.659
vassouras,2010,12,0.714
volta redonda,2010,12,0.771
angra dos reis,2010,13,0.724
aperibe,2010,13,0.692
araruama,2010,13,0.718
areal,2010,13,0.684
armacao dos buzios,2010,13,0.728
arraial do cabo,2010,13,0.733
barra do pirai,2010,13,0.733
barra mansa,2010,13,0.729
belford roxo,2010,13,0.684
bom jardim,2010,13,0.538
bom jesus do itabapoana,2010,13,0.732
cabo frio,2010,13,0.735
cachoeiras de macacu,2010,13,0.7
cambuci,2010,13,0.691
carapebus,2010,13,0.713
comendador levy gasparian,2010,13,0.685
campos dos goytacazes,2010,13,0.716
cantagalo,2010,13,0.631
cardoso moreira,2010,13,0.648
carmo,2010,13,0.696
casimiro de abreu,2010,13,0.726
conceicao de macabu,2010,13,0.712
cordeiro,2010,13,0.729
duas barras,2010,13,0.659
duque de caxias,2010,13,0.711
engenheiro paulo de frontin,2010,13,0.722
guapimirim,2010,13,0.698
iguaba grande,2010,13,0.761
itaborai,2010,13,0.693
itaguai,2010,13,0.715
italva,2010,13,0.688
itaocara,2010,13,0.713
itaperuna,2010,13,0.73
itatiaia,2010,13,0.737
japeri,2010,13,0.659
laje do muriae,2010,13,0.668
macae,2010,13,0.764
macuco,2010,13,0.703
mage,2010,13,0.709
mangaratiba,2010,13,0.753
marica,2010,13,0.765
mendes,2010,13,0.736
mesquita,2010,13,0.656
miguel pereira,2010,13,0.745
miracema,2010,13,0.713
natividade,2010,13,0.673
nilopolis,2010,13,0.753
niteroi,2010,13,0.837
nova friburgo,2010,13,0.745
nova iguacu,2010,13,0.713
paracambi,2010,13,0.72
paraiba do sul,2010,13,0.702
paraty,2010,13,0.693
paty do alferes,2010,13,0.671
petropolis,2010,13,0.745
pinheiral,2010,13,0.715
pirai,2010,13,0.708
porciuncula,2010,13,0.697
porto real,2010,13,0.713
quatis,2010,13,0.69
queimados,2010,13,0.68
quissama,2010,13,0.704
resende,2010,13,0.768
rio bonito,2010,13,0.71
rio claro,2010,13,0.683
rio das flores,2010,13,0.68
rio das ostras,2010,13,0.773
rio de janeiro,2010,13,0.799
santa maria madalena,2010,13,0.668
santo antonio de padua,2010,13,0.718
sao francisco de itabapoana,2010,13,0.639
sao fidelis,2010,13,0.691
sao goncalo,2010,13,0.739
sao joao da barra,2010,13,0.671
sao joao de meriti,2010,13,0.719
sao jose de uba,2010,13,0.652
sao jose do vale do rio preto,2010,13,0.66
sao pedro da aldeia,2010,13,0.712
sao sebastiao do alto,2010,13,0.646
sapucaia,2010,13,0.59
saquarema,2010,13,0.709
seropedica,2010,13,0.713
silva jardim,2010,13,0.654
sumidouro,2010,13,0.611
tangua,2010,13,0.654
teresopolis,2010,13,0.73
trajano de moraes,2010,13,0.667
tres rios,2010,13,0.725
valenca,2010,13,0.623
varre-sai,2010,13,0.659
vassouras,2010,13,0.714
volta redonda,2010,13,0.771
angra dos reis,2010,14,0.724
aperibe,2010,14,0.692
araruama,2010,14,0.718
areal,2010,14,0.684
armacao dos buzios,2010,14,0.728
arraial do cabo,2010,14,0.733
barra do pirai,2010,14,0.733
barra mansa,2010,14,0.729
belford roxo,2010,14,0.684
bom jardim,2010,14,0.538
bom jesus do itabapoana,2010,14,0.732
cabo frio,2010,14,0.735
cachoeiras de macacu,2010,14,0.7
cambuci,2010,14,0.691
carapebus,2010,14,0.713
comendador levy gasparian,2010,14,0.685
campos dos goytacazes,2010,14,0.716
cantagalo,2010,14,0.631
cardoso moreira,2010,14,0.648
carmo,2010,14,0.696
casimiro de abreu,2010,14,0.726
conceicao de macabu,2010,14,0.712
cordeiro,2010,14,0.729
duas barras,2010,14,0.659
duque de caxias,2010,14,0.711
engenheiro paulo de frontin,2010,14,0.722
guapimirim,2010,14,0.698
iguaba grande,2010,14,0.761
itaborai,2010,14,0.693
itaguai,2010,14,0.715
italva,2010,14,0.688
itaocara,2010,14,0.713
itaperuna,2010,14,0.73
itatiaia,2010,14,0.737
japeri,2010,14,0.659
laje do muriae,2010,14,0.668
macae,2010,14,0.764
macuco,2010,14,0.703
mage,2010,14,0.709
mangaratiba,2010,14,0.753
marica,2010,14,0.765
mendes,2010,14,0.736
mesquita,2010,14,0.656
miguel pereira,2010,14,0.745
miracema,2010,14,0.713
natividade,2010,14,0.673
nilopolis,2010,14,0.753
niteroi,2010,14,0.837
nova friburgo,2010,14,0.745
nova iguacu,2010,14,0.713
paracambi,2010,14,0.72
paraiba do sul,2010,14,0.702
paraty,2010,14,0.693
paty do alferes,2010,14,0.671
petropolis,2010,14,0.745
pinheiral,2010,14,0.715
pirai,2010,14,0.708
porciuncula,2010,14,0.697
porto real,2010,14,0.713
quatis,2010,14,0.69
queimados,2010,14,0.68
quissama,2010,14,0.704
resende,2010,14,0.768
rio bonito,2010,14,0.71
rio claro,2010,14,0.683
rio das flores,2010,14,0.68
rio das ostras,2010,14,0.773
rio de janeiro,2010,14,0.799
santa maria madalena,2010,14,0.668
santo antonio de padua,2010,14,0.718
sao francisco de itabapoana,2010,14,0.639
sao fidelis,2010,14,0.691
sao goncalo,2010,14,0.739
sao joao da barra,2010,14,0.671
sao joao de meriti,2010,14,0.719
sao jose de uba,2010,14,0.652
sao jose do vale do rio preto,2010,14,0.66
sao pedro da aldeia,2010,14,0.712
sao sebastiao do alto,2010,14,0.646
sapucaia,2010,14,0.59
saquarema,2010,14,0.709
seropedica,2010,14,0.713
silva jardim,2010,14,0.654
sumidouro,2010,14,0.611
tangua,2010,14,0.654
teresopolis,2010,14,0.73
trajano de moraes,2010,14,0.667
tres rios,2010,14,0.725
valenca,2010,14,0.623
varre-sai,2010,14,0.659
vassouras,2010,14,0.714
volta redonda,2010,14,0.771
angra dos reis,2010,15,0.724
aperibe,2010,15,0.692
araruama,2010,15,0.718
areal,2010,15,0.684
armacao dos buzios,2010,15,0.728
arraial do cabo,2010,15,0.733
barra do pirai,2010,15,0.733
barra mansa,2010,15,0.729
belford roxo,2010,15,0.684
bom jardim,2010,15,0.538
bom jesus do itabapoana,2010,15,0.732
cabo frio,2010,15,0.735
cachoeiras de macacu,2010,15,0.7
cambuci,2010,15,0.691
carapebus,2010,15,0.713
comendador levy gasparian,2010,15,0.685
campos dos goytacazes,2010,15,0.716
cantagalo,2010,15,0.631
cardoso moreira,2010,15,0.648
carmo,2010,15,0.696
casimiro de abreu,2010,15,0.726
conceicao de macabu,2010,15,0.712
cordeiro,2010,15,0.729
duas barras,2010,15,0.659
duque de caxias,2010,15,0.711
engenheiro paulo de frontin,2010,15,0.722
guapimirim,2010,15,0.698
iguaba grande,2010,15,0.761
itaborai,2010,15,0.693
itaguai,2010,15,0.715
italva,2010,15,0.688
itaocara,2010,15,0.713
itaperuna,2010,15,0.73
itatiaia,2010,15,0.737
japeri,2010,15,0.659
laje do muriae,2010,15,0.668
macae,2010,15,0.764
macuco,2010,15,0.703
mage,2010,15,0.709
mangaratiba,2010,15,0.753
marica,2010,15,0.765
mendes,2010,15,0.736
mesquita,2010,15,0.656
miguel pereira,2010,15,0.745
miracema,2010,15,0.713
natividade,2010,15,0.673
nilopolis,2010,15,0.753
niteroi,2010,15,0.837
nova friburgo,2010,15,0.745
nova iguacu,2010,15,0.713
paracambi,2010,15,0.72
paraiba do sul,2010,15,0.702
paraty,2010,15,0.693
paty do alferes,2010,15,0.671
petropolis,2010,15,0.745
pinheiral,2010,15,0.715
pirai,2010,15,0.708
porciuncula,2010,15,0.697
porto real,2010,15,0.713
quatis,2010,15,0.69
queimados,2010,15,0.68
quissama,2010,15,0.704
resende,2010,15,0.768
rio bonito,2010,15,0.71
rio claro,2010,15,0.683
rio das flores,2010,15,0.68
rio das ostras,2010,15,0.773
rio de janeiro,2010,15,0.799
santa maria madalena,2010,15,0.668
santo antonio de padua,2010,15,0.718
sao francisco de itabapoana,2010,15,0.639
sao fidelis,2010,15,0.691
sao goncalo,2010,15,0.739
sao joao da barra,2010,15,0.671
sao joao de meriti,2010,15,0.719
sao jose de uba,2010,15,0.652
sao jose do vale do rio preto,2010,15,0.66
sao pedro da aldeia,2010,15,0.712
sao sebastiao do alto,2010,15,0.646
sapucaia,2010,15,0.59
saquarema,2010,15,0.709
seropedica,2010,15,0.713
silva jardim,2010,15,0.654
sumidouro,2010,15,0.611
tangua,2010,15,0.654
teresopolis,2010,15,0.73
trajano de moraes,2010,15,0.667
tres rios,2010,15,0.725
valenca,2010,15,0.623
varre-sai,2010,15,0.659
vassouras,2010,15,0.714
volta redonda,2010,15,0.771
angra dos reis,2010,16,0.724
aperibe,2010,16,0.692
araruama,2010,16,0.718
areal,2010,16,0.684
armacao dos buzios,2010,16,0.728
arraial do cabo,2010,16,0.733
barra do pirai,2010,16,0.733
barra mansa,2010,16,0.729
belford roxo,2010,16,0.684
bom jardim,2010,16,0.538
bom jesus do itabapoana,2010,16,0.732
cabo frio,2010,16,0.735
cachoeiras de macacu,2010,16,0.7
cambuci,2010,16,0.691
carapebus,2010,16,0.713
comendador levy gasparian,2010,16,0.685
campos dos goytacazes,2010,16,0.716
cantagalo,2010,16,0.631
cardoso moreira,2010,16,0.648
carmo,2010,16,0.696
casimiro de abreu,2010,16,0.726
conceicao de macabu,2010,16,0.712
cordeiro,2010,16,0.729
duas barras,2010,16,0.659
duque de caxias,2010,16,0.711
engenheiro paulo de frontin,2010,16,0.722
guapimirim,2010,16,0.698
iguaba grande,2010,16,0.761
itaborai,2010,16,0.693
itaguai,2010,16,0.715
italva,2010,16,0.688
itaocara,2010,16,0.713
itaperuna,2010,16,0.73
itatiaia,2010,16,0.737
japeri,2010,16,0.659
laje do muriae,2010,16,0.668
macae,2010,16,0.764
macuco,2010,16,0.703
mage,2010,16,0.709
mangaratiba,2010,16,0.753
marica,2010,16,0.765
mendes,2010,16,0.736
mesquita,2010,16,0.656
miguel pereira,2010,16,0.745
miracema,2010,16,0.713
natividade,2010,16,0.673
nilopolis,2010,16,0.753
niteroi,2010,16,0.837
nova friburgo,2010,16,0.745
nova iguacu,2010,16,0.713
paracambi,2010,16,0.72
paraiba do sul,2010,16,0.702
paraty,2010,16,0.693
paty do alferes,2010,16,0.671
petropolis,2010,16,0.745
pinheiral,2010,16,0.715
pirai,2010,16,0.708
porciuncula,2010,16,0.697
porto real,2010,16,0.713
quatis,2010,16,0.69
queimados,2010,16,0.68
quissama,2010,16,0.704
resende,2010,16,0.768
rio bonito,2010,16,0.71
rio claro,2010,16,0.683
rio das flores,2010,16,0.68
rio das ostras,2010,16,0.773
rio de janeiro,2010,16,0.799
santa maria madalena,2010,16,0.668
santo antonio de padua,2010,16,0.718
sao francisco de itabapoana,2010,16,0.639
sao fidelis,2010,16,0.691
sao goncalo,2010,16,0.739
sao joao da barra,2010,16,0.671
sao joao de meriti,2010,16,0.719
sao jose de uba,2010,16,0.652
sao jose do vale do rio preto,2010,16,0.66
sao pedro da aldeia,2010,16,0.712
sao sebastiao do alto,2010,16,0.646
sapucaia,2010,16,0.59
saquarema,2010,16,0.709
seropedica,2010,16,0.713
silva jardim,2010,16,0.654
sumidouro,2010,16,0.611
tangua,2010,16,0.654
teresopolis,2010,16,0.73
trajano de moraes,2010,16,0.667
tres rios,2010,16,0.725
valenca,2010,16,0.623
varre-sai,2010,16,0.659
vassouras,2010,16,0.714
volta redonda,2010,16,0.771
angra dos reis,2010,17,0.724
aperibe,2010,17,0.692
araruama,2010,17,0.718
areal,2010,17,0.684
armacao dos buzios,2010,17,0.728
arraial do cabo,2010,17,0.733
barra do pirai,2010,17,0.733
barra mansa,2010,17,0.729
belford roxo,2010,17,0.684
bom jardim,2010,17,0.538
bom jesus do itabapoana,2010,17,0.732
cabo frio,2010,17,0.735
cachoeiras de macacu,2010,17,0.7
cambuci,2010,17,0.691
carapebus,2010,17,0.713
comendador levy gasparian,2010,17,0.685
campos dos goytacazes,2010,17,0.716
cantagalo,2010,17,0.631
cardoso moreira,2010,17,0.648
carmo,2010,17,0.696
casimiro de abreu,2010,17,0.726
conceicao de macabu,2010,17,0.712
cordeiro,2010,17,0.729
duas barras,2010,17,0.659
duque de caxias,2010,17,0.711
engenheiro paulo de frontin,2010,17,0.722
guapimirim,2010,17,0.698
iguaba grande,2010,17,0.761
itaborai,2010,17,0.693
itaguai,2010,17,0.715
italva,2010,17,0.688
itaocara,2010,17,0.713
itaperuna,2010,17,0.73
itatiaia,2010,17,0.737
japeri,2010,17,0.659
laje do muriae,2010,17,0.668
macae,2010,17,0.764
macuco,2010,17,0.703
mage,2010,17,0.709
mangaratiba,2010,17,0.753
marica,2010,17,0.765
mendes,2010,17,0.736
mesquita,2010,17,0.656
miguel pereira,2010,17,0.745
miracema,2010,17,0.713
natividade,2010,17,0.673
nilopolis,2010,17,0.753
niteroi,2010,17,0.837
nova friburgo,2010,17,0.745
nova iguacu,2010,17,0.713
paracambi,2010,17,0.72
paraiba do sul,2010,17,0.702
paraty,2010,17,0.693
paty do alferes,2010,17,0.671
petropolis,2010,17,0.745
pinheiral,2010,17,0.715
pirai,2010,17,0.708
porciuncula,2010,17,0.697
porto real,2010,17,0.713
quatis,2010,17,0.69
queimados,2010,17,0.68
quissama,2010,17,0.704
resende,2010,17,0.768
rio bonito,2010,17,0.71
rio claro,2010,17,0.683
rio das flores,2010,17,0.68
rio das ostras,2010,17,0.773
rio de janeiro,2010,17,0.799
santa maria madalena,2010,17,0.668
santo antonio de padua,2010,17,0.718
sao francisco de itabapoana,2010,17,0.639
sao fidelis,2010,17,0.691
sao goncalo,2010,17,0.739
sao joao da barra,2010,17,0.671
sao joao de meriti,2010,17,0.719
sao jose de uba,2010,17,0.652
sao jose do vale do rio preto,2010,17,0.66
sao pedro da aldeia,2010,17,0.712
sao sebastiao do alto,2010,17,0.646
sapucaia,2010,17,0.59
saquarema,2010,17,0.709
seropedica,2010,17,0.713
silva jardim,2010,17,0.654
sumidouro,2010,17,0.611
tangua,2010,17,0.654
teresopolis,2010,17,0.73
trajano de moraes,2010,17,0.667
tres rios,2010,17,0.725
valenca,2010,17,0.623
varre-sai,2010,17,0.659
vassouras,2010,17,0.714
volta redonda,2010,17,0.771
angra dos reis,2010,18,0.724
aperibe,2010,18,0.692
araruama,2010,18,0.718
areal,2010,18,0.684
armacao dos buzios,2010,18,0.728
arraial do cabo,2010,18,0.733
barra do pirai,2010,18,0.733
barra mansa,2010,18,0.729
belford roxo,2010,18,0.684
bom jardim,2010,18,0.538
bom jesus do itabapoana,2010,18,0.732
cabo frio,2010,18,0.735
cachoeiras de macacu,2010,18,0.7
cambuci,2010,18,0.691
carapebus,2010,18,0.713
comendador levy gasparian,2010,18,0.685
campos dos goytacazes,2010,18,0.716
cantagalo,2010,18,0.631
cardoso moreira,2010,18,0.648
carmo,2010,18,0.696
casimiro de abreu,2010,18,0.726
conceicao de macabu,2010,18,0.712
cordeiro,2010,18,0.729
duas barras,2010,18,0.659
duque de caxias,2010,18,0.711
engenheiro paulo de frontin,2010,18,0.722
guapimirim,2010,18,0.698
iguaba grande,2010,18,0.761
itaborai,2010,18,0.693
itaguai,2010,18,0.715
italva,2010,18,0.688
itaocara,2010,18,0.713
itaperuna,2010,18,0.73
itatiaia,2010,18,0.737
japeri,2010,18,0.659
laje do muriae,2010,18,0.668
macae,2010,18,0.764
macuco,2010,18,0.703
mage,2010,18,0.709
mangaratiba,2010,18,0.753
marica,2010,18,0.765
mendes,2010,18,0.736
mesquita,2010,18,0.656
miguel pereira,2010,18,0.745
miracema,2010,18,0.713
natividade,2010,18,0.673
nilopolis,2010,18,0.753
niteroi,2010,18,0.837
nova friburgo,2010,18,0.745
nova iguacu,2010,18,0.713
paracambi,2010,18,0.72
paraiba do sul,2010,18,0.702
paraty,2010,18,0.693
paty do alferes,2010,18,0.671
petropolis,2010,18,0.745
pinheiral,2010,18,0.715
pirai,2010,18,0.708
porciuncula,2010,18,0.697
porto real,2010,18,0.713
quatis,2010,18,0.69
queimados,2010,18,0.68
quissama,2010,18,0.704
resende,2010,18,0.768
rio bonito,2010,18,0.71
rio claro,2010,18,0.683
rio das flores,2010,18,0.68
rio das ostras,2010,18,0.773
rio de janeiro,2010,18,0.799
santa maria madalena,2010,18,0.668
santo antonio de padua,2010,18,0.718
sao francisco de itabapoana,2010,18,0.639
sao fidelis,2010,18,0.691
sao goncalo,2010,18,0.739
sao joao da barra,2010,18,0.671
sao joao de meriti,2010,18,0.719
sao jose de uba,2010,18,0.652
sao jose do vale do rio preto,2010,18,0.66
sao pedro da aldeia,2010,18,0.712
sao sebastiao do alto,2010,18,0.646
sapucaia,2010,18,0.59
saquarema,2010,18,0.709
seropedica,2010,18,0.713
silva jardim,2010,18,0.654
sumidouro,2010,18,0.611
tangua,2010,18,0.654
teresopolis,2010,18,0.73
trajano de moraes,2010,18,0.667
tres rios,2010,18,0.725
valenca,2010,18,0.623
varre-sai,2010,18,0.659
vassouras,2010,18,0.714
volta redonda,2010,18,0.771
angra dos reis,2010,19,0.724
aperibe,2010,19,0.692
araruama,2010,19,0.718
areal,2010,19,0.684
armacao dos buzios,2010,19,0.728
arraial do cabo,2010,19,0.733
barra do pirai,2010,19,0.733
barra mansa,2010,19,0.729
belford roxo,2010,19,0.684
bom jardim,2010,19,0.538
bom jesus do itabapoana,2010,19,0.732
cabo frio,2010,19,0.735
cachoeiras de macacu,2010,19,0.7
cambuci,2010,19,0.691
carapebus,2010,19,0.713
comendador levy gasparian,2010,19,0.685
campos dos goytacazes,2010,19,0.716
cantagalo,2010,19,0.631
cardoso moreira,2010,19,0.648
carmo,2010,19,0.696
casimiro de abreu,2010,19,0.726
conceicao de macabu,2010,19,0.712
cordeiro,2010,19,0.729
duas barras,2010,19,0.659
duque de caxias,2010,19,0.711
engenheiro paulo de frontin,2010,19,0.722
guapimirim,2010,19,0.698
iguaba grande,2010,19,0.761
itaborai,2010,19,0.693
itaguai,2010,19,0.715
italva,2010,19,0.688
itaocara,2010,19,0.713
itaperuna,2010,19,0.73
itatiaia,2010,19,0.737
japeri,2010,19,0.659
laje do muriae,2010,19,0.668
macae,2010,19,0.764
macuco,2010,19,0.703
mage,2010,19,0.709
mangaratiba,2010,19,0.753
marica,2010,19,0.765
mendes,2010,19,0.736
mesquita,2010,19,0.656
miguel pereira,2010,19,0.745
miracema,2010,19,0.713
natividade,2010,19,0.673
nilopolis,2010,19,0.753
niteroi,2010,19,0.837
nova friburgo,2010,19,0.745
nova iguacu,2010,19,0.713
paracambi,2010,19,0.72
paraiba do sul,2010,19,0.702
paraty,2010,19,0.693
paty do alferes,2010,19,0.671
petropolis,2010,19,0.745
pinheiral,2010,19,0.715
pirai,2010,19,0.708
porciuncula,2010,19,0.697
porto real,2010,19,0.713
quatis,2010,19,0.69
queimados,2010,19,0.68
quissama,2010,19,0.704
resende,2010,19,0.768
rio bonito,2010,19,0.71
rio claro,2010,19,0.683
rio das flores,2010,19,0.68
rio das ostras,2010,19,0.773
