municipio,year,week,temperature
nilopolis,2013,19,21.9845278571
niteroi,2013,19,21.9845278571
nova friburgo,2013,19,20.9365075714
nova iguacu,2013,19,21.9845278571
paracambi,2013,19,20.4431265714
paraiba do sul,2013,19,21.9845278571
paraty,2013,19,19.5869045714
paty do alferes,2013,19,21.9845278571
petropolis,2013,19,21.9845278571
pinheiral,2013,19,20.4431265714
pirai,2013,19,20.4431265714
porciuncula,2013,19,23.5615644286
porto real,2013,19,19.5869045714
quatis,2013,19,19.5869045714
queimados,2013,19,20.4431265714
quissama,2013,19,23.5615644286
resende,2013,19,19.5869045714
rio bonito,2013,19,22.9362537143
rio claro,2013,19,20.4431265714
rio das flores,2013,19,21.9845278571
rio das ostras,2013,19,20.9365075714
rio de janeiro,2013,19,21.9845278571
santa maria madalena,2013,19,23.5615644286
santo antonio de padua,2013,19,23.5615644286
sao francisco de itabapoana,2013,19,23.5615644286
sao fidelis,2013,19,23.5615644286
sao goncalo,2013,19,21.9845278571
sao joao da barra,2013,19,23.5615644286
sao joao de meriti,2013,19,21.9845278571
sao jose de uba,2013,19,23.5615644286
sao jose do vale do rio preto,2013,19,21.9845278571
sao pedro da aldeia,2013,19,25.0996401429
sao sebastiao do alto,2013,19,23.5615644286
sapucaia,2013,19,21.9845278571
saquarema,2013,19,25.0996401429
seropedica,2013,19,20.4431265714
silva jardim,2013,19,25.0996401429
sumidouro,2013,19,20.9365075714
tangua,2013,19,21.9845278571
teresopolis,2013,19,21.9845278571
trajano de moraes,2013,19,20.9365075714
tres rios,2013,19,21.9845278571
valenca,2013,19,18.7054408571
varre-sai,2013,19,23.5615644286
vassouras,2013,19,21.9845278571
volta redonda,2013,19,19.9623808571
angra dos reis,2013,20,21.7615644286
aperibe,2013,20,24.4077598571
araruama,2013,20,26.1807691429
areal,2013,20,23.5595744286
armacao dos buzios,2013,20,23.8018117143
arraial do cabo,2013,20,26.1807691429
barra do pirai,2013,20,21.9472484286
barra mansa,2013,20,22.3630155714
belford roxo,2013,20,23.5595744286
bom jardim,2013,20,23.8018117143
bom jesus do itabapoana,2013,20,24.4077598571
cabo frio,2013,20,26.1807691429
cachoeiras de macacu,2013,20,23.5595744286
cambuci,2013,20,24.4077598571
carapebus,2013,20,24.4077598571
comendador levy gasparian,2013,20,23.5595744286
campos dos goytacazes,2013,20,24.4077598571
cantagalo,2013,20,23.8018117143
cardoso moreira,2013,20,24.4077598571
carmo,2013,20,23.8018117143
casimiro de abreu,2013,20,23.8018117143
conceicao de macabu,2013,20,24.4077598571
cordeiro,2013,20,23.8018117143
duas barras,2013,20,23.8018117143
duque de caxias,2013,20,23.5595744286
engenheiro paulo de frontin,2013,20,22.3630155714
guapimirim,2013,20,23.5595744286
iguaba grande,2013,20,26.1807691429
itaborai,2013,20,23.5595744286
itaguai,2013,20,22.3630155714
italva,2013,20,24.4077598571
itaocara,2013,20,24.4077598571
itaperuna,2013,20,24.4077598571
itatiaia,2013,20,21.7615644286
japeri,2013,20,23.5595744286
laje do muriae,2013,20,24.4077598571
macae,2013,20,23.8018117143
macuco,2013,20,23.8018117143
mage,2013,20,23.5595744286
mangaratiba,2013,20,21.9472484286
marica,2013,20,23.5595744286
mendes,2013,20,22.3630155714
mesquita,2013,20,18.68768
miguel pereira,2013,20,23.5595744286
miracema,2013,20,24.4077598571
natividade,2013,20,24.4077598571
nilopolis,2013,20,23.5595744286
niteroi,2013,20,23.5595744286
nova friburgo,2013,20,23.8018117143
nova iguacu,2013,20,23.5595744286
paracambi,2013,20,22.3630155714
paraiba do sul,2013,20,23.5595744286
paraty,2013,20,21.7615644286
paty do alferes,2013,20,23.5595744286
petropolis,2013,20,23.5595744286
pinheiral,2013,20,22.3630155714
pirai,2013,20,22.3630155714
porciuncula,2013,20,24.4077598571
porto real,2013,20,21.7615644286
quatis,2013,20,21.7615644286
queimados,2013,20,22.3630155714
quissama,2013,20,24.4077598571
resende,2013,20,21.7615644286
rio bonito,2013,20,24.3436581429
rio claro,2013,20,22.3630155714
rio das flores,2013,20,23.5595744286
rio das ostras,2013,20,23.8018117143
rio de janeiro,2013,20,23.5595744286
santa maria madalena,2013,20,24.4077598571
santo antonio de padua,2013,20,24.4077598571
sao francisco de itabapoana,2013,20,24.4077598571
sao fidelis,2013,20,24.4077598571
sao goncalo,2013,20,23.5595744286
sao joao da barra,2013,20,24.4077598571
sao joao de meriti,2013,20,23.5595744286
sao jose de uba,2013,20,24.4077598571
sao jose do vale do rio preto,2013,20,23.5595744286
sao pedro da aldeia,2013,20,26.1807691429
sao sebastiao do alto,2013,20,24.4077598571
sapucaia,2013,20,23.5595744286
saquarema,2013,20,26.1807691429
seropedica,2013,20,22.3630155714
silva jardim,2013,20,26.1807691429
sumidouro,2013,20,23.8018117143
tangua,2013,20,23.5595744286
teresopolis,2013,20,23.5595744286
trajano de moraes,2013,20,23.8018117143
tres rios,2013,20,23.5595744286
valenca,2013,20,20.1080847143
varre-sai,2013,20,24.4077598571
vassouras,2013,20,23.5595744286
volta redonda,2013,20,21.9472484286
angra dos reis,2013,21,20.2904448571
aperibe,2013,21,22.6568028571
araruama,2013,21,24.6336084286
areal,2013,21,22.3052234286
armacao dos buzios,2013,21,21.404762
arraial do cabo,2013,21,24.6336084286
barra do pirai,2013,21,20.2916665714
barra mansa,2013,21,21.2169048571
belford roxo,2013,21,22.3052234286
bom jardim,2013,21,21.404762
bom jesus do itabapoana,2013,21,22.6568028571
cabo frio,2013,21,24.6336084286
cachoeiras de macacu,2013,21,22.3052234286
cambuci,2013,21,22.6568028571
carapebus,2013,21,22.6568028571
comendador levy gasparian,2013,21,22.3052234286
campos dos goytacazes,2013,21,22.6568028571
cantagalo,2013,21,21.404762
cardoso moreira,2013,21,22.6568028571
carmo,2013,21,21.404762
casimiro de abreu,2013,21,21.404762
conceicao de macabu,2013,21,22.6568028571
cordeiro,2013,21,21.404762
duas barras,2013,21,21.404762
duque de caxias,2013,21,22.3052234286
engenheiro paulo de frontin,2013,21,21.2169048571
guapimirim,2013,21,22.3052234286
iguaba grande,2013,21,24.6336084286
itaborai,2013,21,22.3052234286
itaguai,2013,21,21.2169048571
italva,2013,21,22.6568028571
itaocara,2013,21,22.6568028571
itaperuna,2013,21,22.6568028571
itatiaia,2013,21,20.2904448571
japeri,2013,21,22.3052234286
laje do muriae,2013,21,22.6568028571
macae,2013,21,21.404762
macuco,2013,21,21.404762
mage,2013,21,22.3052234286
mangaratiba,2013,21,20.2916665714
marica,2013,21,22.3052234286
mendes,2013,21,21.2169048571
mesquita,2013,21,17.1428572857
miguel pereira,2013,21,22.3052234286
miracema,2013,21,22.6568028571
natividade,2013,21,22.6568028571
nilopolis,2013,21,22.3052234286
niteroi,2013,21,22.3052234286
nova friburgo,2013,21,21.404762
nova iguacu,2013,21,22.3052234286
paracambi,2013,21,21.2169048571
paraiba do sul,2013,21,22.3052234286
paraty,2013,21,20.2904448571
paty do alferes,2013,21,22.3052234286
petropolis,2013,21,22.3052234286
pinheiral,2013,21,21.2169048571
pirai,2013,21,21.2169048571
porciuncula,2013,21,22.6568028571
porto real,2013,21,20.2904448571
quatis,2013,21,20.2904448571
queimados,2013,21,21.2169048571
quissama,2013,21,22.6568028571
resende,2013,21,20.2904448571
rio bonito,2013,21,23.3741497143
rio claro,2013,21,21.2169048571
rio das flores,2013,21,22.3052234286
rio das ostras,2013,21,21.404762
rio de janeiro,2013,21,22.3052234286
santa maria madalena,2013,21,22.6568028571
santo antonio de padua,2013,21,22.6568028571
sao francisco de itabapoana,2013,21,22.6568028571
sao fidelis,2013,21,22.6568028571
sao goncalo,2013,21,22.3052234286
sao joao da barra,2013,21,22.6568028571
sao joao de meriti,2013,21,22.3052234286
sao jose de uba,2013,21,22.6568028571
sao jose do vale do rio preto,2013,21,22.3052234286
sao pedro da aldeia,2013,21,24.6336084286
sao sebastiao do alto,2013,21,22.6568028571
sapucaia,2013,21,22.3052234286
saquarema,2013,21,24.6336084286
seropedica,2013,21,21.2169048571
silva jardim,2013,21,24.6336084286
sumidouro,2013,21,21.404762
tangua,2013,21,22.3052234286
teresopolis,2013,21,22.3052234286
trajano de moraes,2013,21,21.404762
tres rios,2013,21,22.3052234286
valenca,2013,21,18.5413267143
varre-sai,2013,21,22.6568028571
vassouras,2013,21,22.3052234286
volta redonda,2013,21,20.2916665714
angra dos reis,2013,22,19.5816874286
aperibe,2013,22,23.2215171429
araruama,2013,22,24.9890107143
areal,2013,22,22.256313
armacao dos buzios,2013,22,21.5381602857
arraial do cabo,2013,22,24.9890107143
barra do pirai,2013,22,21.0880737143
barra mansa,2013,22,21.301948
belford roxo,2013,22,22.256313
bom jardim,2013,22,21.5381602857
bom jesus do itabapoana,2013,22,23.2215171429
cabo frio,2013,22,24.9890107143
cachoeiras de macacu,2013,22,22.256313
cambuci,2013,22,23.2215171429
carapebus,2013,22,23.2215171429
comendador levy gasparian,2013,22,22.256313
campos dos goytacazes,2013,22,23.2215171429
cantagalo,2013,22,21.5381602857
cardoso moreira,2013,22,23.2215171429
carmo,2013,22,21.5381602857
casimiro de abreu,2013,22,21.5381602857
conceicao de macabu,2013,22,23.2215171429
cordeiro,2013,22,21.5381602857
duas barras,2013,22,21.5381602857
duque de caxias,2013,22,22.256313
engenheiro paulo de frontin,2013,22,21.301948
guapimirim,2013,22,22.256313
iguaba grande,2013,22,24.9890107143
itaborai,2013,22,22.256313
itaguai,2013,22,21.301948
italva,2013,22,23.2215171429
itaocara,2013,22,23.2215171429
itaperuna,2013,22,23.2215171429
itatiaia,2013,22,19.5816874286
japeri,2013,22,22.256313
laje do muriae,2013,22,23.2215171429
macae,2013,22,21.5381602857
macuco,2013,22,21.5381602857
mage,2013,22,22.256313
mangaratiba,2013,22,21.0880737143
marica,2013,22,22.256313
mendes,2013,22,21.301948
mesquita,2013,22,16.6397762857
miguel pereira,2013,22,22.256313
miracema,2013,22,23.2215171429
natividade,2013,22,23.2215171429
nilopolis,2013,22,22.256313
niteroi,2013,22,22.256313
nova friburgo,2013,22,21.5381602857
nova iguacu,2013,22,22.256313
paracambi,2013,22,21.301948
paraiba do sul,2013,22,22.256313
paraty,2013,22,19.5816874286
paty do alferes,2013,22,22.256313
petropolis,2013,22,22.256313
pinheiral,2013,22,21.301948
pirai,2013,22,21.301948
porciuncula,2013,22,23.2215171429
porto real,2013,22,19.5816874286
quatis,2013,22,19.5816874286
queimados,2013,22,21.301948
quissama,2013,22,23.2215171429
resende,2013,22,19.5816874286
rio bonito,2013,22,23.5597324286
rio claro,2013,22,21.301948
rio das flores,2013,22,22.256313
rio das ostras,2013,22,21.5381602857
rio de janeiro,2013,22,22.256313
santa maria madalena,2013,22,23.2215171429
santo antonio de padua,2013,22,23.2215171429
sao francisco de itabapoana,2013,22,23.2215171429
sao fidelis,2013,22,23.2215171429
sao goncalo,2013,22,22.256313
sao joao da barra,2013,22,23.2215171429
sao joao de meriti,2013,22,22.256313
sao jose de uba,2013,22,23.2215171429
sao jose do vale do rio preto,2013,22,22.256313
sao pedro da aldeia,2013,22,24.9890107143
sao sebastiao do alto,2013,22,23.2215171429
sapucaia,2013,22,22.256313
saquarema,2013,22,24.9890107143
seropedica,2013,22,21.301948
silva jardim,2013,22,24.9890107143
sumidouro,2013,22,21.5381602857
tangua,2013,22,22.256313
teresopolis,2013,22,22.256313
trajano de moraes,2013,22,21.5381602857
tres rios,2013,22,22.256313
valenca,2013,22,18.6646781429
varre-sai,2013,22,23.2215171429
vassouras,2013,22,22.256313
volta redonda,2013,22,21.0880737143
angra dos reis,2013,23,19.4857141429
aperibe,2013,23,23.9205315714
araruama,2013,23,25.2728415714
areal,2013,23,22.3558297143
armacao dos buzios,2013,23,22.533883
arraial do cabo,2013,23,25.2728415714
barra do pirai,2013,23,20.9844974286
barra mansa,2013,23,21.1204757143
belford roxo,2013,23,22.3558297143
bom jardim,2013,23,22.533883
bom jesus do itabapoana,2013,23,23.9205315714
cabo frio,2013,23,25.2728415714
cachoeiras de macacu,2013,23,22.3558297143
cambuci,2013,23,23.9205315714
carapebus,2013,23,23.9205315714
comendador levy gasparian,2013,23,22.3558297143
campos dos goytacazes,2013,23,23.9205315714
cantagalo,2013,23,22.533883
cardoso moreira,2013,23,23.9205315714
carmo,2013,23,22.533883
casimiro de abreu,2013,23,22.533883
conceicao de macabu,2013,23,23.9205315714
cordeiro,2013,23,22.533883
duas barras,2013,23,22.533883
duque de caxias,2013,23,22.3558297143
engenheiro paulo de frontin,2013,23,21.1204757143
guapimirim,2013,23,22.3558297143
iguaba grande,2013,23,25.2728415714
itaborai,2013,23,22.3558297143
itaguai,2013,23,21.1204757143
italva,2013,23,23.9205315714
itaocara,2013,23,23.9205315714
itaperuna,2013,23,23.9205315714
itatiaia,2013,23,19.4857141429
japeri,2013,23,22.3558297143
laje do muriae,2013,23,23.9205315714
macae,2013,23,22.533883
macuco,2013,23,22.533883
mage,2013,23,22.3558297143
mangaratiba,2013,23,20.9844974286
marica,2013,23,22.3558297143
mendes,2013,23,21.1204757143
mesquita,2013,23,17.7218138571
miguel pereira,2013,23,22.3558297143
miracema,2013,23,23.9205315714
natividade,2013,23,23.9205315714
nilopolis,2013,23,22.3558297143
niteroi,2013,23,22.3558297143
nova friburgo,2013,23,22.533883
nova iguacu,2013,23,22.3558297143
paracambi,2013,23,21.1204757143
paraiba do sul,2013,23,22.3558297143
paraty,2013,23,19.4857141429
paty do alferes,2013,23,22.3558297143
petropolis,2013,23,22.3558297143
pinheiral,2013,23,21.1204757143
pirai,2013,23,21.1204757143
porciuncula,2013,23,23.9205315714
porto real,2013,23,19.4857141429
quatis,2013,23,19.4857141429
queimados,2013,23,21.1204757143
quissama,2013,23,23.9205315714
resende,2013,23,19.4857141429
rio bonito,2013,23,23.4659685714
rio claro,2013,23,21.1204757143
rio das flores,2013,23,22.3558297143
rio das ostras,2013,23,22.533883
rio de janeiro,2013,23,22.3558297143
santa maria madalena,2013,23,23.9205315714
santo antonio de padua,2013,23,23.9205315714
sao francisco de itabapoana,2013,23,23.9205315714
sao fidelis,2013,23,23.9205315714
sao goncalo,2013,23,22.3558297143
sao joao da barra,2013,23,23.9205315714
sao joao de meriti,2013,23,22.3558297143
sao jose de uba,2013,23,23.9205315714
sao jose do vale do rio preto,2013,23,22.3558297143
sao pedro da aldeia,2013,23,25.2728415714
sao sebastiao do alto,2013,23,23.9205315714
sapucaia,2013,23,22.3558297143
saquarema,2013,23,25.2728415714
seropedica,2013,23,21.1204757143
silva jardim,2013,23,25.2728415714
sumidouro,2013,23,22.533883
tangua,2013,23,22.3558297143
teresopolis,2013,23,22.3558297143
trajano de moraes,2013,23,22.533883
tres rios,2013,23,22.3558297143
valenca,2013,23,19.0035852857
varre-sai,2013,23,23.9205315714
vassouras,2013,23,22.3558297143
volta redonda,2013,23,20.9844974286
angra dos reis,2013,24,20.7847955714
aperibe,2013,24,23.6782004286
araruama,2013,24,25.6263735714
areal,2013,24,22.706891
armacao dos buzios,2013,24,21.4479965714
arraial do cabo,2013,24,25.6263735714
barra do pirai,2013,24,21.3082442857
barra mansa,2013,24,21.3928571429
belford roxo,2013,24,22.706891
bom jardim,2013,24,21.4479965714
bom jesus do itabapoana,2013,24,23.6782004286
cabo frio,2013,24,25.6263735714
cachoeiras de macacu,2013,24,22.706891
cambuci,2013,24,23.6782004286
carapebus,2013,24,23.6782004286
comendador levy gasparian,2013,24,22.706891
campos dos goytacazes,2013,24,23.6782004286
cantagalo,2013,24,21.4479965714
cardoso moreira,2013,24,23.6782004286
carmo,2013,24,21.4479965714
casimiro de abreu,2013,24,21.4479965714
conceicao de macabu,2013,24,23.6782004286
cordeiro,2013,24,21.4479965714
duas barras,2013,24,21.4479965714
duque de caxias,2013,24,22.706891
engenheiro paulo de frontin,2013,24,21.3928571429
guapimirim,2013,24,22.706891
iguaba grande,2013,24,25.6263735714
itaborai,2013,24,22.706891
itaguai,2013,24,21.3928571429
italva,2013,24,23.6782004286
itaocara,2013,24,23.6782004286
itaperuna,2013,24,23.6782004286
itatiaia,2013,24,20.7847955714
japeri,2013,24,22.706891
laje do muriae,2013,24,23.6782004286
macae,2013,24,21.4479965714
macuco,2013,24,21.4479965714
mage,2013,24,22.706891
mangaratiba,2013,24,21.3082442857
marica,2013,24,22.706891
mendes,2013,24,21.3928571429
mesquita,2013,24,17.8565475714
miguel pereira,2013,24,22.706891
miracema,2013,24,23.6782004286
natividade,2013,24,23.6782004286
nilopolis,2013,24,22.706891
niteroi,2013,24,22.706891
nova friburgo,2013,24,21.4479965714
nova iguacu,2013,24,22.706891
paracambi,2013,24,21.3928571429
paraiba do sul,2013,24,22.706891
paraty,2013,24,20.7847955714
paty do alferes,2013,24,22.706891
petropolis,2013,24,22.706891
pinheiral,2013,24,21.3928571429
pirai,2013,24,21.3928571429
porciuncula,2013,24,23.6782004286
porto real,2013,24,20.7847955714
quatis,2013,24,20.7847955714
queimados,2013,24,21.3928571429
quissama,2013,24,23.6782004286
resende,2013,24,20.7847955714
rio bonito,2013,24,23.8178838571
rio claro,2013,24,21.3928571429
rio das flores,2013,24,22.706891
rio das ostras,2013,24,21.4479965714
rio de janeiro,2013,24,22.706891
santa maria madalena,2013,24,23.6782004286
santo antonio de padua,2013,24,23.6782004286
sao francisco de itabapoana,2013,24,23.6782004286
sao fidelis,2013,24,23.6782004286
sao goncalo,2013,24,22.706891
sao joao da barra,2013,24,23.6782004286
sao joao de meriti,2013,24,22.706891
sao jose de uba,2013,24,23.6782004286
sao jose do vale do rio preto,2013,24,22.706891
sao pedro da aldeia,2013,24,25.6263735714
sao sebastiao do alto,2013,24,23.6782004286
sapucaia,2013,24,22.706891
saquarema,2013,24,25.6263735714
seropedica,2013,24,21.3928571429
silva jardim,2013,24,25.6263735714
sumidouro,2013,24,21.4479965714
tangua,2013,24,22.706891
teresopolis,2013,24,22.706891
trajano de moraes,2013,24,21.4479965714
tres rios,2013,24,22.706891
valenca,2013,24,19.8533375714
varre-sai,2013,24,23.6782004286
vassouras,2013,24,22.706891
volta redonda,2013,24,21.3082442857
angra dos reis,2013,25,20.6982141429
aperibe,2013,25,24.131322
araruama,2013,25,25.2307691429
areal,2013,25,22.661409
armacao dos buzios,2013,25,22.6688097143
arraial do cabo,2013,25,25.2307691429
barra do pirai,2013,25,21.7331782857
barra mansa,2013,25,21.8031137143
belford roxo,2013,25,22.661409
bom jardim,2013,25,22.6688097143
bom jesus do itabapoana,2013,25,24.131322
cabo frio,2013,25,25.2307691429
cachoeiras de macacu,2013,25,22.661409
cambuci,2013,25,24.131322
carapebus,2013,25,24.131322
comendador levy gasparian,2013,25,22.661409
campos dos goytacazes,2013,25,24.131322
cantagalo,2013,25,22.6688097143
cardoso moreira,2013,25,24.131322
carmo,2013,25,22.6688097143
casimiro de abreu,2013,25,22.6688097143
conceicao de macabu,2013,25,24.131322
cordeiro,2013,25,22.6688097143
duas barras,2013,25,22.6688097143
duque de caxias,2013,25,22.661409
engenheiro paulo de frontin,2013,25,21.8031137143
guapimirim,2013,25,22.661409
iguaba grande,2013,25,25.2307691429
itaborai,2013,25,22.661409
itaguai,2013,25,21.8031137143
italva,2013,25,24.131322
itaocara,2013,25,24.131322
itaperuna,2013,25,24.131322
itatiaia,2013,25,20.6982141429
japeri,2013,25,22.661409
laje do muriae,2013,25,24.131322
macae,2013,25,22.6688097143
macuco,2013,25,22.6688097143
mage,2013,25,22.661409
mangaratiba,2013,25,21.7331782857
marica,2013,25,22.661409
mendes,2013,25,21.8031137143
mesquita,2013,25,18.0422617143
miguel pereira,2013,25,22.661409
miracema,2013,25,24.131322
natividade,2013,25,24.131322
nilopolis,2013,25,22.661409
niteroi,2013,25,22.661409
nova friburgo,2013,25,22.6688097143
nova iguacu,2013,25,22.661409
paracambi,2013,25,21.8031137143
paraiba do sul,2013,25,22.661409
paraty,2013,25,20.6982141429
paty do alferes,2013,25,22.661409
petropolis,2013,25,22.661409
pinheiral,2013,25,21.8031137143
pirai,2013,25,21.8031137143
porciuncula,2013,25,24.131322
porto real,2013,25,20.6982141429
quatis,2013,25,20.6982141429
queimados,2013,25,21.8031137143
quissama,2013,25,24.131322
resende,2013,25,20.6982141429
rio bonito,2013,25,24.2878802857
rio claro,2013,25,21.8031137143
rio das flores,2013,25,22.661409
rio das ostras,2013,25,22.6688097143
rio de janeiro,2013,25,22.661409
santa maria madalena,2013,25,24.131322
santo antonio de padua,2013,25,24.131322
sao francisco de itabapoana,2013,25,24.131322
sao fidelis,2013,25,24.131322
sao goncalo,2013,25,22.661409
sao joao da barra,2013,25,24.131322
sao joao de meriti,2013,25,22.661409
sao jose de uba,2013,25,24.131322
sao jose do vale do rio preto,2013,25,22.661409
sao pedro da aldeia,2013,25,25.2307691429
sao sebastiao do alto,2013,25,24.131322
sapucaia,2013,25,22.661409
saquarema,2013,25,25.2307691429
seropedica,2013,25,21.8031137143
silva jardim,2013,25,25.2307691429
sumidouro,2013,25,22.6688097143
tangua,2013,25,22.661409
teresopolis,2013,25,22.661409
trajano de moraes,2013,25,22.6688097143
tres rios,2013,25,22.661409
valenca,2013,25,19.3589285714
varre-sai,2013,25,24.131322
vassouras,2013,25,22.661409
volta redonda,2013,25,21.7331782857
angra dos reis,2013,26,20.0584674286
aperibe,2013,26,23.6601734286
araruama,2013,26,25.2747255714
areal,2013,26,22.5835138571
armacao dos buzios,2013,26,22.6666668571
arraial do cabo,2013,26,25.2747255714
barra do pirai,2013,26,21.3857142857
barra mansa,2013,26,21.5833331429
belford roxo,2013,26,22.5835138571
bom jardim,2013,26,22.6666668571
bom jesus do itabapoana,2013,26,23.6601734286
cabo frio,2013,26,25.2747255714
cachoeiras de macacu,2013,26,22.5835138571
cambuci,2013,26,23.6601734286
carapebus,2013,26,23.6601734286
comendador levy gasparian,2013,26,22.5835138571
campos dos goytacazes,2013,26,23.6601734286
cantagalo,2013,26,22.6666668571
cardoso moreira,2013,26,23.6601734286
carmo,2013,26,22.6666668571
casimiro de abreu,2013,26,22.6666668571
conceicao de macabu,2013,26,23.6601734286
cordeiro,2013,26,22.6666668571
duas barras,2013,26,22.6666668571
duque de caxias,2013,26,22.5835138571
engenheiro paulo de frontin,2013,26,21.5833331429
guapimirim,2013,26,22.5835138571
iguaba grande,2013,26,25.2747255714
itaborai,2013,26,22.5835138571
itaguai,2013,26,21.5833331429
italva,2013,26,23.6601734286
itaocara,2013,26,23.6601734286
itaperuna,2013,26,23.6601734286
itatiaia,2013,26,20.0584674286
japeri,2013,26,22.5835138571
laje do muriae,2013,26,23.6601734286
macae,2013,26,22.6666668571
macuco,2013,26,22.6666668571
mage,2013,26,22.5835138571
mangaratiba,2013,26,21.3857142857
marica,2013,26,22.5835138571
mendes,2013,26,21.5833331429
mesquita,2013,26,17.8814427143
miguel pereira,2013,26,22.5835138571
miracema,2013,26,23.6601734286
natividade,2013,26,23.6601734286
nilopolis,2013,26,22.5835138571
niteroi,2013,26,22.5835138571
nova friburgo,2013,26,22.6666668571
nova iguacu,2013,26,22.5835138571
paracambi,2013,26,21.5833331429
paraiba do sul,2013,26,22.5835138571
paraty,2013,26,20.0584674286
paty do alferes,2013,26,22.5835138571
petropolis,2013,26,22.5835138571
pinheiral,2013,26,21.5833331429
pirai,2013,26,21.5833331429
porciuncula,2013,26,23.6601734286
porto real,2013,26,20.0584674286
quatis,2013,26,20.0584674286
queimados,2013,26,21.5833331429
quissama,2013,26,23.6601734286
resende,2013,26,20.0584674286
rio bonito,2013,26,23.7733082857
rio claro,2013,26,21.5833331429
rio das flores,2013,26,22.5835138571
rio das ostras,2013,26,22.6666668571
rio de janeiro,2013,26,22.5835138571
santa maria madalena,2013,26,23.6601734286
santo antonio de padua,2013,26,23.6601734286
sao francisco de itabapoana,2013,26,23.6601734286
sao fidelis,2013,26,23.6601734286
sao goncalo,2013,26,22.5835138571
sao joao da barra,2013,26,23.6601734286
sao joao de meriti,2013,26,22.5835138571
sao jose de uba,2013,26,23.6601734286
sao jose do vale do rio preto,2013,26,22.5835138571
sao pedro da aldeia,2013,26,25.2747255714
sao sebastiao do alto,2013,26,23.6601734286
sapucaia,2013,26,22.5835138571
saquarema,2013,26,25.2747255714
seropedica,2013,26,21.5833331429
silva jardim,2013,26,25.2747255714
sumidouro,2013,26,22.6666668571
tangua,2013,26,22.5835138571
teresopolis,2013,26,22.5835138571
trajano de moraes,2013,26,22.6666668571
tres rios,2013,26,22.5835138571
valenca,2013,26,18.436457
varre-sai,2013,26,23.6601734286
vassouras,2013,26,22.5835138571
volta redonda,2013,26,21.3857142857
angra dos reis,2013,27,19.1784578571
aperibe,2013,27,22.4633581429
araruama,2013,27,24.7250131429
areal,2013,27,20.9448172857
armacao dos buzios,2013,27,21.0897165714
arraial do cabo,2013,27,24.7250131429
barra do pirai,2013,27,19.5924637143
barra mansa,2013,27,19.8391094286
belford roxo,2013,27,20.9448172857
bom jardim,2013,27,21.0897165714
bom jesus do itabapoana,2013,27,22.4633581429
cabo frio,2013,27,24.7250131429
cachoeiras de macacu,2013,27,20.9448172857
cambuci,2013,27,22.4633581429
carapebus,2013,27,22.4633581429
comendador levy gasparian,2013,27,20.9448172857
campos dos goytacazes,2013,27,22.4633581429
cantagalo,2013,27,21.0897165714
cardoso moreira,2013,27,22.4633581429
carmo,2013,27,21.0897165714
casimiro de abreu,2013,27,21.0897165714
conceicao de macabu,2013,27,22.4633581429
cordeiro,2013,27,21.0897165714
duas barras,2013,27,21.0897165714
duque de caxias,2013,27,20.9448172857
engenheiro paulo de frontin,2013,27,19.8391094286
guapimirim,2013,27,20.9448172857
iguaba grande,2013,27,24.7250131429
itaborai,2013,27,20.9448172857
itaguai,2013,27,19.8391094286
italva,2013,27,22.4633581429
itaocara,2013,27,22.4633581429
itaperuna,2013,27,22.4633581429
itatiaia,2013,27,19.1784578571
japeri,2013,27,20.9448172857
laje do muriae,2013,27,22.4633581429
macae,2013,27,21.0897165714
macuco,2013,27,21.0897165714
mage,2013,27,20.9448172857
mangaratiba,2013,27,19.5924637143
marica,2013,27,20.9448172857
mendes,2013,27,19.8391094286
mesquita,2013,27,16.4704084286
miguel pereira,2013,27,20.9448172857
miracema,2013,27,22.4633581429
natividade,2013,27,22.4633581429
nilopolis,2013,27,20.9448172857
niteroi,2013,27,20.9448172857
nova friburgo,2013,27,21.0897165714
nova iguacu,2013,27,20.9448172857
paracambi,2013,27,19.8391094286
paraiba do sul,2013,27,20.9448172857
paraty,2013,27,19.1784578571
paty do alferes,2013,27,20.9448172857
petropolis,2013,27,20.9448172857
pinheiral,2013,27,19.8391094286
pirai,2013,27,19.8391094286
porciuncula,2013,27,22.4633581429
porto real,2013,27,19.1784578571
quatis,2013,27,19.1784578571
queimados,2013,27,19.8391094286
quissama,2013,27,22.4633581429
resende,2013,27,19.1784578571
rio bonito,2013,27,22.52773
rio claro,2013,27,19.8391094286
rio das flores,2013,27,20.9448172857
rio das ostras,2013,27,21.0897165714
rio de janeiro,2013,27,20.9448172857
santa maria madalena,2013,27,22.4633581429
santo antonio de padua,2013,27,22.4633581429
sao francisco de itabapoana,2013,27,22.4633581429
sao fidelis,2013,27,22.4633581429
sao goncalo,2013,27,20.9448172857
sao joao da barra,2013,27,22.4633581429
sao joao de meriti,2013,27,20.9448172857
sao jose de uba,2013,27,22.4633581429
sao jose do vale do rio preto,2013,27,20.9448172857
sao pedro da aldeia,2013,27,24.7250131429
sao sebastiao do alto,2013,27,22.4633581429
sapucaia,2013,27,20.9448172857
saquarema,2013,27,24.7250131429
seropedica,2013,27,19.8391094286
silva jardim,2013,27,24.7250131429
sumidouro,2013,27,21.0897165714
tangua,2013,27,20.9448172857
teresopolis,2013,27,20.9448172857
trajano de moraes,2013,27,21.0897165714
tres rios,2013,27,20.9448172857
