municipio,year,week,temperature
queimados,2016,24,13.1614905714
quissama,2016,24,17.4013607143
resende,2016,24,9.3571428571
rio bonito,2016,24,17.5476191429
rio claro,2016,24,13.1614905714
rio das flores,2016,24,15.603896
rio das ostras,2016,24,13.5839242857
rio de janeiro,2016,24,15.603896
santa maria madalena,2016,24,17.4013607143
santo antonio de padua,2016,24,17.4013607143
sao francisco de itabapoana,2016,24,17.4013607143
sao fidelis,2016,24,17.4013607143
sao goncalo,2016,24,15.603896
sao joao da barra,2016,24,17.4013607143
sao joao de meriti,2016,24,15.603896
sao jose de uba,2016,24,17.4013607143
sao jose do vale do rio preto,2016,24,15.603896
sao pedro da aldeia,2016,24,18.1538461429
sao sebastiao do alto,2016,24,17.4013607143
sapucaia,2016,24,15.603896
saquarema,2016,24,18.1538461429
seropedica,2016,24,13.1614905714
silva jardim,2016,24,18.1538461429
sumidouro,2016,24,13.5839242857
tangua,2016,24,15.603896
teresopolis,2016,24,15.603896
trajano de moraes,2016,24,13.5839242857
tres rios,2016,24,15.603896
valenca,2016,24,19.538462
varre-sai,2016,24,17.4013607143
vassouras,2016,24,15.603896
volta redonda,2016,24,15.8052717143
angra dos reis,2016,25,15.7428571429
aperibe,2016,25,19.9795918571
araruama,2016,25,20.5989011429
areal,2016,25,18.5300322857
armacao dos buzios,2016,25,17.0272107143
arraial do cabo,2016,25,20.5989011429
barra do pirai,2016,25,18.0459185714
barra mansa,2016,25,16.927551
belford roxo,2016,25,18.5300322857
bom jardim,2016,25,17.0272107143
bom jesus do itabapoana,2016,25,19.9795918571
cabo frio,2016,25,20.5989011429
cachoeiras de macacu,2016,25,18.5300322857
cambuci,2016,25,19.9795918571
carapebus,2016,25,19.9795918571
comendador levy gasparian,2016,25,18.5300322857
campos dos goytacazes,2016,25,19.9795918571
cantagalo,2016,25,17.0272107143
cardoso moreira,2016,25,19.9795918571
carmo,2016,25,17.0272107143
casimiro de abreu,2016,25,17.0272107143
conceicao de macabu,2016,25,19.9795918571
cordeiro,2016,25,17.0272107143
duas barras,2016,25,17.0272107143
duque de caxias,2016,25,18.5300322857
engenheiro paulo de frontin,2016,25,16.927551
guapimirim,2016,25,18.5300322857
iguaba grande,2016,25,20.5989011429
itaborai,2016,25,18.5300322857
itaguai,2016,25,16.927551
italva,2016,25,19.9795918571
itaocara,2016,25,19.9795918571
itaperuna,2016,25,19.9795918571
itatiaia,2016,25,15.7428571429
japeri,2016,25,18.5300322857
laje do muriae,2016,25,19.9795918571
macae,2016,25,17.0272107143
macuco,2016,25,17.0272107143
mage,2016,25,18.5300322857
mangaratiba,2016,25,18.0459185714
marica,2016,25,18.5300322857
mendes,2016,25,16.927551
mesquita,2016,25,12.4444442857
miguel pereira,2016,25,18.5300322857
miracema,2016,25,19.9795918571
natividade,2016,25,19.9795918571
nilopolis,2016,25,18.5300322857
niteroi,2016,25,18.5300322857
nova friburgo,2016,25,17.0272107143
nova iguacu,2016,25,18.5300322857
paracambi,2016,25,16.927551
paraiba do sul,2016,25,18.5300322857
paraty,2016,25,15.7428571429
paty do alferes,2016,25,18.5300322857
petropolis,2016,25,18.5300322857
pinheiral,2016,25,16.927551
pirai,2016,25,16.927551
porciuncula,2016,25,19.9795918571
porto real,2016,25,15.7428571429
quatis,2016,25,15.7428571429
queimados,2016,25,16.927551
quissama,2016,25,19.9795918571
resende,2016,25,15.7428571429
rio bonito,2016,25,19.4118918571
rio claro,2016,25,16.927551
rio das flores,2016,25,18.5300322857
rio das ostras,2016,25,17.0272107143
rio de janeiro,2016,25,18.5300322857
santa maria madalena,2016,25,19.9795918571
santo antonio de padua,2016,25,19.9795918571
sao francisco de itabapoana,2016,25,19.9795918571
sao fidelis,2016,25,19.9795918571
sao goncalo,2016,25,18.5300322857
sao joao da barra,2016,25,19.9795918571
sao joao de meriti,2016,25,18.5300322857
sao jose de uba,2016,25,19.9795918571
sao jose do vale do rio preto,2016,25,18.5300322857
sao pedro da aldeia,2016,25,20.5989011429
sao sebastiao do alto,2016,25,19.9795918571
sapucaia,2016,25,18.5300322857
saquarema,2016,25,20.5989011429
seropedica,2016,25,16.927551
silva jardim,2016,25,20.5989011429
sumidouro,2016,25,17.0272107143
tangua,2016,25,18.5300322857
teresopolis,2016,25,18.5300322857
trajano de moraes,2016,25,17.0272107143
tres rios,2016,25,18.5300322857
valenca,2016,25,17.866667
varre-sai,2016,25,19.9795918571
vassouras,2016,25,18.5300322857
volta redonda,2016,25,18.0459185714
angra dos reis,2016,26,14.5238094286
aperibe,2016,26,20.2337662857
araruama,2016,26,21.4743588333
areal,2016,26,18.6406928571
armacao dos buzios,2016,26,17.9258504286
arraial do cabo,2016,26,21.4743588333
barra do pirai,2016,26,18.2821652857
barra mansa,2016,26,17.827041
belford roxo,2016,26,18.6406928571
bom jardim,2016,26,17.9258504286
bom jesus do itabapoana,2016,26,20.2337662857
cabo frio,2016,26,21.4743588333
cachoeiras de macacu,2016,26,18.6406928571
cambuci,2016,26,20.2337662857
carapebus,2016,26,20.2337662857
comendador levy gasparian,2016,26,18.6406928571
campos dos goytacazes,2016,26,20.2337662857
cantagalo,2016,26,17.9258504286
cardoso moreira,2016,26,20.2337662857
carmo,2016,26,17.9258504286
casimiro de abreu,2016,26,17.9258504286
conceicao de macabu,2016,26,20.2337662857
cordeiro,2016,26,17.9258504286
duas barras,2016,26,17.9258504286
duque de caxias,2016,26,18.6406928571
engenheiro paulo de frontin,2016,26,17.827041
guapimirim,2016,26,18.6406928571
iguaba grande,2016,26,21.4743588333
itaborai,2016,26,18.6406928571
itaguai,2016,26,17.827041
italva,2016,26,20.2337662857
itaocara,2016,26,20.2337662857
itaperuna,2016,26,20.2337662857
itatiaia,2016,26,14.5238094286
japeri,2016,26,18.6406928571
laje do muriae,2016,26,20.2337662857
macae,2016,26,17.9258504286
macuco,2016,26,17.9258504286
mage,2016,26,18.6406928571
mangaratiba,2016,26,18.2821652857
marica,2016,26,18.6406928571
mendes,2016,26,17.827041
mesquita,2016,26,13.3428571429
miguel pereira,2016,26,18.6406928571
miracema,2016,26,20.2337662857
natividade,2016,26,20.2337662857
nilopolis,2016,26,18.6406928571
niteroi,2016,26,18.6406928571
nova friburgo,2016,26,17.9258504286
nova iguacu,2016,26,18.6406928571
paracambi,2016,26,17.827041
paraiba do sul,2016,26,18.6406928571
paraty,2016,26,14.5238094286
paty do alferes,2016,26,18.6406928571
petropolis,2016,26,18.6406928571
pinheiral,2016,26,17.827041
pirai,2016,26,17.827041
porciuncula,2016,26,20.2337662857
porto real,2016,26,14.5238094286
quatis,2016,26,14.5238094286
queimados,2016,26,17.827041
quissama,2016,26,20.2337662857
resende,2016,26,14.5238094286
rio bonito,2016,26,20.2576531429
rio claro,2016,26,17.827041
rio das flores,2016,26,18.6406928571
rio das ostras,2016,26,17.9258504286
rio de janeiro,2016,26,18.6406928571
santa maria madalena,2016,26,20.2337662857
santo antonio de padua,2016,26,20.2337662857
sao francisco de itabapoana,2016,26,20.2337662857
sao fidelis,2016,26,20.2337662857
sao goncalo,2016,26,18.6406928571
sao joao da barra,2016,26,20.2337662857
sao joao de meriti,2016,26,18.6406928571
sao jose de uba,2016,26,20.2337662857
sao jose do vale do rio preto,2016,26,18.6406928571
sao pedro da aldeia,2016,26,21.4743588333
sao sebastiao do alto,2016,26,20.2337662857
sapucaia,2016,26,18.6406928571
saquarema,2016,26,21.4743588333
seropedica,2016,26,17.827041
silva jardim,2016,26,21.4743588333
sumidouro,2016,26,17.9258504286
tangua,2016,26,18.6406928571
teresopolis,2016,26,18.6406928571
trajano de moraes,2016,26,17.9258504286
tres rios,2016,26,18.6406928571
valenca,2016,26,19.214285
varre-sai,2016,26,20.2337662857
vassouras,2016,26,18.6406928571
volta redonda,2016,26,18.2821652857
angra dos reis,2016,27,13.255102
aperibe,2016,27,19.5646258571
araruama,2016,27,21.2051283333
areal,2016,27,18.8205357143
armacao dos buzios,2016,27,18.7300752857
arraial do cabo,2016,27,21.2051283333
barra do pirai,2016,27,18.8515768571
barra mansa,2016,27,16.3901982857
belford roxo,2016,27,18.8205357143
bom jardim,2016,27,18.7300752857
bom jesus do itabapoana,2016,27,19.5646258571
cabo frio,2016,27,21.2051283333
cachoeiras de macacu,2016,27,18.8205357143
cambuci,2016,27,19.5646258571
carapebus,2016,27,19.5646258571
comendador levy gasparian,2016,27,18.8205357143
campos dos goytacazes,2016,27,19.5646258571
cantagalo,2016,27,18.7300752857
cardoso moreira,2016,27,19.5646258571
carmo,2016,27,18.7300752857
casimiro de abreu,2016,27,18.7300752857
conceicao de macabu,2016,27,19.5646258571
cordeiro,2016,27,18.7300752857
duas barras,2016,27,18.7300752857
duque de caxias,2016,27,18.8205357143
engenheiro paulo de frontin,2016,27,16.3901982857
guapimirim,2016,27,18.8205357143
iguaba grande,2016,27,21.2051283333
itaborai,2016,27,18.8205357143
itaguai,2016,27,16.3901982857
italva,2016,27,19.5646258571
itaocara,2016,27,19.5646258571
itaperuna,2016,27,19.5646258571
itatiaia,2016,27,13.255102
japeri,2016,27,18.8205357143
laje do muriae,2016,27,19.5646258571
macae,2016,27,18.7300752857
macuco,2016,27,18.7300752857
mage,2016,27,18.8205357143
mangaratiba,2016,27,18.8515768571
marica,2016,27,18.8205357143
mendes,2016,27,16.3901982857
mesquita,2016,27,11.8214285714
miguel pereira,2016,27,18.8205357143
miracema,2016,27,19.5646258571
natividade,2016,27,19.5646258571
nilopolis,2016,27,18.8205357143
niteroi,2016,27,18.8205357143
nova friburgo,2016,27,18.7300752857
nova iguacu,2016,27,18.8205357143
paracambi,2016,27,16.3901982857
paraiba do sul,2016,27,18.8205357143
paraty,2016,27,13.255102
paty do alferes,2016,27,18.8205357143
petropolis,2016,27,18.8205357143
pinheiral,2016,27,16.3901982857
pirai,2016,27,16.3901982857
porciuncula,2016,27,19.5646258571
porto real,2016,27,13.255102
quatis,2016,27,13.255102
queimados,2016,27,16.3901982857
quissama,2016,27,19.5646258571
resende,2016,27,13.255102
rio bonito,2016,27,20.7984695714
rio claro,2016,27,16.3901982857
rio das flores,2016,27,18.8205357143
rio das ostras,2016,27,18.7300752857
rio de janeiro,2016,27,18.8205357143
santa maria madalena,2016,27,19.5646258571
santo antonio de padua,2016,27,19.5646258571
sao francisco de itabapoana,2016,27,19.5646258571
sao fidelis,2016,27,19.5646258571
sao goncalo,2016,27,18.8205357143
sao joao da barra,2016,27,19.5646258571
sao joao de meriti,2016,27,18.8205357143
sao jose de uba,2016,27,19.5646258571
sao jose do vale do rio preto,2016,27,18.8205357143
sao pedro da aldeia,2016,27,21.2051283333
sao sebastiao do alto,2016,27,19.5646258571
sapucaia,2016,27,18.8205357143
saquarema,2016,27,21.2051283333
seropedica,2016,27,16.3901982857
silva jardim,2016,27,21.2051283333
sumidouro,2016,27,18.7300752857
tangua,2016,27,18.8205357143
teresopolis,2016,27,18.8205357143
trajano de moraes,2016,27,18.7300752857
tres rios,2016,27,18.8205357143
valenca,2016,27,16.666667
varre-sai,2016,27,19.5646258571
vassouras,2016,27,18.8205357143
volta redonda,2016,27,18.8515768571
angra dos reis,2016,28,14.8673468571
aperibe,2016,28,20.5578231429
araruama,2016,28,22.6263735714
areal,2016,28,19.7804115714
armacao dos buzios,2016,28,17.8095237143
arraial do cabo,2016,28,22.6263735714
barra do pirai,2016,28,20.3125671429
barra mansa,2016,28,18.1584151429
belford roxo,2016,28,19.7804115714
bom jardim,2016,28,17.8095237143
bom jesus do itabapoana,2016,28,20.5578231429
cabo frio,2016,28,22.6263735714
cachoeiras de macacu,2016,28,19.7804115714
cambuci,2016,28,20.5578231429
carapebus,2016,28,20.5578231429
comendador levy gasparian,2016,28,19.7804115714
campos dos goytacazes,2016,28,20.5578231429
cantagalo,2016,28,17.8095237143
cardoso moreira,2016,28,20.5578231429
carmo,2016,28,17.8095237143
casimiro de abreu,2016,28,17.8095237143
conceicao de macabu,2016,28,20.5578231429
cordeiro,2016,28,17.8095237143
duas barras,2016,28,17.8095237143
duque de caxias,2016,28,19.7804115714
engenheiro paulo de frontin,2016,28,18.1584151429
guapimirim,2016,28,19.7804115714
iguaba grande,2016,28,22.6263735714
itaborai,2016,28,19.7804115714
itaguai,2016,28,18.1584151429
italva,2016,28,20.5578231429
itaocara,2016,28,20.5578231429
itaperuna,2016,28,20.5578231429
itatiaia,2016,28,14.8673468571
japeri,2016,28,19.7804115714
laje do muriae,2016,28,20.5578231429
macae,2016,28,17.8095237143
macuco,2016,28,17.8095237143
mage,2016,28,19.7804115714
mangaratiba,2016,28,20.3125671429
marica,2016,28,19.7804115714
mendes,2016,28,18.1584151429
mesquita,2016,28,10.9666665714
miguel pereira,2016,28,19.7804115714
miracema,2016,28,20.5578231429
natividade,2016,28,20.5578231429
nilopolis,2016,28,19.7804115714
niteroi,2016,28,19.7804115714
nova friburgo,2016,28,17.8095237143
nova iguacu,2016,28,19.7804115714
paracambi,2016,28,18.1584151429
paraiba do sul,2016,28,19.7804115714
paraty,2016,28,14.8673468571
paty do alferes,2016,28,19.7804115714
petropolis,2016,28,19.7804115714
pinheiral,2016,28,18.1584151429
pirai,2016,28,18.1584151429
porciuncula,2016,28,20.5578231429
porto real,2016,28,14.8673468571
quatis,2016,28,14.8673468571
queimados,2016,28,18.1584151429
quissama,2016,28,20.5578231429
resende,2016,28,14.8673468571
rio bonito,2016,28,22.2261905714
rio claro,2016,28,18.1584151429
rio das flores,2016,28,19.7804115714
rio das ostras,2016,28,17.8095237143
rio de janeiro,2016,28,19.7804115714
santa maria madalena,2016,28,20.5578231429
santo antonio de padua,2016,28,20.5578231429
sao francisco de itabapoana,2016,28,20.5578231429
sao fidelis,2016,28,20.5578231429
sao goncalo,2016,28,19.7804115714
sao joao da barra,2016,28,20.5578231429
sao joao de meriti,2016,28,19.7804115714
sao jose de uba,2016,28,20.5578231429
sao jose do vale do rio preto,2016,28,19.7804115714
sao pedro da aldeia,2016,28,22.6263735714
sao sebastiao do alto,2016,28,20.5578231429
sapucaia,2016,28,19.7804115714
saquarema,2016,28,22.6263735714
seropedica,2016,28,18.1584151429
silva jardim,2016,28,22.6263735714
sumidouro,2016,28,17.8095237143
tangua,2016,28,19.7804115714
teresopolis,2016,28,19.7804115714
trajano de moraes,2016,28,17.8095237143
tres rios,2016,28,19.7804115714
valenca,2016,28,24.09091
varre-sai,2016,28,20.5578231429
vassouras,2016,28,19.7804115714
volta redonda,2016,28,20.3125671429
angra dos reis,2016,29,12.5934067143
aperibe,2016,29,19.7210884286
araruama,2016,29,19.7197802857
areal,2016,29,17.4207281429
armacao dos buzios,2016,29,17.1015874286
arraial do cabo,2016,29,19.7197802857
barra do pirai,2016,29,17.7768708571
barra mansa,2016,29,16.5875852857
belford roxo,2016,29,17.4207281429
bom jardim,2016,29,17.1015874286
bom jesus do itabapoana,2016,29,19.7210884286
cabo frio,2016,29,19.7197802857
cachoeiras de macacu,2016,29,17.4207281429
cambuci,2016,29,19.7210884286
carapebus,2016,29,19.7210884286
comendador levy gasparian,2016,29,17.4207281429
campos dos goytacazes,2016,29,19.7210884286
cantagalo,2016,29,17.1015874286
cardoso moreira,2016,29,19.7210884286
carmo,2016,29,17.1015874286
casimiro de abreu,2016,29,17.1015874286
conceicao de macabu,2016,29,19.7210884286
cordeiro,2016,29,17.1015874286
duas barras,2016,29,17.1015874286
duque de caxias,2016,29,17.4207281429
engenheiro paulo de frontin,2016,29,16.5875852857
guapimirim,2016,29,17.4207281429
iguaba grande,2016,29,19.7197802857
itaborai,2016,29,17.4207281429
itaguai,2016,29,16.5875852857
italva,2016,29,19.7210884286
itaocara,2016,29,19.7210884286
itaperuna,2016,29,19.7210884286
itatiaia,2016,29,12.5934067143
japeri,2016,29,17.4207281429
laje do muriae,2016,29,19.7210884286
macae,2016,29,17.1015874286
macuco,2016,29,17.1015874286
mage,2016,29,17.4207281429
mangaratiba,2016,29,17.7768708571
marica,2016,29,17.4207281429
mendes,2016,29,16.5875852857
mesquita,2016,29,12.0089285714
miguel pereira,2016,29,17.4207281429
miracema,2016,29,19.7210884286
natividade,2016,29,19.7210884286
nilopolis,2016,29,17.4207281429
niteroi,2016,29,17.4207281429
nova friburgo,2016,29,17.1015874286
nova iguacu,2016,29,17.4207281429
paracambi,2016,29,16.5875852857
paraiba do sul,2016,29,17.4207281429
paraty,2016,29,12.5934067143
paty do alferes,2016,29,17.4207281429
petropolis,2016,29,17.4207281429
pinheiral,2016,29,16.5875852857
pirai,2016,29,16.5875852857
porciuncula,2016,29,19.7210884286
porto real,2016,29,12.5934067143
quatis,2016,29,12.5934067143
queimados,2016,29,16.5875852857
quissama,2016,29,19.7210884286
resende,2016,29,12.5934067143
rio bonito,2016,29,18.9455781429
rio claro,2016,29,16.5875852857
rio das flores,2016,29,17.4207281429
rio das ostras,2016,29,17.1015874286
rio de janeiro,2016,29,17.4207281429
santa maria madalena,2016,29,19.7210884286
santo antonio de padua,2016,29,19.7210884286
sao francisco de itabapoana,2016,29,19.7210884286
sao fidelis,2016,29,19.7210884286
sao goncalo,2016,29,17.4207281429
sao joao da barra,2016,29,19.7210884286
sao joao de meriti,2016,29,17.4207281429
sao jose de uba,2016,29,19.7210884286
sao jose do vale do rio preto,2016,29,17.4207281429
sao pedro da aldeia,2016,29,19.7197802857
sao sebastiao do alto,2016,29,19.7210884286
sapucaia,2016,29,17.4207281429
saquarema,2016,29,19.7197802857
seropedica,2016,29,16.5875852857
silva jardim,2016,29,19.7197802857
sumidouro,2016,29,17.1015874286
tangua,2016,29,17.4207281429
teresopolis,2016,29,17.4207281429
trajano de moraes,2016,29,17.1015874286
tres rios,2016,29,17.4207281429
valenca,2016,29,15.0
varre-sai,2016,29,19.7210884286
vassouras,2016,29,17.4207281429
volta redonda,2016,29,17.7768708571
angra dos reis,2016,30,14.3910255
aperibe,2016,30,19.92517
araruama,2016,30,21.2747252857
areal,2016,30,18.3124727143
armacao dos buzios,2016,30,18.1336735714
arraial do cabo,2016,30,21.2747252857
barra do pirai,2016,30,19.5867345714
barra mansa,2016,30,17.1314162857
belford roxo,2016,30,18.3124727143
bom jardim,2016,30,18.1336735714
bom jesus do itabapoana,2016,30,19.92517
cabo frio,2016,30,21.2747252857
cachoeiras de macacu,2016,30,18.3124727143
cambuci,2016,30,19.92517
carapebus,2016,30,19.92517
comendador levy gasparian,2016,30,18.3124727143
campos dos goytacazes,2016,30,19.92517
cantagalo,2016,30,18.1336735714
cardoso moreira,2016,30,19.92517
carmo,2016,30,18.1336735714
casimiro de abreu,2016,30,18.1336735714
conceicao de macabu,2016,30,19.92517
cordeiro,2016,30,18.1336735714
duas barras,2016,30,18.1336735714
duque de caxias,2016,30,18.3124727143
engenheiro paulo de frontin,2016,30,17.1314162857
guapimirim,2016,30,18.3124727143
iguaba grande,2016,30,21.2747252857
itaborai,2016,30,18.3124727143
itaguai,2016,30,17.1314162857
italva,2016,30,19.92517
itaocara,2016,30,19.92517
itaperuna,2016,30,19.92517
itatiaia,2016,30,14.3910255
japeri,2016,30,18.3124727143
laje do muriae,2016,30,19.92517
macae,2016,30,18.1336735714
macuco,2016,30,18.1336735714
mage,2016,30,18.3124727143
mangaratiba,2016,30,19.5867345714
marica,2016,30,18.3124727143
mendes,2016,30,17.1314162857
mesquita,2016,30,10.990196
miguel pereira,2016,30,18.3124727143
miracema,2016,30,19.92517
natividade,2016,30,19.92517
nilopolis,2016,30,18.3124727143
niteroi,2016,30,18.3124727143
nova friburgo,2016,30,18.1336735714
nova iguacu,2016,30,18.3124727143
paracambi,2016,30,17.1314162857
paraiba do sul,2016,30,18.3124727143
paraty,2016,30,14.3910255
paty do alferes,2016,30,18.3124727143
petropolis,2016,30,18.3124727143
pinheiral,2016,30,17.1314162857
pirai,2016,30,17.1314162857
porciuncula,2016,30,19.92517
porto real,2016,30,14.3910255
quatis,2016,30,14.3910255
queimados,2016,30,17.1314162857
quissama,2016,30,19.92517
resende,2016,30,14.3910255
rio bonito,2016,30,20.4900794286
rio claro,2016,30,17.1314162857
rio das flores,2016,30,18.3124727143
rio das ostras,2016,30,18.1336735714
rio de janeiro,2016,30,18.3124727143
santa maria madalena,2016,30,19.92517
santo antonio de padua,2016,30,19.92517
sao francisco de itabapoana,2016,30,19.92517
sao fidelis,2016,30,19.92517
sao goncalo,2016,30,18.3124727143
sao joao da barra,2016,30,19.92517
sao joao de meriti,2016,30,18.3124727143
sao jose de uba,2016,30,19.92517
sao jose do vale do rio preto,2016,30,18.3124727143
sao pedro da aldeia,2016,30,21.2747252857
sao sebastiao do alto,2016,30,19.92517
sapucaia,2016,30,18.3124727143
saquarema,2016,30,21.2747252857
seropedica,2016,30,17.1314162857
silva jardim,2016,30,21.2747252857
sumidouro,2016,30,18.1336735714
tangua,2016,30,18.3124727143
teresopolis,2016,30,18.3124727143
trajano de moraes,2016,30,18.1336735714
tres rios,2016,30,18.3124727143
valenca,2016,30,15.375
varre-sai,2016,30,19.92517
vassouras,2016,30,18.3124727143
volta redonda,2016,30,19.5867345714
angra dos reis,2016,31,18.0544215714
aperibe,2016,31,21.0530075714
araruama,2016,31,21.5173994286
areal,2016,31,19.6906714286
armacao dos buzios,2016,31,19.6243497143
arraial do cabo,2016,31,21.5173994286
barra do pirai,2016,31,20.1690632857
barra mansa,2016,31,19.4380357143
belford roxo,2016,31,19.6906714286
bom jardim,2016,31,19.6243497143
bom jesus do itabapoana,2016,31,21.0530075714
cabo frio,2016,31,21.5173994286
cachoeiras de macacu,2016,31,19.6906714286
cambuci,2016,31,21.0530075714
carapebus,2016,31,21.0530075714
comendador levy gasparian,2016,31,19.6906714286
campos dos goytacazes,2016,31,21.0530075714
cantagalo,2016,31,19.6243497143
cardoso moreira,2016,31,21.0530075714
carmo,2016,31,19.6243497143
casimiro de abreu,2016,31,19.6243497143
conceicao de macabu,2016,31,21.0530075714
cordeiro,2016,31,19.6243497143
duas barras,2016,31,19.6243497143
duque de caxias,2016,31,19.6906714286
engenheiro paulo de frontin,2016,31,19.4380357143
guapimirim,2016,31,19.6906714286
iguaba grande,2016,31,21.5173994286
itaborai,2016,31,19.6906714286
itaguai,2016,31,19.4380357143
italva,2016,31,21.0530075714
itaocara,2016,31,21.0530075714
itaperuna,2016,31,21.0530075714
itatiaia,2016,31,18.0544215714
japeri,2016,31,19.6906714286
laje do muriae,2016,31,21.0530075714
macae,2016,31,19.6243497143
macuco,2016,31,19.6243497143
mage,2016,31,19.6906714286
mangaratiba,2016,31,20.1690632857
marica,2016,31,19.6906714286
mendes,2016,31,19.4380357143
mesquita,2016,31,14.3653061429
miguel pereira,2016,31,19.6906714286
miracema,2016,31,21.0530075714
natividade,2016,31,21.0530075714
nilopolis,2016,31,19.6906714286
niteroi,2016,31,19.6906714286
nova friburgo,2016,31,19.6243497143
nova iguacu,2016,31,19.6906714286
paracambi,2016,31,19.4380357143
paraiba do sul,2016,31,19.6906714286
paraty,2016,31,18.0544215714
paty do alferes,2016,31,19.6906714286
petropolis,2016,31,19.6906714286
pinheiral,2016,31,19.4380357143
pirai,2016,31,19.4380357143
porciuncula,2016,31,21.0530075714
porto real,2016,31,18.0544215714
quatis,2016,31,18.0544215714
queimados,2016,31,19.4380357143
quissama,2016,31,21.0530075714
resende,2016,31,18.0544215714
rio bonito,2016,31,21.1710884286
rio claro,2016,31,19.4380357143
rio das flores,2016,31,19.6906714286
rio das ostras,2016,31,19.6243497143
rio de janeiro,2016,31,19.6906714286
santa maria madalena,2016,31,21.0530075714
santo antonio de padua,2016,31,21.0530075714
sao francisco de itabapoana,2016,31,21.0530075714
sao fidelis,2016,31,21.0530075714
sao goncalo,2016,31,19.6906714286
sao joao da barra,2016,31,21.0530075714
sao joao de meriti,2016,31,19.6906714286
sao jose de uba,2016,31,21.0530075714
sao jose do vale do rio preto,2016,31,19.6906714286
sao pedro da aldeia,2016,31,21.5173994286
sao sebastiao do alto,2016,31,21.0530075714
sapucaia,2016,31,19.6906714286
saquarema,2016,31,21.5173994286
seropedica,2016,31,19.4380357143
silva jardim,2016,31,21.5173994286
sumidouro,2016,31,19.6243497143
tangua,2016,31,19.6906714286
teresopolis,2016,31,19.6906714286
trajano de moraes,2016,31,19.6243497143
tres rios,2016,31,19.6906714286
valenca,2016,31,19.869047
varre-sai,2016,31,21.0530075714
vassouras,2016,31,19.6906714286
volta redonda,2016,31,20.1690632857
angra dos reis,2016,32,15.4489795714
aperibe,2016,32,20.8428571429
araruama,2016,32,20.8333333333
areal,2016,32,18.999838
armacao dos buzios,2016,32,18.409524
arraial do cabo,2016,32,20.8333333333
barra do pirai,2016,32,19.6845238571
barra mansa,2016,32,18.0153062857
belford roxo,2016,32,18.999838
bom jardim,2016,32,18.409524
bom jesus do itabapoana,2016,32,20.8428571429
cabo frio,2016,32,20.8333333333
cachoeiras de macacu,2016,32,18.999838
cambuci,2016,32,20.8428571429
carapebus,2016,32,20.8428571429
comendador levy gasparian,2016,32,18.999838
campos dos goytacazes,2016,32,20.8428571429
cantagalo,2016,32,18.409524
cardoso moreira,2016,32,20.8428571429
carmo,2016,32,18.409524
casimiro de abreu,2016,32,18.409524
conceicao de macabu,2016,32,20.8428571429
cordeiro,2016,32,18.409524
duas barras,2016,32,18.409524
duque de caxias,2016,32,18.999838
engenheiro paulo de frontin,2016,32,18.0153062857
guapimirim,2016,32,18.999838
iguaba grande,2016,32,20.8333333333
itaborai,2016,32,18.999838
itaguai,2016,32,18.0153062857
italva,2016,32,20.8428571429
itaocara,2016,32,20.8428571429
itaperuna,2016,32,20.8428571429
itatiaia,2016,32,15.4489795714
japeri,2016,32,18.999838
laje do muriae,2016,32,20.8428571429
macae,2016,32,18.409524
macuco,2016,32,18.409524
mage,2016,32,18.999838
mangaratiba,2016,32,19.6845238571
marica,2016,32,18.999838
mendes,2016,32,18.0153062857
mesquita,2016,32,12.088889
miguel pereira,2016,32,18.999838
miracema,2016,32,20.8428571429
natividade,2016,32,20.8428571429
nilopolis,2016,32,18.999838
niteroi,2016,32,18.999838
nova friburgo,2016,32,18.409524
nova iguacu,2016,32,18.999838
paracambi,2016,32,18.0153062857
paraiba do sul,2016,32,18.999838
paraty,2016,32,15.4489795714
paty do alferes,2016,32,18.999838
petropolis,2016,32,18.999838
pinheiral,2016,32,18.0153062857
pirai,2016,32,18.0153062857
porciuncula,2016,32,20.8428571429
porto real,2016,32,15.4489795714
quatis,2016,32,15.4489795714
queimados,2016,32,18.0153062857
quissama,2016,32,20.8428571429
resende,2016,32,15.4489795714
rio bonito,2016,32,20.2967687143
rio claro,2016,32,18.0153062857
rio das flores,2016,32,18.999838
rio das ostras,2016,32,18.409524
rio de janeiro,2016,32,18.999838
santa maria madalena,2016,32,20.8428571429
santo antonio de padua,2016,32,20.8428571429
sao francisco de itabapoana,2016,32,20.8428571429
sao fidelis,2016,32,20.8428571429
sao goncalo,2016,32,18.999838
sao joao da barra,2016,32,20.8428571429
sao joao de meriti,2016,32,18.999838
sao jose de uba,2016,32,20.8428571429
sao jose do vale do rio preto,2016,32,18.999838
sao pedro da aldeia,2016,32,20.8333333333
sao sebastiao do alto,2016,32,20.8428571429
sapucaia,2016,32,18.999838
saquarema,2016,32,20.8333333333
seropedica,2016,32,18.0153062857
silva jardim,2016,32,20.8333333333
sumidouro,2016,32,18.409524
tangua,2016,32,18.999838
teresopolis,2016,32,18.999838
trajano de moraes,2016,32,18.409524
tres rios,2016,32,18.999838
valenca,2016,32,17.25
varre-sai,2016,32,20.8428571429
vassouras,2016,32,18.999838
volta redonda,2016,32,19.6845238571
angra dos reis,2016,33,16.60989
aperibe,2016,33,22.1564625714
araruama,2016,33,22.7582417143
areal,2016,33,20.0120128571
armacao dos buzios,2016,33,19.843358
arraial do cabo,2016,33,22.7582417143
barra do pirai,2016,33,20.5459182857
