municipio,year,week,cases
cantagalo,2013,17,11
cardoso moreira,2013,17,7
carmo,2013,17,18
casimiro de abreu,2013,17,45
conceicao de macabu,2013,17,0
cordeiro,2013,17,21
duas barras,2013,17,0
duque de caxias,2013,17,301
engenheiro paulo de frontin,2013,17,3
guapimirim,2013,17,1
iguaba grande,2013,17,8
itaborai,2013,17,314
itaguai,2013,17,24
italva,2013,17,5
itaocara,2013,17,1
itaperuna,2013,17,179
itatiaia,2013,17,9
japeri,2013,17,1
laje do muriae,2013,17,3
macae,2013,17,133
macuco,2013,17,0
mage,2013,17,54
mangaratiba,2013,17,17
marica,2013,17,242
mendes,2013,17,85
mesquita,2013,17,29
miguel pereira,2013,17,0
miracema,2013,17,0
natividade,2013,17,0
nilopolis,2013,17,3
niteroi,2013,17,385
nova friburgo,2013,17,90
nova iguacu,2013,17,122
paracambi,2013,17,24
paraiba do sul,2013,17,6
paraty,2013,17,9
paty do alferes,2013,17,10
petropolis,2013,17,20
pinheiral,2013,17,35
pirai,2013,17,30
porciuncula,2013,17,3
porto real,2013,17,19
quatis,2013,17,2
queimados,2013,17,17
quissama,2013,17,9
resende,2013,17,106
rio bonito,2013,17,42
rio claro,2013,17,1
rio das flores,2013,17,24
rio das ostras,2013,17,302
rio de janeiro,2013,17,3931
santa maria madalena,2013,17,0
santo antonio de padua,2013,17,7
sao francisco de itabapoana,2013,17,91
sao fidelis,2013,17,11
sao goncalo,2013,17,613
sao joao da barra,2013,17,2
sao joao de meriti,2013,17,91
sao jose de uba,2013,17,1
sao jose do vale do rio preto,2013,17,30
sao pedro da aldeia,2013,17,74
sao sebastiao do alto,2013,17,0
sapucaia,2013,17,2
saquarema,2013,17,203
seropedica,2013,17,7
silva jardim,2013,17,27
sumidouro,2013,17,0
tangua,2013,17,33
teresopolis,2013,17,17
trajano de moraes,2013,17,0
tres rios,2013,17,6
valenca,2013,17,136
varre-sai,2013,17,0
vassouras,2013,17,20
volta redonda,2013,17,718
angra dos reis,2013,18,268
aperibe,2013,18,0
araruama,2013,18,134
areal,2013,18,0
armacao dos buzios,2013,18,66
arraial do cabo,2013,18,20
barra do pirai,2013,18,19
barra mansa,2013,18,95
belford roxo,2013,18,82
bom jardim,2013,18,0
bom jesus do itabapoana,2013,18,84
cabo frio,2013,18,359
cachoeiras de macacu,2013,18,14
cambuci,2013,18,4
carapebus,2013,18,45
comendador levy gasparian,2013,18,0
campos dos goytacazes,2013,18,753
cantagalo,2013,18,10
cardoso moreira,2013,18,3
carmo,2013,18,14
casimiro de abreu,2013,18,36
conceicao de macabu,2013,18,0
cordeiro,2013,18,21
duas barras,2013,18,0
duque de caxias,2013,18,244
engenheiro paulo de frontin,2013,18,0
guapimirim,2013,18,0
iguaba grande,2013,18,3
itaborai,2013,18,245
itaguai,2013,18,24
italva,2013,18,3
itaocara,2013,18,3
itaperuna,2013,18,184
itatiaia,2013,18,7
japeri,2013,18,5
laje do muriae,2013,18,1
macae,2013,18,117
macuco,2013,18,0
mage,2013,18,65
mangaratiba,2013,18,15
marica,2013,18,254
mendes,2013,18,64
mesquita,2013,18,18
miguel pereira,2013,18,3
miracema,2013,18,0
natividade,2013,18,0
nilopolis,2013,18,1
niteroi,2013,18,360
nova friburgo,2013,18,62
nova iguacu,2013,18,90
paracambi,2013,18,25
paraiba do sul,2013,18,2
paraty,2013,18,14
paty do alferes,2013,18,6
petropolis,2013,18,23
pinheiral,2013,18,29
pirai,2013,18,22
porciuncula,2013,18,3
porto real,2013,18,8
quatis,2013,18,3
queimados,2013,18,10
quissama,2013,18,30
resende,2013,18,77
rio bonito,2013,18,39
rio claro,2013,18,0
rio das flores,2013,18,19
rio das ostras,2013,18,220
rio de janeiro,2013,18,2865
santa maria madalena,2013,18,0
santo antonio de padua,2013,18,1
sao francisco de itabapoana,2013,18,115
sao fidelis,2013,18,10
sao goncalo,2013,18,364
sao joao da barra,2013,18,10
sao joao de meriti,2013,18,81
sao jose de uba,2013,18,0
sao jose do vale do rio preto,2013,18,10
sao pedro da aldeia,2013,18,64
sao sebastiao do alto,2013,18,0
sapucaia,2013,18,1
saquarema,2013,18,182
seropedica,2013,18,11
silva jardim,2013,18,27
sumidouro,2013,18,0
tangua,2013,18,32
teresopolis,2013,18,10
trajano de moraes,2013,18,1
tres rios,2013,18,0
valenca,2013,18,95
varre-sai,2013,18,0
vassouras,2013,18,26
volta redonda,2013,18,367
angra dos reis,2013,19,218
aperibe,2013,19,0
araruama,2013,19,77
areal,2013,19,0
armacao dos buzios,2013,19,51
arraial do cabo,2013,19,19
barra do pirai,2013,19,10
barra mansa,2013,19,73
belford roxo,2013,19,80
bom jardim,2013,19,0
bom jesus do itabapoana,2013,19,128
cabo frio,2013,19,260
cachoeiras de macacu,2013,19,11
cambuci,2013,19,0
carapebus,2013,19,19
comendador levy gasparian,2013,19,0
campos dos goytacazes,2013,19,704
cantagalo,2013,19,11
cardoso moreira,2013,19,9
carmo,2013,19,9
casimiro de abreu,2013,19,25
conceicao de macabu,2013,19,0
cordeiro,2013,19,1
duas barras,2013,19,0
duque de caxias,2013,19,284
engenheiro paulo de frontin,2013,19,0
guapimirim,2013,19,0
iguaba grande,2013,19,10
itaborai,2013,19,174
itaguai,2013,19,18
italva,2013,19,5
itaocara,2013,19,4
itaperuna,2013,19,118
itatiaia,2013,19,4
japeri,2013,19,3
laje do muriae,2013,19,0
macae,2013,19,46
macuco,2013,19,0
mage,2013,19,31
mangaratiba,2013,19,23
marica,2013,19,167
mendes,2013,19,27
mesquita,2013,19,6
miguel pereira,2013,19,1
miracema,2013,19,0
natividade,2013,19,0
nilopolis,2013,19,3
niteroi,2013,19,274
nova friburgo,2013,19,73
nova iguacu,2013,19,93
paracambi,2013,19,25
paraiba do sul,2013,19,2
paraty,2013,19,4
paty do alferes,2013,19,4
petropolis,2013,19,12
pinheiral,2013,19,25
pirai,2013,19,17
porciuncula,2013,19,0
porto real,2013,19,0
quatis,2013,19,0
queimados,2013,19,2
quissama,2013,19,29
resende,2013,19,77
rio bonito,2013,19,22
rio claro,2013,19,1
rio das flores,2013,19,14
rio das ostras,2013,19,160
rio de janeiro,2013,19,2292
santa maria madalena,2013,19,0
santo antonio de padua,2013,19,4
sao francisco de itabapoana,2013,19,110
sao fidelis,2013,19,5
sao goncalo,2013,19,441
sao joao da barra,2013,19,4
sao joao de meriti,2013,19,94
sao jose de uba,2013,19,2
sao jose do vale do rio preto,2013,19,8
sao pedro da aldeia,2013,19,28
sao sebastiao do alto,2013,19,0
sapucaia,2013,19,2
saquarema,2013,19,122
seropedica,2013,19,5
silva jardim,2013,19,14
sumidouro,2013,19,0
tangua,2013,19,7
teresopolis,2013,19,11
trajano de moraes,2013,19,0
tres rios,2013,19,1
valenca,2013,19,57
varre-sai,2013,19,0
vassouras,2013,19,12
volta redonda,2013,19,280
angra dos reis,2013,20,160
aperibe,2013,20,1
araruama,2013,20,63
areal,2013,20,0
armacao dos buzios,2013,20,42
arraial do cabo,2013,20,20
barra do pirai,2013,20,16
barra mansa,2013,20,36
belford roxo,2013,20,55
bom jardim,2013,20,0
bom jesus do itabapoana,2013,20,73
cabo frio,2013,20,184
cachoeiras de macacu,2013,20,11
cambuci,2013,20,0
carapebus,2013,20,5
comendador levy gasparian,2013,20,0
campos dos goytacazes,2013,20,501
cantagalo,2013,20,8
cardoso moreira,2013,20,6
carmo,2013,20,8
casimiro de abreu,2013,20,36
conceicao de macabu,2013,20,0
cordeiro,2013,20,0
duas barras,2013,20,0
duque de caxias,2013,20,259
engenheiro paulo de frontin,2013,20,0
guapimirim,2013,20,1
iguaba grande,2013,20,1
itaborai,2013,20,133
itaguai,2013,20,2
italva,2013,20,1
itaocara,2013,20,1
itaperuna,2013,20,125
itatiaia,2013,20,8
japeri,2013,20,0
laje do muriae,2013,20,0
macae,2013,20,39
macuco,2013,20,0
mage,2013,20,28
mangaratiba,2013,20,19
marica,2013,20,171
mendes,2013,20,27
mesquita,2013,20,6
miguel pereira,2013,20,0
miracema,2013,20,0
natividade,2013,20,0
nilopolis,2013,20,0
niteroi,2013,20,240
nova friburgo,2013,20,21
nova iguacu,2013,20,66
paracambi,2013,20,22
paraiba do sul,2013,20,0
paraty,2013,20,4
paty do alferes,2013,20,1
petropolis,2013,20,4
pinheiral,2013,20,25
pirai,2013,20,14
porciuncula,2013,20,0
porto real,2013,20,0
quatis,2013,20,0
queimados,2013,20,2
quissama,2013,20,24
resende,2013,20,69
rio bonito,2013,20,34
rio claro,2013,20,0
rio das flores,2013,20,30
rio das ostras,2013,20,134
rio de janeiro,2013,20,1670
santa maria madalena,2013,20,0
santo antonio de padua,2013,20,7
sao francisco de itabapoana,2013,20,94
sao fidelis,2013,20,3
sao goncalo,2013,20,572
sao joao da barra,2013,20,6
sao joao de meriti,2013,20,71
sao jose de uba,2013,20,1
sao jose do vale do rio preto,2013,20,9
sao pedro da aldeia,2013,20,5
sao sebastiao do alto,2013,20,1
sapucaia,2013,20,3
saquarema,2013,20,86
seropedica,2013,20,5
silva jardim,2013,20,17
sumidouro,2013,20,0
tangua,2013,20,13
teresopolis,2013,20,7
trajano de moraes,2013,20,0
tres rios,2013,20,0
valenca,2013,20,32
varre-sai,2013,20,0
vassouras,2013,20,3
volta redonda,2013,20,163
angra dos reis,2013,21,115
aperibe,2013,21,0
araruama,2013,21,52
areal,2013,21,0
armacao dos buzios,2013,21,25
arraial do cabo,2013,21,33
barra do pirai,2013,21,8
barra mansa,2013,21,24
belford roxo,2013,21,42
bom jardim,2013,21,0
bom jesus do itabapoana,2013,21,61
cabo frio,2013,21,172
cachoeiras de macacu,2013,21,12
cambuci,2013,21,0
carapebus,2013,21,0
comendador levy gasparian,2013,21,0
campos dos goytacazes,2013,21,336
cantagalo,2013,21,2
cardoso moreira,2013,21,8
carmo,2013,21,7
casimiro de abreu,2013,21,18
conceicao de macabu,2013,21,0
cordeiro,2013,21,0
duas barras,2013,21,0
duque de caxias,2013,21,296
engenheiro paulo de frontin,2013,21,0
guapimirim,2013,21,1
iguaba grande,2013,21,1
itaborai,2013,21,100
itaguai,2013,21,14
italva,2013,21,0
itaocara,2013,21,0
itaperuna,2013,21,69
itatiaia,2013,21,4
japeri,2013,21,0
laje do muriae,2013,21,0
macae,2013,21,39
macuco,2013,21,0
mage,2013,21,17
mangaratiba,2013,21,6
marica,2013,21,120
mendes,2013,21,24
mesquita,2013,21,2
miguel pereira,2013,21,0
miracema,2013,21,0
natividade,2013,21,0
nilopolis,2013,21,1
niteroi,2013,21,142
nova friburgo,2013,21,18
nova iguacu,2013,21,49
paracambi,2013,21,7
paraiba do sul,2013,21,3
paraty,2013,21,4
paty do alferes,2013,21,2
petropolis,2013,21,7
pinheiral,2013,21,23
pirai,2013,21,8
porciuncula,2013,21,2
porto real,2013,21,1
quatis,2013,21,1
queimados,2013,21,0
quissama,2013,21,19
resende,2013,21,45
rio bonito,2013,21,10
rio claro,2013,21,1
rio das flores,2013,21,8
rio das ostras,2013,21,94
rio de janeiro,2013,21,1248
santa maria madalena,2013,21,0
santo antonio de padua,2013,21,1
sao francisco de itabapoana,2013,21,58
sao fidelis,2013,21,1
sao goncalo,2013,21,521
sao joao da barra,2013,21,1
sao joao de meriti,2013,21,91
sao jose de uba,2013,21,0
sao jose do vale do rio preto,2013,21,2
sao pedro da aldeia,2013,21,0
sao sebastiao do alto,2013,21,1
sapucaia,2013,21,6
saquarema,2013,21,81
seropedica,2013,21,4
silva jardim,2013,21,8
sumidouro,2013,21,0
tangua,2013,21,3
teresopolis,2013,21,5
trajano de moraes,2013,21,0
tres rios,2013,21,1
valenca,2013,21,20
varre-sai,2013,21,0
vassouras,2013,21,2
volta redonda,2013,21,119
angra dos reis,2013,22,43
aperibe,2013,22,0
araruama,2013,22,13
areal,2013,22,0
armacao dos buzios,2013,22,17
arraial do cabo,2013,22,10
barra do pirai,2013,22,7
barra mansa,2013,22,22
belford roxo,2013,22,22
bom jardim,2013,22,0
bom jesus do itabapoana,2013,22,31
cabo frio,2013,22,89
cachoeiras de macacu,2013,22,5
cambuci,2013,22,0
carapebus,2013,22,3
comendador levy gasparian,2013,22,0
campos dos goytacazes,2013,22,279
cantagalo,2013,22,2
cardoso moreira,2013,22,2
carmo,2013,22,6
casimiro de abreu,2013,22,7
conceicao de macabu,2013,22,0
cordeiro,2013,22,0
duas barras,2013,22,0
duque de caxias,2013,22,152
engenheiro paulo de frontin,2013,22,0
guapimirim,2013,22,0
iguaba grande,2013,22,1
itaborai,2013,22,87
itaguai,2013,22,5
italva,2013,22,0
itaocara,2013,22,1
itaperuna,2013,22,57
itatiaia,2013,22,4
japeri,2013,22,0
laje do muriae,2013,22,0
macae,2013,22,12
macuco,2013,22,0
mage,2013,22,4
mangaratiba,2013,22,13
marica,2013,22,73
mendes,2013,22,22
mesquita,2013,22,2
miguel pereira,2013,22,0
miracema,2013,22,0
natividade,2013,22,0
nilopolis,2013,22,0
niteroi,2013,22,57
nova friburgo,2013,22,2
nova iguacu,2013,22,29
paracambi,2013,22,4
paraiba do sul,2013,22,0
paraty,2013,22,6
paty do alferes,2013,22,1
petropolis,2013,22,6
pinheiral,2013,22,7
pirai,2013,22,7
porciuncula,2013,22,2
porto real,2013,22,0
quatis,2013,22,1
queimados,2013,22,0
quissama,2013,22,11
resende,2013,22,28
rio bonito,2013,22,9
rio claro,2013,22,0
rio das flores,2013,22,5
rio das ostras,2013,22,105
rio de janeiro,2013,22,816
santa maria madalena,2013,22,0
santo antonio de padua,2013,22,0
sao francisco de itabapoana,2013,22,57
sao fidelis,2013,22,1
sao goncalo,2013,22,373
sao joao da barra,2013,22,2
sao joao de meriti,2013,22,75
sao jose de uba,2013,22,0
sao jose do vale do rio preto,2013,22,1
sao pedro da aldeia,2013,22,0
sao sebastiao do alto,2013,22,0
sapucaia,2013,22,1
saquarema,2013,22,51
seropedica,2013,22,6
silva jardim,2013,22,8
sumidouro,2013,22,0
tangua,2013,22,9
teresopolis,2013,22,0
trajano de moraes,2013,22,0
tres rios,2013,22,0
valenca,2013,22,20
varre-sai,2013,22,4
vassouras,2013,22,0
volta redonda,2013,22,30
angra dos reis,2013,23,56
aperibe,2013,23,0
araruama,2013,23,16
areal,2013,23,0
armacao dos buzios,2013,23,10
arraial do cabo,2013,23,8
barra do pirai,2013,23,1
barra mansa,2013,23,10
belford roxo,2013,23,15
bom jardim,2013,23,0
bom jesus do itabapoana,2013,23,31
cabo frio,2013,23,37
cachoeiras de macacu,2013,23,2
cambuci,2013,23,0
carapebus,2013,23,1
comendador levy gasparian,2013,23,0
campos dos goytacazes,2013,23,297
cantagalo,2013,23,2
cardoso moreira,2013,23,2
carmo,2013,23,2
casimiro de abreu,2013,23,7
conceicao de macabu,2013,23,0
cordeiro,2013,23,0
duas barras,2013,23,0
duque de caxias,2013,23,132
engenheiro paulo de frontin,2013,23,0
guapimirim,2013,23,0
iguaba grande,2013,23,1
itaborai,2013,23,60
itaguai,2013,23,8
italva,2013,23,1
itaocara,2013,23,0
itaperuna,2013,23,44
itatiaia,2013,23,4
japeri,2013,23,0
laje do muriae,2013,23,0
macae,2013,23,29
macuco,2013,23,0
mage,2013,23,12
mangaratiba,2013,23,6
marica,2013,23,59
mendes,2013,23,8
mesquita,2013,23,5
miguel pereira,2013,23,0
miracema,2013,23,0
natividade,2013,23,1
nilopolis,2013,23,0
niteroi,2013,23,38
nova friburgo,2013,23,1
nova iguacu,2013,23,17
paracambi,2013,23,10
paraiba do sul,2013,23,0
paraty,2013,23,3
paty do alferes,2013,23,2
petropolis,2013,23,1
pinheiral,2013,23,5
pirai,2013,23,3
porciuncula,2013,23,0
porto real,2013,23,2
quatis,2013,23,1
queimados,2013,23,0
quissama,2013,23,9
resende,2013,23,30
rio bonito,2013,23,7
rio claro,2013,23,0
rio das flores,2013,23,7
rio das ostras,2013,23,64
rio de janeiro,2013,23,614
santa maria madalena,2013,23,0
santo antonio de padua,2013,23,1
sao francisco de itabapoana,2013,23,62
sao fidelis,2013,23,2
sao goncalo,2013,23,468
sao joao da barra,2013,23,2
sao joao de meriti,2013,23,50
sao jose de uba,2013,23,0
sao jose do vale do rio preto,2013,23,0
sao pedro da aldeia,2013,23,0
sao sebastiao do alto,2013,23,1
sapucaia,2013,23,0
saquarema,2013,23,37
seropedica,2013,23,5
silva jardim,2013,23,4
sumidouro,2013,23,0
tangua,2013,23,5
teresopolis,2013,23,2
trajano de moraes,2013,23,0
tres rios,2013,23,0
valenca,2013,23,18
varre-sai,2013,23,0
vassouras,2013,23,0
volta redonda,2013,23,42
angra dos reis,2013,24,35
aperibe,2013,24,0
araruama,2013,24,2
areal,2013,24,0
armacao dos buzios,2013,24,8
arraial do cabo,2013,24,0
barra do pirai,2013,24,8
barra mansa,2013,24,14
belford roxo,2013,24,13
bom jardim,2013,24,0
bom jesus do itabapoana,2013,24,25
cabo frio,2013,24,39
cachoeiras de macacu,2013,24,0
cambuci,2013,24,0
carapebus,2013,24,0
comendador levy gasparian,2013,24,0
campos dos goytacazes,2013,24,246
cantagalo,2013,24,3
cardoso moreira,2013,24,0
carmo,2013,24,0
casimiro de abreu,2013,24,2
conceicao de macabu,2013,24,0
cordeiro,2013,24,0
duas barras,2013,24,0
duque de caxias,2013,24,60
engenheiro paulo de frontin,2013,24,0
guapimirim,2013,24,0
iguaba grande,2013,24,0
itaborai,2013,24,41
itaguai,2013,24,4
italva,2013,24,0
itaocara,2013,24,1
itaperuna,2013,24,36
itatiaia,2013,24,5
japeri,2013,24,0
laje do muriae,2013,24,0
macae,2013,24,12
macuco,2013,24,0
mage,2013,24,6
mangaratiba,2013,24,7
marica,2013,24,64
mendes,2013,24,7
mesquita,2013,24,5
miguel pereira,2013,24,0
miracema,2013,24,0
natividade,2013,24,0
nilopolis,2013,24,1
niteroi,2013,24,74
nova friburgo,2013,24,0
nova iguacu,2013,24,23
paracambi,2013,24,5
paraiba do sul,2013,24,5
paraty,2013,24,4
paty do alferes,2013,24,0
petropolis,2013,24,2
pinheiral,2013,24,0
pirai,2013,24,2
porciuncula,2013,24,1
porto real,2013,24,0
quatis,2013,24,1
queimados,2013,24,0
quissama,2013,24,11
resende,2013,24,12
rio bonito,2013,24,4
rio claro,2013,24,0
rio das flores,2013,24,1
rio das ostras,2013,24,58
rio de janeiro,2013,24,520
santa maria madalena,2013,24,0
santo antonio de padua,2013,24,0
sao francisco de itabapoana,2013,24,65
sao fidelis,2013,24,0
sao goncalo,2013,24,469
sao joao da barra,2013,24,5
sao joao de meriti,2013,24,61
sao jose de uba,2013,24,0
sao jose do vale do rio preto,2013,24,3
sao pedro da aldeia,2013,24,0
sao sebastiao do alto,2013,24,0
sapucaia,2013,24,0
saquarema,2013,24,36
seropedica,2013,24,1
silva jardim,2013,24,4
sumidouro,2013,24,0
tangua,2013,24,0
teresopolis,2013,24,4
trajano de moraes,2013,24,0
tres rios,2013,24,1
valenca,2013,24,16
varre-sai,2013,24,0
vassouras,2013,24,1
volta redonda,2013,24,18
angra dos reis,2013,25,21
aperibe,2013,25,0
araruama,2013,25,4
areal,2013,25,0
armacao dos buzios,2013,25,2
arraial do cabo,2013,25,0
barra do pirai,2013,25,3
barra mansa,2013,25,11
belford roxo,2013,25,6
bom jardim,2013,25,0
bom jesus do itabapoana,2013,25,6
cabo frio,2013,25,38
cachoeiras de macacu,2013,25,0
cambuci,2013,25,0
carapebus,2013,25,0
comendador levy gasparian,2013,25,0
campos dos goytacazes,2013,25,182
cantagalo,2013,25,0
cardoso moreira,2013,25,3
carmo,2013,25,0
casimiro de abreu,2013,25,1
conceicao de macabu,2013,25,0
cordeiro,2013,25,0
duas barras,2013,25,0
duque de caxias,2013,25,63
engenheiro paulo de frontin,2013,25,0
guapimirim,2013,25,0
iguaba grande,2013,25,10
itaborai,2013,25,34
itaguai,2013,25,0
italva,2013,25,0
itaocara,2013,25,0
itaperuna,2013,25,20
itatiaia,2013,25,1
japeri,2013,25,1
laje do muriae,2013,25,0
macae,2013,25,12
macuco,2013,25,0
mage,2013,25,1
mangaratiba,2013,25,4
marica,2013,25,36
mendes,2013,25,4
mesquita,2013,25,3
miguel pereira,2013,25,0
miracema,2013,25,0
natividade,2013,25,0
nilopolis,2013,25,0
niteroi,2013,25,85
nova friburgo,2013,25,1
nova iguacu,2013,25,24
paracambi,2013,25,3
paraiba do sul,2013,25,2
paraty,2013,25,2
paty do alferes,2013,25,0
petropolis,2013,25,1
pinheiral,2013,25,1
pirai,2013,25,6
porciuncula,2013,25,2
porto real,2013,25,1
quatis,2013,25,1
queimados,2013,25,0
quissama,2013,25,3
resende,2013,25,10
rio bonito,2013,25,23
rio claro,2013,25,0
rio das flores,2013,25,1
rio das ostras,2013,25,57
rio de janeiro,2013,25,426
santa maria madalena,2013,25,0
santo antonio de padua,2013,25,1
sao francisco de itabapoana,2013,25,44
sao fidelis,2013,25,1
sao goncalo,2013,25,304
sao joao da barra,2013,25,0
sao joao de meriti,2013,25,59
sao jose de uba,2013,25,0
sao jose do vale do rio preto,2013,25,4
sao pedro da aldeia,2013,25,1
sao sebastiao do alto,2013,25,0
sapucaia,2013,25,0
saquarema,2013,25,9
seropedica,2013,25,1
silva jardim,2013,25,1
sumidouro,2013,25,0
tangua,2013,25,1
teresopolis,2013,25,1
trajano de moraes,2013,25,0
tres rios,2013,25,0
valenca,2013,25,8
varre-sai,2013,25,0
vassouras,2013,25,3
volta redonda,2013,25,4
angra dos reis,2013,26,31
aperibe,2013,26,0
araruama,2013,26,2
areal,2013,26,0
armacao dos buzios,2013,26,0
arraial do cabo,2013,26,0
barra do pirai,2013,26,6
barra mansa,2013,26,11
belford roxo,2013,26,14
bom jardim,2013,26,0
bom jesus do itabapoana,2013,26,5
cabo frio,2013,26,12
cachoeiras de macacu,2013,26,0
cambuci,2013,26,0
carapebus,2013,26,0
comendador levy gasparian,2013,26,0
campos dos goytacazes,2013,26,113
cantagalo,2013,26,1
cardoso moreira,2013,26,1
carmo,2013,26,0
casimiro de abreu,2013,26,4
conceicao de macabu,2013,26,0
cordeiro,2013,26,16
duas barras,2013,26,0
duque de caxias,2013,26,68
engenheiro paulo de frontin,2013,26,0
guapimirim,2013,26,0
iguaba grande,2013,26,7
itaborai,2013,26,22
itaguai,2013,26,0
italva,2013,26,0
itaocara,2013,26,0
itaperuna,2013,26,38
itatiaia,2013,26,0
japeri,2013,26,0
laje do muriae,2013,26,0
macae,2013,26,26
macuco,2013,26,0
mage,2013,26,7
mangaratiba,2013,26,3
marica,2013,26,18
mendes,2013,26,6
mesquita,2013,26,2
miguel pereira,2013,26,0
miracema,2013,26,0
natividade,2013,26,0
nilopolis,2013,26,0
niteroi,2013,26,55
nova friburgo,2013,26,0
nova iguacu,2013,26,20
paracambi,2013,26,4
paraiba do sul,2013,26,0
paraty,2013,26,0
paty do alferes,2013,26,0
petropolis,2013,26,0
pinheiral,2013,26,1
pirai,2013,26,1
porciuncula,2013,26,26
porto real,2013,26,0
quatis,2013,26,0
queimados,2013,26,0
quissama,2013,26,1
resende,2013,26,9
rio bonito,2013,26,4
rio claro,2013,26,0
rio das flores,2013,26,2
rio das ostras,2013,26,45
rio de janeiro,2013,26,281
santa maria madalena,2013,26,0
santo antonio de padua,2013,26,1
sao francisco de itabapoana,2013,26,32
sao fidelis,2013,26,1
sao goncalo,2013,26,203
sao joao da barra,2013,26,0
sao joao de meriti,2013,26,45
sao jose de uba,2013,26,0
sao jose do vale do rio preto,2013,26,0
sao pedro da aldeia,2013,26,0
sao sebastiao do alto,2013,26,0
sapucaia,2013,26,0
saquarema,2013,26,18
seropedica,2013,26,3
silva jardim,2013,26,0
sumidouro,2013,26,0
tangua,2013,26,0
teresopolis,2013,26,3
trajano de moraes,2013,26,0
tres rios,2013,26,0
valenca,2013,26,5
varre-sai,2013,26,0
vassouras,2013,26,0
volta redonda,2013,26,2
angra dos reis,2013,27,9
aperibe,2013,27,0
araruama,2013,27,1
areal,2013,27,0
armacao dos buzios,2013,27,0
arraial do cabo,2013,27,1
barra do pirai,2013,27,0
barra mansa,2013,27,3
belford roxo,2013,27,15
bom jardim,2013,27,0
bom jesus do itabapoana,2013,27,1
cabo frio,2013,27,15
cachoeiras de macacu,2013,27,0
cambuci,2013,27,0
carapebus,2013,27,0
comendador levy gasparian,2013,27,0
campos dos goytacazes,2013,27,89
cantagalo,2013,27,0
cardoso moreira,2013,27,0
carmo,2013,27,0
casimiro de abreu,2013,27,8
conceicao de macabu,2013,27,0
cordeiro,2013,27,0
duas barras,2013,27,0
duque de caxias,2013,27,34
engenheiro paulo de frontin,2013,27,0
guapimirim,2013,27,0
iguaba grande,2013,27,31
itaborai,2013,27,23
itaguai,2013,27,0
italva,2013,27,0
itaocara,2013,27,0
itaperuna,2013,27,20
itatiaia,2013,27,0
japeri,2013,27,0
laje do muriae,2013,27,0
macae,2013,27,9
macuco,2013,27,0
mage,2013,27,1
mangaratiba,2013,27,1
marica,2013,27,35
mendes,2013,27,4
mesquita,2013,27,2
miguel pereira,2013,27,0
miracema,2013,27,0
natividade,2013,27,0
nilopolis,2013,27,1
niteroi,2013,27,31
nova friburgo,2013,27,0
nova iguacu,2013,27,9
paracambi,2013,27,0
paraiba do sul,2013,27,0
paraty,2013,27,3
paty do alferes,2013,27,2
petropolis,2013,27,2
pinheiral,2013,27,0
pirai,2013,27,2
porciuncula,2013,27,12
porto real,2013,27,0
quatis,2013,27,0
queimados,2013,27,0
quissama,2013,27,2
resende,2013,27,7
rio bonito,2013,27,8
rio claro,2013,27,0
rio das flores,2013,27,0
rio das ostras,2013,27,16
rio de janeiro,2013,27,223
santa maria madalena,2013,27,0
santo antonio de padua,2013,27,0
sao francisco de itabapoana,2013,27,32
sao fidelis,2013,27,0
sao goncalo,2013,27,331
sao joao da barra,2013,27,0
sao joao de meriti,2013,27,32
sao jose de uba,2013,27,0
sao jose do vale do rio preto,2013,27,0
sao pedro da aldeia,2013,27,0
sao sebastiao do alto,2013,27,0
sapucaia,2013,27,0
saquarema,2013,27,11
seropedica,2013,27,2
silva jardim,2013,27,0
sumidouro,2013,27,0
tangua,2013,27,0
teresopolis,2013,27,2
trajano de moraes,2013,27,0
tres rios,2013,27,0
valenca,2013,27,7
varre-sai,2013,27,0
vassouras,2013,27,0
volta redonda,2013,27,3
angra dos reis,2013,28,11
aperibe,2013,28,0
araruama,2013,28,1
areal,2013,28,0
armacao dos buzios,2013,28,0
arraial do cabo,2013,28,0
barra do pirai,2013,28,2
barra mansa,2013,28,2
belford roxo,2013,28,10
bom jardim,2013,28,0
bom jesus do itabapoana,2013,28,2
cabo frio,2013,28,10
cachoeiras de macacu,2013,28,0
cambuci,2013,28,0
carapebus,2013,28,0
comendador levy gasparian,2013,28,0
campos dos goytacazes,2013,28,67
cantagalo,2013,28,0
cardoso moreira,2013,28,2
carmo,2013,28,0
casimiro de abreu,2013,28,0
conceicao de macabu,2013,28,0
cordeiro,2013,28,0
duas barras,2013,28,0
duque de caxias,2013,28,15
engenheiro paulo de frontin,2013,28,0
guapimirim,2013,28,0
iguaba grande,2013,28,2
itaborai,2013,28,15
itaguai,2013,28,2
italva,2013,28,0
itaocara,2013,28,0
itaperuna,2013,28,16
itatiaia,2013,28,0
japeri,2013,28,2
laje do muriae,2013,28,0
macae,2013,28,10
macuco,2013,28,0
mage,2013,28,0
mangaratiba,2013,28,0
marica,2013,28,18
mendes,2013,28,1
mesquita,2013,28,0
miguel pereira,2013,28,0
miracema,2013,28,0
natividade,2013,28,0
nilopolis,2013,28,1
niteroi,2013,28,24
nova friburgo,2013,28,0
nova iguacu,2013,28,8
paracambi,2013,28,0
paraiba do sul,2013,28,0
paraty,2013,28,0
paty do alferes,2013,28,1
petropolis,2013,28,0
pinheiral,2013,28,0
pirai,2013,28,1
