municipio,year,week,cases
santa maria madalena,2025,4,0
santo antonio de padua,2025,4,12
sao francisco de itabapoana,2025,4,5
sao fidelis,2025,4,0
sao goncalo,2025,4,55
sao joao da barra,2025,4,7
sao joao de meriti,2025,4,10
sao jose de uba,2025,4,1
sao jose do vale do rio preto,2025,4,0
sao pedro da aldeia,2025,4,17
sao sebastiao do alto,2025,4,1
sapucaia,2025,4,7
saquarema,2025,4,8
seropedica,2025,4,0
silva jardim,2025,4,5
sumidouro,2025,4,1
tangua,2025,4,1
teresopolis,2025,4,0
trajano de moraes,2025,4,3
tres rios,2025,4,9
valenca,2025,4,54
varre-sai,2025,4,0
vassouras,2025,4,33
volta redonda,2025,4,38
angra dos reis,2025,5,22
aperibe,2025,5,12
araruama,2025,5,7
areal,2025,5,0
armacao dos buzios,2025,5,2
arraial do cabo,2025,5,3
barra do pirai,2025,5,13
barra mansa,2025,5,1
belford roxo,2025,5,21
bom jardim,2025,5,4
bom jesus do itabapoana,2025,5,65
cabo frio,2025,5,6
cachoeiras de macacu,2025,5,272
cambuci,2025,5,1
carapebus,2025,5,0
comendador levy gasparian,2025,5,0
campos dos goytacazes,2025,5,70
cantagalo,2025,5,54
cardoso moreira,2025,5,0
carmo,2025,5,15
casimiro de abreu,2025,5,31
conceicao de macabu,2025,5,2
cordeiro,2025,5,0
duas barras,2025,5,1
duque de caxias,2025,5,77
engenheiro paulo de frontin,2025,5,2
guapimirim,2025,5,46
iguaba grande,2025,5,38
itaborai,2025,5,179
itaguai,2025,5,2
italva,2025,5,13
itaocara,2025,5,19
itaperuna,2025,5,72
itatiaia,2025,5,3
japeri,2025,5,9
laje do muriae,2025,5,0
macae,2025,5,29
macuco,2025,5,2
mage,2025,5,34
mangaratiba,2025,5,0
marica,2025,5,9
mendes,2025,5,6
mesquita,2025,5,4
miguel pereira,2025,5,8
miracema,2025,5,19
natividade,2025,5,8
nilopolis,2025,5,6
niteroi,2025,5,19
nova friburgo,2025,5,70
nova iguacu,2025,5,71
paracambi,2025,5,45
paraiba do sul,2025,5,35
paraty,2025,5,52
paty do alferes,2025,5,1
petropolis,2025,5,72
pinheiral,2025,5,15
pirai,2025,5,11
porciuncula,2025,5,10
porto real,2025,5,0
quatis,2025,5,3
queimados,2025,5,7
quissama,2025,5,22
resende,2025,5,133
rio bonito,2025,5,27
rio claro,2025,5,1
rio das flores,2025,5,1
rio das ostras,2025,5,31
rio de janeiro,2025,5,1047
santa maria madalena,2025,5,2
santo antonio de padua,2025,5,16
sao francisco de itabapoana,2025,5,9
sao fidelis,2025,5,0
sao goncalo,2025,5,35
sao joao da barra,2025,5,10
sao joao de meriti,2025,5,34
sao jose de uba,2025,5,1
sao jose do vale do rio preto,2025,5,10
sao pedro da aldeia,2025,5,21
sao sebastiao do alto,2025,5,4
sapucaia,2025,5,3
saquarema,2025,5,10
seropedica,2025,5,0
silva jardim,2025,5,3
sumidouro,2025,5,1
tangua,2025,5,1
teresopolis,2025,5,0
trajano de moraes,2025,5,3
tres rios,2025,5,7
valenca,2025,5,68
varre-sai,2025,5,12
vassouras,2025,5,35
volta redonda,2025,5,32
angra dos reis,2025,6,39
aperibe,2025,6,16
araruama,2025,6,13
areal,2025,6,0
armacao dos buzios,2025,6,21
arraial do cabo,2025,6,0
barra do pirai,2025,6,29
barra mansa,2025,6,1
belford roxo,2025,6,14
bom jardim,2025,6,1
bom jesus do itabapoana,2025,6,79
cabo frio,2025,6,15
cachoeiras de macacu,2025,6,302
cambuci,2025,6,11
carapebus,2025,6,4
comendador levy gasparian,2025,6,0
campos dos goytacazes,2025,6,73
cantagalo,2025,6,31
cardoso moreira,2025,6,0
carmo,2025,6,50
casimiro de abreu,2025,6,53
conceicao de macabu,2025,6,5
cordeiro,2025,6,4
duas barras,2025,6,4
duque de caxias,2025,6,65
engenheiro paulo de frontin,2025,6,4
guapimirim,2025,6,63
iguaba grande,2025,6,40
itaborai,2025,6,172
itaguai,2025,6,0
italva,2025,6,10
itaocara,2025,6,34
itaperuna,2025,6,67
itatiaia,2025,6,3
japeri,2025,6,4
laje do muriae,2025,6,3
macae,2025,6,36
macuco,2025,6,3
mage,2025,6,459
mangaratiba,2025,6,6
marica,2025,6,25
mendes,2025,6,0
mesquita,2025,6,2
miguel pereira,2025,6,8
miracema,2025,6,61
natividade,2025,6,20
nilopolis,2025,6,20
niteroi,2025,6,19
nova friburgo,2025,6,95
nova iguacu,2025,6,94
paracambi,2025,6,23
paraiba do sul,2025,6,26
paraty,2025,6,50
paty do alferes,2025,6,6
petropolis,2025,6,69
pinheiral,2025,6,12
pirai,2025,6,13
porciuncula,2025,6,23
porto real,2025,6,0
quatis,2025,6,1
queimados,2025,6,2
quissama,2025,6,24
resende,2025,6,114
rio bonito,2025,6,23
rio claro,2025,6,0
rio das flores,2025,6,2
rio das ostras,2025,6,25
rio de janeiro,2025,6,1095
santa maria madalena,2025,6,3
santo antonio de padua,2025,6,14
sao francisco de itabapoana,2025,6,10
sao fidelis,2025,6,1
sao goncalo,2025,6,52
sao joao da barra,2025,6,4
sao joao de meriti,2025,6,17
sao jose de uba,2025,6,0
sao jose do vale do rio preto,2025,6,6
sao pedro da aldeia,2025,6,15
sao sebastiao do alto,2025,6,13
sapucaia,2025,6,17
saquarema,2025,6,8
seropedica,2025,6,1
silva jardim,2025,6,3
sumidouro,2025,6,0
tangua,2025,6,8
teresopolis,2025,6,1
trajano de moraes,2025,6,1
tres rios,2025,6,10
valenca,2025,6,119
varre-sai,2025,6,10
vassouras,2025,6,27
volta redonda,2025,6,33
angra dos reis,2025,7,71
aperibe,2025,7,16
araruama,2025,7,14
areal,2025,7,0
armacao dos buzios,2025,7,18
arraial do cabo,2025,7,6
barra do pirai,2025,7,0
barra mansa,2025,7,5
belford roxo,2025,7,16
bom jardim,2025,7,1
bom jesus do itabapoana,2025,7,50
cabo frio,2025,7,9
cachoeiras de macacu,2025,7,228
cambuci,2025,7,18
carapebus,2025,7,6
comendador levy gasparian,2025,7,0
campos dos goytacazes,2025,7,71
cantagalo,2025,7,31
cardoso moreira,2025,7,0
carmo,2025,7,117
casimiro de abreu,2025,7,30
conceicao de macabu,2025,7,4
cordeiro,2025,7,7
duas barras,2025,7,5
duque de caxias,2025,7,27
engenheiro paulo de frontin,2025,7,1
guapimirim,2025,7,54
iguaba grande,2025,7,30
itaborai,2025,7,215
itaguai,2025,7,0
italva,2025,7,8
itaocara,2025,7,26
itaperuna,2025,7,75
itatiaia,2025,7,5
japeri,2025,7,7
laje do muriae,2025,7,10
macae,2025,7,51
macuco,2025,7,16
mage,2025,7,452
mangaratiba,2025,7,4
marica,2025,7,53
mendes,2025,7,0
mesquita,2025,7,2
miguel pereira,2025,7,13
miracema,2025,7,50
natividade,2025,7,37
nilopolis,2025,7,21
niteroi,2025,7,31
nova friburgo,2025,7,109
nova iguacu,2025,7,118
paracambi,2025,7,30
paraiba do sul,2025,7,22
paraty,2025,7,88
paty do alferes,2025,7,0
petropolis,2025,7,67
pinheiral,2025,7,15
pirai,2025,7,31
porciuncula,2025,7,49
porto real,2025,7,6
quatis,2025,7,1
queimados,2025,7,2
quissama,2025,7,13
resende,2025,7,147
rio bonito,2025,7,44
rio claro,2025,7,0
rio das flores,2025,7,6
rio das ostras,2025,7,7
rio de janeiro,2025,7,1450
santa maria madalena,2025,7,13
santo antonio de padua,2025,7,19
sao francisco de itabapoana,2025,7,7
sao fidelis,2025,7,1
sao goncalo,2025,7,29
sao joao da barra,2025,7,6
sao joao de meriti,2025,7,40
sao jose de uba,2025,7,1
sao jose do vale do rio preto,2025,7,5
sao pedro da aldeia,2025,7,24
sao sebastiao do alto,2025,7,43
sapucaia,2025,7,57
saquarema,2025,7,9
seropedica,2025,7,1
silva jardim,2025,7,7
sumidouro,2025,7,3
tangua,2025,7,6
teresopolis,2025,7,1
trajano de moraes,2025,7,0
tres rios,2025,7,22
valenca,2025,7,114
varre-sai,2025,7,30
vassouras,2025,7,31
volta redonda,2025,7,39
angra dos reis,2025,8,90
aperibe,2025,8,13
araruama,2025,8,7
areal,2025,8,0
armacao dos buzios,2025,8,14
arraial do cabo,2025,8,5
barra do pirai,2025,8,5
barra mansa,2025,8,6
belford roxo,2025,8,11
bom jardim,2025,8,1
bom jesus do itabapoana,2025,8,44
cabo frio,2025,8,10
cachoeiras de macacu,2025,8,143
cambuci,2025,8,8
carapebus,2025,8,12
comendador levy gasparian,2025,8,0
campos dos goytacazes,2025,8,80
cantagalo,2025,8,28
cardoso moreira,2025,8,0
carmo,2025,8,134
casimiro de abreu,2025,8,30
conceicao de macabu,2025,8,0
cordeiro,2025,8,6
duas barras,2025,8,4
duque de caxias,2025,8,24
engenheiro paulo de frontin,2025,8,1
guapimirim,2025,8,59
iguaba grande,2025,8,29
itaborai,2025,8,206
itaguai,2025,8,0
italva,2025,8,10
itaocara,2025,8,6
itaperuna,2025,8,98
itatiaia,2025,8,6
japeri,2025,8,2
laje do muriae,2025,8,8
macae,2025,8,28
macuco,2025,8,21
mage,2025,8,199
mangaratiba,2025,8,5
marica,2025,8,92
mendes,2025,8,0
mesquita,2025,8,5
miguel pereira,2025,8,30
miracema,2025,8,37
natividade,2025,8,16
nilopolis,2025,8,18
niteroi,2025,8,24
nova friburgo,2025,8,140
nova iguacu,2025,8,86
paracambi,2025,8,24
paraiba do sul,2025,8,15
paraty,2025,8,151
paty do alferes,2025,8,4
petropolis,2025,8,66
pinheiral,2025,8,8
pirai,2025,8,38
porciuncula,2025,8,39
porto real,2025,8,3
quatis,2025,8,4
queimados,2025,8,6
quissama,2025,8,24
resende,2025,8,110
rio bonito,2025,8,40
rio claro,2025,8,0
rio das flores,2025,8,1
rio das ostras,2025,8,7
rio de janeiro,2025,8,1421
santa maria madalena,2025,8,4
santo antonio de padua,2025,8,20
sao francisco de itabapoana,2025,8,15
sao fidelis,2025,8,2
sao goncalo,2025,8,34
sao joao da barra,2025,8,2
sao joao de meriti,2025,8,20
sao jose de uba,2025,8,2
sao jose do vale do rio preto,2025,8,10
sao pedro da aldeia,2025,8,18
sao sebastiao do alto,2025,8,53
sapucaia,2025,8,42
saquarema,2025,8,19
seropedica,2025,8,2
silva jardim,2025,8,2
sumidouro,2025,8,3
tangua,2025,8,9
teresopolis,2025,8,4
trajano de moraes,2025,8,6
tres rios,2025,8,10
valenca,2025,8,133
varre-sai,2025,8,35
vassouras,2025,8,27
volta redonda,2025,8,37
angra dos reis,2025,9,166
aperibe,2025,9,9
araruama,2025,9,12
areal,2025,9,0
armacao dos buzios,2025,9,21
arraial do cabo,2025,9,7
barra do pirai,2025,9,5
barra mansa,2025,9,0
belford roxo,2025,9,6
bom jardim,2025,9,1
bom jesus do itabapoana,2025,9,20
cabo frio,2025,9,4
cachoeiras de macacu,2025,9,59
cambuci,2025,9,4
carapebus,2025,9,6
comendador levy gasparian,2025,9,0
campos dos goytacazes,2025,9,44
cantagalo,2025,9,11
cardoso moreira,2025,9,0
carmo,2025,9,146
casimiro de abreu,2025,9,12
conceicao de macabu,2025,9,1
cordeiro,2025,9,3
duas barras,2025,9,5
duque de caxias,2025,9,33
engenheiro paulo de frontin,2025,9,3
guapimirim,2025,9,41
iguaba grande,2025,9,21
itaborai,2025,9,120
itaguai,2025,9,2
italva,2025,9,6
itaocara,2025,9,0
itaperuna,2025,9,41
itatiaia,2025,9,7
japeri,2025,9,1
laje do muriae,2025,9,1
macae,2025,9,22
macuco,2025,9,12
mage,2025,9,36
mangaratiba,2025,9,7
marica,2025,9,27
mendes,2025,9,0
mesquita,2025,9,3
miguel pereira,2025,9,24
miracema,2025,9,54
natividade,2025,9,10
nilopolis,2025,9,8
niteroi,2025,9,16
nova friburgo,2025,9,110
nova iguacu,2025,9,75
paracambi,2025,9,14
paraiba do sul,2025,9,11
paraty,2025,9,156
paty do alferes,2025,9,4
petropolis,2025,9,78
pinheiral,2025,9,11
pirai,2025,9,41
porciuncula,2025,9,31
porto real,2025,9,1
quatis,2025,9,0
queimados,2025,9,2
quissama,2025,9,11
resende,2025,9,98
rio bonito,2025,9,33
rio claro,2025,9,1
rio das flores,2025,9,5
rio das ostras,2025,9,6
rio de janeiro,2025,9,950
santa maria madalena,2025,9,2
santo antonio de padua,2025,9,15
sao francisco de itabapoana,2025,9,7
sao fidelis,2025,9,0
sao goncalo,2025,9,33
sao joao da barra,2025,9,4
sao joao de meriti,2025,9,23
sao jose de uba,2025,9,0
sao jose do vale do rio preto,2025,9,11
sao pedro da aldeia,2025,9,12
sao sebastiao do alto,2025,9,40
sapucaia,2025,9,16
saquarema,2025,9,12
seropedica,2025,9,0
silva jardim,2025,9,5
sumidouro,2025,9,4
tangua,2025,9,3
teresopolis,2025,9,3
trajano de moraes,2025,9,5
tres rios,2025,9,6
valenca,2025,9,55
varre-sai,2025,9,3
vassouras,2025,9,11
volta redonda,2025,9,30
angra dos reis,2025,10,267
aperibe,2025,10,6
araruama,2025,10,8
areal,2025,10,0
armacao dos buzios,2025,10,9
arraial do cabo,2025,10,2
barra do pirai,2025,10,7
barra mansa,2025,10,3
belford roxo,2025,10,14
bom jardim,2025,10,2
bom jesus do itabapoana,2025,10,17
cabo frio,2025,10,13
cachoeiras de macacu,2025,10,52
cambuci,2025,10,0
carapebus,2025,10,5
comendador levy gasparian,2025,10,0
campos dos goytacazes,2025,10,49
cantagalo,2025,10,6
cardoso moreira,2025,10,1
carmo,2025,10,170
casimiro de abreu,2025,10,13
conceicao de macabu,2025,10,1
cordeiro,2025,10,3
duas barras,2025,10,4
duque de caxias,2025,10,44
engenheiro paulo de frontin,2025,10,0
guapimirim,2025,10,36
iguaba grande,2025,10,18
itaborai,2025,10,147
itaguai,2025,10,0
italva,2025,10,3
itaocara,2025,10,2
itaperuna,2025,10,35
itatiaia,2025,10,5
japeri,2025,10,7
laje do muriae,2025,10,0
macae,2025,10,43
macuco,2025,10,9
mage,2025,10,59
mangaratiba,2025,10,5
marica,2025,10,10
mendes,2025,10,0
mesquita,2025,10,1
miguel pereira,2025,10,30
miracema,2025,10,28
natividade,2025,10,11
nilopolis,2025,10,2
niteroi,2025,10,17
nova friburgo,2025,10,110
nova iguacu,2025,10,86
paracambi,2025,10,17
paraiba do sul,2025,10,11
paraty,2025,10,266
paty do alferes,2025,10,1
petropolis,2025,10,87
pinheiral,2025,10,12
pirai,2025,10,41
porciuncula,2025,10,27
porto real,2025,10,0
quatis,2025,10,0
queimados,2025,10,3
quissama,2025,10,12
resende,2025,10,110
rio bonito,2025,10,53
rio claro,2025,10,1
rio das flores,2025,10,5
rio das ostras,2025,10,24
rio de janeiro,2025,10,973
santa maria madalena,2025,10,5
santo antonio de padua,2025,10,11
sao francisco de itabapoana,2025,10,5
sao fidelis,2025,10,0
sao goncalo,2025,10,56
sao joao da barra,2025,10,5
sao joao de meriti,2025,10,25
sao jose de uba,2025,10,0
sao jose do vale do rio preto,2025,10,9
sao pedro da aldeia,2025,10,16
sao sebastiao do alto,2025,10,23
sapucaia,2025,10,22
saquarema,2025,10,4
seropedica,2025,10,0
silva jardim,2025,10,2
sumidouro,2025,10,8
tangua,2025,10,0
teresopolis,2025,10,1
trajano de moraes,2025,10,5
tres rios,2025,10,10
valenca,2025,10,91
varre-sai,2025,10,1
vassouras,2025,10,13
volta redonda,2025,10,28
angra dos reis,2025,11,251
aperibe,2025,11,3
araruama,2025,11,6
areal,2025,11,0
armacao dos buzios,2025,11,15
arraial do cabo,2025,11,0
barra do pirai,2025,11,11
barra mansa,2025,11,3
belford roxo,2025,11,16
bom jardim,2025,11,3
bom jesus do itabapoana,2025,11,21
cabo frio,2025,11,7
cachoeiras de macacu,2025,11,43
cambuci,2025,11,1
carapebus,2025,11,5
comendador levy gasparian,2025,11,0
campos dos goytacazes,2025,11,70
cantagalo,2025,11,10
cardoso moreira,2025,11,2
carmo,2025,11,162
casimiro de abreu,2025,11,8
conceicao de macabu,2025,11,5
cordeiro,2025,11,4
duas barras,2025,11,7
duque de caxias,2025,11,39
engenheiro paulo de frontin,2025,11,7
guapimirim,2025,11,23
iguaba grande,2025,11,27
itaborai,2025,11,69
itaguai,2025,11,3
italva,2025,11,10
itaocara,2025,11,3
itaperuna,2025,11,36
itatiaia,2025,11,11
japeri,2025,11,3
laje do muriae,2025,11,1
macae,2025,11,42
macuco,2025,11,1
mage,2025,11,85
mangaratiba,2025,11,2
marica,2025,11,21
mendes,2025,11,0
mesquita,2025,11,2
miguel pereira,2025,11,62
miracema,2025,11,19
natividade,2025,11,0
nilopolis,2025,11,4
niteroi,2025,11,22
nova friburgo,2025,11,107
nova iguacu,2025,11,81
paracambi,2025,11,21
paraiba do sul,2025,11,6
paraty,2025,11,323
paty do alferes,2025,11,8
petropolis,2025,11,84
pinheiral,2025,11,9
pirai,2025,11,48
porciuncula,2025,11,21
porto real,2025,11,2
quatis,2025,11,2
queimados,2025,11,4
quissama,2025,11,15
resende,2025,11,120
rio bonito,2025,11,31
rio claro,2025,11,3
rio das flores,2025,11,9
rio das ostras,2025,11,18
rio de janeiro,2025,11,1312
santa maria madalena,2025,11,16
santo antonio de padua,2025,11,11
sao francisco de itabapoana,2025,11,11
sao fidelis,2025,11,0
sao goncalo,2025,11,56
sao joao da barra,2025,11,10
sao joao de meriti,2025,11,22
sao jose de uba,2025,11,1
sao jose do vale do rio preto,2025,11,3
sao pedro da aldeia,2025,11,11
sao sebastiao do alto,2025,11,9
sapucaia,2025,11,18
saquarema,2025,11,10
seropedica,2025,11,1
silva jardim,2025,11,0
sumidouro,2025,11,6
tangua,2025,11,5
teresopolis,2025,11,4
trajano de moraes,2025,11,5
tres rios,2025,11,2
valenca,2025,11,95
varre-sai,2025,11,0
vassouras,2025,11,21
volta redonda,2025,11,25
angra dos reis,2025,12,283
aperibe,2025,12,2
araruama,2025,12,9
areal,2025,12,0
armacao dos buzios,2025,12,16
arraial do cabo,2025,12,2
barra do pirai,2025,12,0
barra mansa,2025,12,8
belford roxo,2025,12,23
bom jardim,2025,12,6
bom jesus do itabapoana,2025,12,35
cabo frio,2025,12,9
cachoeiras de macacu,2025,12,37
cambuci,2025,12,0
carapebus,2025,12,1
comendador levy gasparian,2025,12,0
campos dos goytacazes,2025,12,53
cantagalo,2025,12,11
cardoso moreira,2025,12,0
carmo,2025,12,140
casimiro de abreu,2025,12,7
conceicao de macabu,2025,12,1
cordeiro,2025,12,0
duas barras,2025,12,4
duque de caxias,2025,12,25
engenheiro paulo de frontin,2025,12,22
guapimirim,2025,12,14
iguaba grande,2025,12,24
itaborai,2025,12,63
itaguai,2025,12,1
italva,2025,12,4
itaocara,2025,12,6
itaperuna,2025,12,25
itatiaia,2025,12,22
japeri,2025,12,1
laje do muriae,2025,12,4
macae,2025,12,26
macuco,2025,12,2
mage,2025,12,62
mangaratiba,2025,12,6
marica,2025,12,7
mendes,2025,12,0
mesquita,2025,12,3
miguel pereira,2025,12,69
miracema,2025,12,15
natividade,2025,12,0
nilopolis,2025,12,7
niteroi,2025,12,22
nova friburgo,2025,12,97
nova iguacu,2025,12,53
paracambi,2025,12,23
paraiba do sul,2025,12,12
paraty,2025,12,440
paty do alferes,2025,12,4
petropolis,2025,12,75
pinheiral,2025,12,22
pirai,2025,12,37
porciuncula,2025,12,37
porto real,2025,12,1
quatis,2025,12,2
queimados,2025,12,0
quissama,2025,12,21
resende,2025,12,104
rio bonito,2025,12,24
rio claro,2025,12,0
rio das flores,2025,12,18
rio das ostras,2025,12,23
rio de janeiro,2025,12,1252
santa maria madalena,2025,12,15
santo antonio de padua,2025,12,8
sao francisco de itabapoana,2025,12,5
sao fidelis,2025,12,0
sao goncalo,2025,12,41
sao joao da barra,2025,12,10
sao joao de meriti,2025,12,22
sao jose de uba,2025,12,0
sao jose do vale do rio preto,2025,12,4
sao pedro da aldeia,2025,12,13
sao sebastiao do alto,2025,12,15
sapucaia,2025,12,26
saquarema,2025,12,10
seropedica,2025,12,1
silva jardim,2025,12,0
sumidouro,2025,12,5
tangua,2025,12,4
teresopolis,2025,12,2
trajano de moraes,2025,12,28
tres rios,2025,12,1
valenca,2025,12,131
varre-sai,2025,12,0
vassouras,2025,12,16
volta redonda,2025,12,35
angra dos reis,2025,13,236
aperibe,2025,13,2
araruama,2025,13,12
areal,2025,13,0
armacao dos buzios,2025,13,11
arraial do cabo,2025,13,2
barra do pirai,2025,13,3
barra mansa,2025,13,12
belford roxo,2025,13,15
bom jardim,2025,13,5
bom jesus do itabapoana,2025,13,14
cabo frio,2025,13,13
cachoeiras de macacu,2025,13,22
cambuci,2025,13,0
carapebus,2025,13,1
comendador levy gasparian,2025,13,0
campos dos goytacazes,2025,13,44
cantagalo,2025,13,2
cardoso moreira,2025,13,0
carmo,2025,13,115
casimiro de abreu,2025,13,11
conceicao de macabu,2025,13,1
cordeiro,2025,13,1
duas barras,2025,13,3
duque de caxias,2025,13,26
engenheiro paulo de frontin,2025,13,23
guapimirim,2025,13,20
iguaba grande,2025,13,19
itaborai,2025,13,62
itaguai,2025,13,1
italva,2025,13,7
itaocara,2025,13,0
itaperuna,2025,13,21
itatiaia,2025,13,29
japeri,2025,13,3
laje do muriae,2025,13,3
macae,2025,13,21
macuco,2025,13,0
mage,2025,13,82
mangaratiba,2025,13,10
marica,2025,13,12
mendes,2025,13,0
mesquita,2025,13,2
miguel pereira,2025,13,58
miracema,2025,13,10
natividade,2025,13,4
nilopolis,2025,13,11
niteroi,2025,13,15
nova friburgo,2025,13,74
nova iguacu,2025,13,75
paracambi,2025,13,47
paraiba do sul,2025,13,14
paraty,2025,13,493
paty do alferes,2025,13,10
petropolis,2025,13,106
pinheiral,2025,13,16
pirai,2025,13,38
porciuncula,2025,13,39
porto real,2025,13,1
quatis,2025,13,2
queimados,2025,13,5
quissama,2025,13,12
resende,2025,13,126
rio bonito,2025,13,30
rio claro,2025,13,2
rio das flores,2025,13,13
rio das ostras,2025,13,13
rio de janeiro,2025,13,1098
santa maria madalena,2025,13,12
santo antonio de padua,2025,13,16
sao francisco de itabapoana,2025,13,2
sao fidelis,2025,13,0
sao goncalo,2025,13,38
sao joao da barra,2025,13,7
sao joao de meriti,2025,13,20
sao jose de uba,2025,13,2
sao jose do vale do rio preto,2025,13,2
sao pedro da aldeia,2025,13,11
sao sebastiao do alto,2025,13,14
sapucaia,2025,13,15
saquarema,2025,13,11
seropedica,2025,13,0
silva jardim,2025,13,0
sumidouro,2025,13,5
tangua,2025,13,9
teresopolis,2025,13,3
trajano de moraes,2025,13,38
tres rios,2025,13,2
valenca,2025,13,132
varre-sai,2025,13,0
vassouras,2025,13,28
volta redonda,2025,13,27
angra dos reis,2025,14,400
aperibe,2025,14,2
araruama,2025,14,10
areal,2025,14,0
armacao dos buzios,2025,14,24
arraial do cabo,2025,14,1
barra do pirai,2025,14,3
barra mansa,2025,14,19
belford roxo,2025,14,12
bom jardim,2025,14,15
bom jesus do itabapoana,2025,14,6
cabo frio,2025,14,8
cachoeiras de macacu,2025,14,13
cambuci,2025,14,0
carapebus,2025,14,3
comendador levy gasparian,2025,14,2
campos dos goytacazes,2025,14,67
cantagalo,2025,14,7
cardoso moreira,2025,14,2
carmo,2025,14,123
casimiro de abreu,2025,14,10
conceicao de macabu,2025,14,3
cordeiro,2025,14,2
duas barras,2025,14,6
duque de caxias,2025,14,28
engenheiro paulo de frontin,2025,14,16
guapimirim,2025,14,25
iguaba grande,2025,14,31
itaborai,2025,14,72
itaguai,2025,14,0
italva,2025,14,6
itaocara,2025,14,4
itaperuna,2025,14,32
itatiaia,2025,14,33
japeri,2025,14,1
laje do muriae,2025,14,3
macae,2025,14,26
macuco,2025,14,0
mage,2025,14,144
mangaratiba,2025,14,13
marica,2025,14,37
mendes,2025,14,1
mesquita,2025,14,1
miguel pereira,2025,14,54
miracema,2025,14,15
natividade,2025,14,11
nilopolis,2025,14,5
niteroi,2025,14,13
nova friburgo,2025,14,96
nova iguacu,2025,14,59
paracambi,2025,14,54
paraiba do sul,2025,14,5
paraty,2025,14,502
paty do alferes,2025,14,4
petropolis,2025,14,80
pinheiral,2025,14,19
pirai,2025,14,44
porciuncula,2025,14,39
porto real,2025,14,0
quatis,2025,14,7
queimados,2025,14,0
quissama,2025,14,17
resende,2025,14,123
rio bonito,2025,14,44
rio claro,2025,14,11
rio das flores,2025,14,19
rio das ostras,2025,14,6
rio de janeiro,2025,14,1047
santa maria madalena,2025,14,2
santo antonio de padua,2025,14,12
sao francisco de itabapoana,2025,14,1
sao fidelis,2025,14,0
sao goncalo,2025,14,28
sao joao da barra,2025,14,4
sao joao de meriti,2025,14,9
sao jose de uba,2025,14,3
sao jose do vale do rio preto,2025,14,0
sao pedro da aldeia,2025,14,14
sao sebastiao do alto,2025,14,5
sapucaia,2025,14,11
saquarema,2025,14,7
seropedica,2025,14,0
silva jardim,2025,14,0
sumidouro,2025,14,7
tangua,2025,14,1
teresopolis,2025,14,5
trajano de moraes,2025,14,35
tres rios,2025,14,10
valenca,2025,14,69
varre-sai,2025,14,0
vassouras,2025,14,29
volta redonda,2025,14,29
angra dos reis,2025,15,492
aperibe,2025,15,1
araruama,2025,15,4
areal,2025,15,0
armacao dos buzios,2025,15,14
arraial do cabo,2025,15,5
barra do pirai,2025,15,18
barra mansa,2025,15,31
belford roxo,2025,15,18
bom jardim,2025,15,26
bom jesus do itabapoana,2025,15,16
cabo frio,2025,15,15
cachoeiras de macacu,2025,15,22
cambuci,2025,15,1
carapebus,2025,15,2
comendador levy gasparian,2025,15,1
campos dos goytacazes,2025,15,46
cantagalo,2025,15,4
cardoso moreira,2025,15,11
carmo,2025,15,119
casimiro de abreu,2025,15,8
conceicao de macabu,2025,15,1
cordeiro,2025,15,1
duas barras,2025,15,0
duque de caxias,2025,15,27
engenheiro paulo de frontin,2025,15,12
guapimirim,2025,15,29
iguaba grande,2025,15,27
itaborai,2025,15,46
itaguai,2025,15,0
italva,2025,15,2
itaocara,2025,15,4
itaperuna,2025,15,31
itatiaia,2025,15,24
japeri,2025,15,16
laje do muriae,2025,15,1
macae,2025,15,26
macuco,2025,15,0
mage,2025,15,149
mangaratiba,2025,15,8
marica,2025,15,20
mendes,2025,15,0
mesquita,2025,15,1
miguel pereira,2025,15,75
miracema,2025,15,5
natividade,2025,15,10
nilopolis,2025,15,4
niteroi,2025,15,19
nova friburgo,2025,15,87
nova iguacu,2025,15,93
paracambi,2025,15,37
paraiba do sul,2025,15,2
paraty,2025,15,410
paty do alferes,2025,15,5
petropolis,2025,15,88
pinheiral,2025,15,4
pirai,2025,15,43
porciuncula,2025,15,40
porto real,2025,15,0
quatis,2025,15,1
queimados,2025,15,0
quissama,2025,15,17
resende,2025,15,104
rio bonito,2025,15,59
rio claro,2025,15,20
rio das flores,2025,15,17
rio das ostras,2025,15,15
rio de janeiro,2025,15,1016
santa maria madalena,2025,15,4
santo antonio de padua,2025,15,11
sao francisco de itabapoana,2025,15,4
sao fidelis,2025,15,0
sao goncalo,2025,15,25
sao joao da barra,2025,15,6
sao joao de meriti,2025,15,23
sao jose de uba,2025,15,2
sao jose do vale do rio preto,2025,15,1
sao pedro da aldeia,2025,15,16
sao sebastiao do alto,2025,15,5
sapucaia,2025,15,15
saquarema,2025,15,6
seropedica,2025,15,1
silva jardim,2025,15,0
sumidouro,2025,15,13
tangua,2025,15,0
teresopolis,2025,15,8
trajano de moraes,2025,15,19
tres rios,2025,15,7
valenca,2025,15,123
varre-sai,2025,15,0
vassouras,2025,15,24
volta redonda,2025,15,24
angra dos reis,2025,16,469
aperibe,2025,16,0
araruama,2025,16,5
areal,2025,16,0
armacao dos buzios,2025,16,35
arraial do cabo,2025,16,1
barra do pirai,2025,16,10
barra mansa,2025,16,12
belford roxo,2025,16,12
bom jardim,2025,16,10
bom jesus do itabapoana,2025,16,5
