municipio,year,week,rainfall
comendador levy gasparian,2014,52,64.057777
comendador levy gasparian,2015,1,33.035556
comendador levy gasparian,2015,2,57.51555599999999
comendador levy gasparian,2015,3,55.73555399999999
comendador levy gasparian,2015,4,56.591112
comendador levy gasparian,2015,5,46.1677792
comendador levy gasparian,2015,6,38.50777839999999
comendador levy gasparian,2015,7,39.596667399999994
comendador levy gasparian,2015,8,37.367777999999994
comendador levy gasparian,2015,9,36.1055543
comendador levy gasparian,2015,10,42.1788881
comendador levy gasparian,2015,11,40.0422216
comendador levy gasparian,2015,12,40.9755552
comendador levy gasparian,2015,13,41.0588892
comendador levy gasparian,2015,14,20.8266666
comendador levy gasparian,2015,15,18.721111
comendador levy gasparian,2015,16,13.160000000000002
comendador levy gasparian,2015,17,12.8133326
comendador levy gasparian,2015,18,10.6155551
comendador levy gasparian,2015,19,7.7622223
comendador levy gasparian,2015,20,10.1033331
comendador levy gasparian,2015,21,8.7877775
comendador levy gasparian,2015,22,6.6866664
comendador levy gasparian,2015,23,6.3544446
comendador levy gasparian,2015,24,4.910000080000001
comendador levy gasparian,2015,25,4.03888888
comendador levy gasparian,2015,26,5.31222202
comendador levy gasparian,2015,27,4.87888887
comendador levy gasparian,2015,28,4.76777781
comendador levy gasparian,2015,29,4.92333331
comendador levy gasparian,2015,30,5.65666633
comendador levy gasparian,2015,31,4.982221999999999
comendador levy gasparian,2015,32,5.88
comendador levy gasparian,2015,33,4.6933332
comendador levy gasparian,2015,34,5.2255556
comendador levy gasparian,2015,35,6.1988892
comendador levy gasparian,2015,36,10.506666
comendador levy gasparian,2015,37,11.534444
comendador levy gasparian,2015,38,10.57
comendador levy gasparian,2015,39,16.737778400000003
comendador levy gasparian,2015,40,20.191111600000003
comendador levy gasparian,2015,41,22.567778200000003
comendador levy gasparian,2015,42,21.2877784
comendador levy gasparian,2015,43,25.610000900000003
comendador levy gasparian,2015,44,25.2377785
comendador levy gasparian,2015,45,39.97
comendador levy gasparian,2015,46,41.314445000000006
comendador levy gasparian,2015,47,43.523335
comendador levy gasparian,2015,48,47.701115
comendador levy gasparian,2015,49,44.7211106
comendador levy gasparian,2015,50,48.8511104
comendador levy gasparian,2015,51,55.02
comendador levy gasparian,2015,52,64.057777
comendador levy gasparian,2016,1,57.81222299999999
comendador levy gasparian,2016,2,55.73555399999999
comendador levy gasparian,2016,3,56.4200004
comendador levy gasparian,2016,4,48.8000016
comendador levy gasparian,2016,5,38.50777839999999
comendador levy gasparian,2016,6,39.378889599999994
comendador levy gasparian,2016,7,38.700000499999994
comendador levy gasparian,2016,8,30.7066655
comendador levy gasparian,2016,9,41.1666658
comendador levy gasparian,2016,10,39.1422216
comendador levy gasparian,2016,11,40.9422216
comendador levy gasparian,2016,12,41.0588892
comendador levy gasparian,2016,13,26.5733334
comendador levy gasparian,2016,14,20.9455554
comendador levy gasparian,2016,15,13.160000000000002
comendador levy gasparian,2016,16,12.9288884
comendador levy gasparian,2016,17,12.0422215
comendador levy gasparian,2016,18,7.7622223
comendador levy gasparian,2016,19,9.4344443
comendador levy gasparian,2016,20,9.4455553
comendador levy gasparian,2016,21,7.8011108
comendador levy gasparian,2016,22,5.653333399999999
comendador levy gasparian,2016,23,5.63222234
comendador levy gasparian,2016,24,3.82666669
comendador levy gasparian,2016,25,5.09999983
comendador levy gasparian,2016,26,5.05222213
comendador levy gasparian,2016,27,4.70555561
comendador levy gasparian,2016,28,4.92333331
comendador levy gasparian,2016,29,5.41222199
comendador levy gasparian,2016,30,4.953333
comendador levy gasparian,2016,31,5.88
comendador levy gasparian,2016,32,5.0888888
comendador levy gasparian,2016,33,4.7388888
comendador levy gasparian,2016,34,6.1988892
comendador levy gasparian,2016,35,8.7755552
comendador levy gasparian,2016,36,12.016666
comendador levy gasparian,2016,37,10.57
comendador levy gasparian,2016,38,14.975556
comendador levy gasparian,2016,39,18.464445
comendador levy gasparian,2016,40,22.781111500000005
comendador levy gasparian,2016,41,21.5011117
comendador levy gasparian,2016,42,23.8811119
comendador levy gasparian,2016,43,27.3388899
comendador levy gasparian,2016,44,34.26
comendador levy gasparian,2016,45,40.776667
comendador levy gasparian,2016,46,41.85222300000001
comendador levy gasparian,2016,47,47.701115
comendador levy gasparian,2016,48,45.7144454
comendador levy gasparian,2016,49,45.7666656
comendador levy gasparian,2016,50,55.02
comendador levy gasparian,2016,51,61.475555
comendador levy gasparian,2016,52,45.755555
comendador levy gasparian,2017,1,57.81222299999999
comendador levy gasparian,2017,2,56.32888799999999
comendador levy gasparian,2017,3,56.0777772
comendador levy gasparian,2017,4,56.9333352
comendador levy gasparian,2017,5,35.6388896
comendador levy gasparian,2017,6,38.94333399999999
comendador levy gasparian,2017,7,40.032222999999995
comendador levy gasparian,2017,8,32.038888
comendador levy gasparian,2017,9,44.54111
comendador levy gasparian,2017,10,38.6922216
comendador levy gasparian,2017,11,40.9422216
comendador levy gasparian,2017,12,41.0422224
comendador levy gasparian,2017,13,29.4466668
comendador levy gasparian,2017,14,20.9455554
comendador levy gasparian,2017,15,14.272222200000003
comendador levy gasparian,2017,16,12.9866663
comendador levy gasparian,2017,17,12.7555547
comendador levy gasparian,2017,18,7.7622223
comendador levy gasparian,2017,19,9.0999999
comendador levy gasparian,2017,20,9.7744442
comendador levy gasparian,2017,21,7.8011108
comendador levy gasparian,2017,22,5.859999999999999
comendador levy gasparian,2017,23,5.99333347
comendador levy gasparian,2017,24,3.82666669
comendador levy gasparian,2017,25,4.8877776399999995
comendador levy gasparian,2017,26,5.1388887599999995
comendador levy gasparian,2017,27,4.70555561
comendador levy gasparian,2017,28,4.89222221
comendador levy gasparian,2017,29,5.28999982
comendador levy gasparian,2017,30,5.7788885
comendador levy gasparian,2017,31,5.04
comendador levy gasparian,2017,32,5.2866666
comendador levy gasparian,2017,33,4.4955554
comendador levy gasparian,2017,34,6.1988892
comendador levy gasparian,2017,35,7.9099998
comendador levy gasparian,2017,36,12.257777
comendador levy gasparian,2017,37,10.57
comendador levy gasparian,2017,38,14.094444800000002
comendador levy gasparian,2017,39,17.601111700000004
comendador levy gasparian,2017,40,22.781111500000005
comendador levy gasparian,2017,41,21.714445
comendador levy gasparian,2017,42,23.0166674
comendador levy gasparian,2017,43,27.3388899
comendador levy gasparian,2017,44,32.4555557
comendador levy gasparian,2017,45,40.507778
comendador levy gasparian,2017,46,41.85222300000001
comendador levy gasparian,2017,47,46.865559
comendador levy gasparian,2017,48,46.2111128
comendador levy gasparian,2017,49,44.2244432
comendador levy gasparian,2017,50,55.02
comendador levy gasparian,2017,51,60.184444
comendador levy gasparian,2017,52,63.165555
comendador levy gasparian,2018,1,57.81222299999999
comendador levy gasparian,2018,2,56.62555499999999
comendador levy gasparian,2018,3,55.9066656
comendador levy gasparian,2018,4,56.9333352
comendador levy gasparian,2018,5,38.271111999999995
comendador levy gasparian,2018,6,38.72555619999999
comendador levy gasparian,2018,7,40.032222999999995
comendador levy gasparian,2018,8,33.3711105
comendador levy gasparian,2018,9,43.528887700000006
comendador levy gasparian,2018,10,38.2422216
comendador levy gasparian,2018,11,40.9422216
comendador levy gasparian,2018,12,41.0255556
comendador levy gasparian,2018,13,32.320000199999996
comendador levy gasparian,2018,14,20.9455554
comendador levy gasparian,2018,15,15.384444400000003
comendador levy gasparian,2018,16,13.0444442
comendador levy gasparian,2018,17,12.7555547
comendador levy gasparian,2018,18,8.4755555
comendador levy gasparian,2018,19,8.7655555
comendador levy gasparian,2018,20,10.1033331
comendador levy gasparian,2018,21,7.8011108
comendador levy gasparian,2018,22,6.0666666
comendador levy gasparian,2018,23,6.3544446
comendador levy gasparian,2018,24,3.82666669
comendador levy gasparian,2018,25,4.67555545
comendador levy gasparian,2018,26,5.22555539
comendador levy gasparian,2018,27,4.70555561
comendador levy gasparian,2018,28,4.8611111099999995
comendador levy gasparian,2018,29,5.16777765
comendador levy gasparian,2018,30,5.7788885
comendador levy gasparian,2018,31,5.025555499999999
comendador levy gasparian,2018,32,5.4844444
comendador levy gasparian,2018,33,4.4955554
comendador levy gasparian,2018,34,5.9555558
comendador levy gasparian,2018,35,7.0444444
comendador levy gasparian,2018,36,12.257776999999999
comendador levy gasparian,2018,37,10.811110999999999
comendador levy gasparian,2018,38,13.213333600000002
comendador levy gasparian,2018,39,16.737778400000003
comendador levy gasparian,2018,40,22.781111500000005
comendador levy gasparian,2018,41,21.9277783
comendador levy gasparian,2018,42,22.1522229
comendador levy gasparian,2018,43,27.3388899
comendador levy gasparian,2018,44,30.6511114
comendador levy gasparian,2018,45,40.238889
comendador levy gasparian,2018,46,41.85222300000001
comendador levy gasparian,2018,47,46.030003
comendador levy gasparian,2018,48,46.7077802
comendador levy gasparian,2018,49,44.2244432
comendador levy gasparian,2018,50,53.4777776
comendador levy gasparian,2018,51,58.893333
comendador levy gasparian,2018,52,64.057777
comendador levy gasparian,2019,1,58.70444499999999
comendador levy gasparian,2019,2,56.92222199999999
comendador levy gasparian,2019,3,55.73555399999999
comendador levy gasparian,2019,4,56.9333352
comendador levy gasparian,2019,5,40.9033344
comendador levy gasparian,2019,6,38.50777839999999
comendador levy gasparian,2019,7,40.032222999999995
comendador levy gasparian,2019,8,34.703333
comendador levy gasparian,2019,9,42.5166654
comendador levy gasparian,2019,10,37.792221600000005
comendador levy gasparian,2019,11,40.9422216
comendador levy gasparian,2019,12,41.0088888
comendador levy gasparian,2019,13,35.193333599999995
comendador levy gasparian,2019,14,20.9455554
comendador levy gasparian,2019,15,16.4966666
comendador levy gasparian,2019,16,13.1022221
comendador levy gasparian,2019,17,12.7555547
comendador levy gasparian,2019,18,9.1888887
comendador levy gasparian,2019,19,8.431111099999999
comendador levy gasparian,2019,20,10.1033331
comendador levy gasparian,2019,21,8.129999699999999
comendador levy gasparian,2019,22,6.2733332
comendador levy gasparian,2019,23,6.3544446
comendador levy gasparian,2019,24,4.18777782
comendador levy gasparian,2019,25,4.46333326
comendador levy gasparian,2019,26,5.31222202
comendador levy gasparian,2019,27,4.70555561
comendador levy gasparian,2019,28,4.830000009999999
comendador levy gasparian,2019,29,5.04555548
comendador levy gasparian,2019,30,5.7788885
comendador levy gasparian,2019,31,5.011111
comendador levy gasparian,2019,32,5.6822222
comendador levy gasparian,2019,33,4.4955554
comendador levy gasparian,2019,34,5.7122224
comendador levy gasparian,2019,35,6.178889
comendador levy gasparian,2019,36,12.257777
comendador levy gasparian,2019,37,11.052222
comendador levy gasparian,2019,38,12.3322224
comendador levy gasparian,2019,39,16.737778400000003
comendador levy gasparian,2019,40,21.917778200000004
comendador levy gasparian,2019,41,22.1411116
comendador levy gasparian,2019,42,21.2877784
comendador levy gasparian,2019,43,27.3388899
comendador levy gasparian,2019,44,28.8466671
comendador levy gasparian,2019,45,39.97
comendador levy gasparian,2019,46,41.85222300000001
comendador levy gasparian,2019,47,45.194447
comendador levy gasparian,2019,48,47.2044476
comendador levy gasparian,2019,49,44.2244432
comendador levy gasparian,2019,50,51.9355552
comendador levy gasparian,2019,51,57.602222
comendador levy gasparian,2019,52,64.057777
comendador levy gasparian,2020,1,41.294445
comendador levy gasparian,2020,2,57.21888899999999
comendador levy gasparian,2020,3,55.73555399999999
comendador levy gasparian,2020,4,56.7622236
comendador levy gasparian,2020,5,43.535556799999995
comendador levy gasparian,2020,6,38.50777839999999
comendador levy gasparian,2020,7,39.814445199999994
comendador levy gasparian,2020,8,36.0355555
comendador levy gasparian,2020,9,36.1055543
comendador levy gasparian,2020,10,37.792221600000005
comendador levy gasparian,2020,11,40.0422216
comendador levy gasparian,2020,12,40.9755552
comendador levy gasparian,2020,13,41.0588892
comendador levy gasparian,2020,14,20.8266666
comendador levy gasparian,2020,15,18.721111
comendador levy gasparian,2020,16,13.160000000000002
comendador levy gasparian,2020,17,12.8133326
comendador levy gasparian,2020,18,10.6155551
comendador levy gasparian,2020,19,7.7622223
comendador levy gasparian,2020,20,10.1033331
comendador levy gasparian,2020,21,8.7877775
comendador levy gasparian,2020,22,6.6866664
comendador levy gasparian,2020,23,6.3544446
comendador levy gasparian,2020,24,4.910000080000001
comendador levy gasparian,2020,25,4.03888888
comendador levy gasparian,2020,26,5.31222202
comendador levy gasparian,2020,27,4.87888887
comendador levy gasparian,2020,28,4.76777781
comendador levy gasparian,2020,29,4.92333331
comendador levy gasparian,2020,30,5.65666633
comendador levy gasparian,2020,31,4.982221999999999
comendador levy gasparian,2020,32,5.88
comendador levy gasparian,2020,33,4.6933332
comendador levy gasparian,2020,34,5.2255556
comendador levy gasparian,2020,35,6.1988892
comendador levy gasparian,2020,36,10.506666
comendador levy gasparian,2020,37,11.534444
comendador levy gasparian,2020,38,10.57
comendador levy gasparian,2020,39,16.737778400000003
comendador levy gasparian,2020,40,20.191111600000003
comendador levy gasparian,2020,41,22.567778200000003
comendador levy gasparian,2020,42,21.2877784
comendador levy gasparian,2020,43,25.610000900000003
comendador levy gasparian,2020,44,25.2377785
comendador levy gasparian,2020,45,39.97
comendador levy gasparian,2020,46,41.314445000000006
comendador levy gasparian,2020,47,43.523335
comendador levy gasparian,2020,48,47.701115
comendador levy gasparian,2020,49,44.7211106
comendador levy gasparian,2020,50,48.8511104
comendador levy gasparian,2020,51,55.02
comendador levy gasparian,2020,52,64.057777
comendador levy gasparian,2021,1,57.81222299999999
comendador levy gasparian,2021,2,55.73555399999999
comendador levy gasparian,2021,3,56.4200004
comendador levy gasparian,2021,4,48.8000016
comendador levy gasparian,2021,5,38.50777839999999
comendador levy gasparian,2021,6,39.378889599999994
comendador levy gasparian,2021,7,38.700000499999994
comendador levy gasparian,2021,8,30.7066655
comendador levy gasparian,2021,9,46.565554600000006
comendador levy gasparian,2021,10,39.592221599999995
comendador levy gasparian,2021,11,40.9588884
comendador levy gasparian,2021,12,41.0588892
comendador levy gasparian,2021,13,23.7
comendador levy gasparian,2021,14,19.8333332
comendador levy gasparian,2021,15,13.160000000000002
comendador levy gasparian,2021,16,12.8711105
comendador levy gasparian,2021,17,11.3288883
comendador levy gasparian,2021,18,7.7622223
comendador levy gasparian,2021,19,9.768888699999998
comendador levy gasparian,2021,20,9.1166664
comendador levy gasparian,2021,21,7.8011108
comendador levy gasparian,2021,22,5.4466668
comendador levy gasparian,2021,23,5.271111210000001
comendador levy gasparian,2021,24,3.82666669
comendador levy gasparian,2021,25,5.31222202
comendador levy gasparian,2021,26,4.9655555
comendador levy gasparian,2021,27,4.73666671
comendador levy gasparian,2021,28,4.92333331
comendador levy gasparian,2021,29,5.5344441600000005
comendador levy gasparian,2021,30,4.9677774999999995
comendador levy gasparian,2021,31,5.88
comendador levy gasparian,2021,32,4.8911109999999995
comendador levy gasparian,2021,33,4.9822222
comendador levy gasparian,2021,34,6.1988892
comendador levy gasparian,2021,35,9.6411106
comendador levy gasparian,2021,36,11.775555
comendador levy gasparian,2021,37,10.57
comendador levy gasparian,2021,38,15.856667200000004
comendador levy gasparian,2021,39,19.3277783
comendador levy gasparian,2021,40,22.781111500000005
comendador levy gasparian,2021,41,21.2877784
comendador levy gasparian,2021,42,24.7455564
comendador levy gasparian,2021,43,23.4333342
comendador levy gasparian,2021,44,39.97
comendador levy gasparian,2021,45,41.045556000000005
comendador levy gasparian,2021,46,42.687779000000006
comendador levy gasparian,2021,47,47.701115
comendador levy gasparian,2021,48,45.217778
comendador levy gasparian,2021,49,47.308888
comendador levy gasparian,2021,50,55.02
comendador levy gasparian,2021,51,62.766666
comendador levy gasparian,2021,52,36.604444
comendador levy gasparian,2022,1,57.81222299999999
comendador levy gasparian,2022,2,56.03222099999999
comendador levy gasparian,2022,3,56.2488888
comendador levy gasparian,2022,4,56.9333352
comendador levy gasparian,2022,5,33.006667199999995
comendador levy gasparian,2022,6,39.16111179999999
comendador levy gasparian,2022,7,40.032222999999995
comendador levy gasparian,2022,8,30.7066655
comendador levy gasparian,2022,9,45.55333230000001
comendador levy gasparian,2022,10,39.1422216
comendador levy gasparian,2022,11,40.9422216
comendador levy gasparian,2022,12,41.0588892
comendador levy gasparian,2022,13,26.5733334
comendador levy gasparian,2022,14,20.9455554
comendador levy gasparian,2022,15,13.160000000000002
comendador levy gasparian,2022,16,12.9288884
comendador levy gasparian,2022,17,12.0422215
comendador levy gasparian,2022,18,7.7622223
comendador levy gasparian,2022,19,9.4344443
comendador levy gasparian,2022,20,9.4455553
comendador levy gasparian,2022,21,7.8011108
comendador levy gasparian,2022,22,5.653333399999999
comendador levy gasparian,2022,23,5.63222234
comendador levy gasparian,2022,24,3.82666669
comendador levy gasparian,2022,25,5.09999983
comendador levy gasparian,2022,26,5.05222213
comendador levy gasparian,2022,27,4.70555561
comendador levy gasparian,2022,28,4.92333331
comendador levy gasparian,2022,29,5.41222199
comendador levy gasparian,2022,30,4.953333
comendador levy gasparian,2022,31,5.88
comendador levy gasparian,2022,32,5.0888888
comendador levy gasparian,2022,33,4.7388888
comendador levy gasparian,2022,34,6.1988892
comendador levy gasparian,2022,35,8.7755552
comendador levy gasparian,2022,36,12.016666
comendador levy gasparian,2022,37,10.57
comendador levy gasparian,2022,38,14.975556
comendador levy gasparian,2022,39,18.464445
comendador levy gasparian,2022,40,22.781111500000005
comendador levy gasparian,2022,41,21.5011117
comendador levy gasparian,2022,42,23.8811119
comendador levy gasparian,2022,43,27.3388899
comendador levy gasparian,2022,44,34.26
comendador levy gasparian,2022,45,40.776667
comendador levy gasparian,2022,46,41.85222300000001
comendador levy gasparian,2022,47,47.701115
comendador levy gasparian,2022,48,45.7144454
comendador levy gasparian,2022,49,45.7666656
comendador levy gasparian,2022,50,55.02
comendador levy gasparian,2022,51,61.475555
comendador levy gasparian,2022,52,62.273333
comendador levy gasparian,2023,1,57.81222299999999
comendador levy gasparian,2023,2,56.32888799999999
comendador levy gasparian,2023,3,56.0777772
comendador levy gasparian,2023,4,56.9333352
comendador levy gasparian,2023,5,35.6388896
comendador levy gasparian,2023,6,38.94333399999999
comendador levy gasparian,2023,7,40.032222999999995
comendador levy gasparian,2023,8,32.038888
comendador levy gasparian,2023,9,44.54111
comendador levy gasparian,2023,10,38.6922216
comendador levy gasparian,2023,11,40.9422216
comendador levy gasparian,2023,12,41.0422224
comendador levy gasparian,2023,13,29.4466668
comendador levy gasparian,2023,14,20.9455554
comendador levy gasparian,2023,15,14.272222200000003
comendador levy gasparian,2023,16,12.9866663
comendador levy gasparian,2023,17,12.7555547
comendador levy gasparian,2023,18,7.7622223
comendador levy gasparian,2023,19,9.0999999
comendador levy gasparian,2023,20,9.7744442
comendador levy gasparian,2023,21,7.8011108
comendador levy gasparian,2023,22,5.859999999999999
comendador levy gasparian,2023,23,5.99333347
comendador levy gasparian,2023,24,3.82666669
comendador levy gasparian,2023,25,4.8877776399999995
comendador levy gasparian,2023,26,5.1388887599999995
comendador levy gasparian,2023,27,4.70555561
comendador levy gasparian,2023,28,4.89222221
comendador levy gasparian,2023,29,5.28999982
comendador levy gasparian,2023,30,5.7788885
comendador levy gasparian,2023,31,5.04
comendador levy gasparian,2023,32,5.2866666
comendador levy gasparian,2023,33,4.4955554
comendador levy gasparian,2023,34,6.1988892
comendador levy gasparian,2023,35,7.9099998
comendador levy gasparian,2023,36,12.257777
comendador levy gasparian,2023,37,10.57
comendador levy gasparian,2023,38,14.094444800000002
comendador levy gasparian,2023,39,17.601111700000004
comendador levy gasparian,2023,40,22.781111500000005
comendador levy gasparian,2023,41,21.714445
comendador levy gasparian,2023,42,23.0166674
comendador levy gasparian,2023,43,27.3388899
comendador levy gasparian,2023,44,32.4555557
comendador levy gasparian,2023,45,40.507778
comendador levy gasparian,2023,46,41.85222300000001
comendador levy gasparian,2023,47,46.865559
comendador levy gasparian,2023,48,46.2111128
comendador levy gasparian,2023,49,44.2244432
comendador levy gasparian,2023,50,55.02
comendador levy gasparian,2023,51,60.184444
comendador levy gasparian,2023,52,63.165555
comendador levy gasparian,2024,1,66.96333399999999
comendador levy gasparian,2024,2,56.62555499999999
comendador levy gasparian,2024,3,55.9066656
comendador levy gasparian,2024,4,56.9333352
comendador levy gasparian,2024,5,38.271111999999995
comendador levy gasparian,2024,6,38.72555619999999
comendador levy gasparian,2024,7,40.032222999999995
comendador levy gasparian,2024,8,33.3711105
comendador levy gasparian,2024,9,38.1299989
comendador levy gasparian,2024,10,37.792221600000005
comendador levy gasparian,2024,11,40.9422216
comendador levy gasparian,2024,12,41.0088888
comendador levy gasparian,2024,13,35.193333599999995
comendador levy gasparian,2024,14,20.9455554
comendador levy gasparian,2024,15,16.4966666
comendador levy gasparian,2024,16,13.1022221
comendador levy gasparian,2024,17,12.7555547
comendador levy gasparian,2024,18,9.1888887
comendador levy gasparian,2024,19,8.431111099999999
comendador levy gasparian,2024,20,10.1033331
comendador levy gasparian,2024,21,8.129999699999999
comendador levy gasparian,2024,22,6.2733332
comendador levy gasparian,2024,23,6.3544446
comendador levy gasparian,2024,24,4.18777782
comendador levy gasparian,2024,25,4.46333326
comendador levy gasparian,2024,26,5.31222202
comendador levy gasparian,2024,27,4.70555561
comendador levy gasparian,2024,28,4.830000009999999
comendador levy gasparian,2024,29,5.04555548
comendador levy gasparian,2024,30,5.7788885
comendador levy gasparian,2024,31,5.011111
comendador levy gasparian,2024,32,5.6822222
comendador levy gasparian,2024,33,4.4955554
comendador levy gasparian,2024,34,5.7122224
comendador levy gasparian,2024,35,6.178889
comendador levy gasparian,2024,36,12.257777
comendador levy gasparian,2024,37,11.052222
comendador levy gasparian,2024,38,12.3322224
comendador levy gasparian,2024,39,16.737778400000003
comendador levy gasparian,2024,40,21.917778200000004
comendador levy gasparian,2024,41,22.1411116
comendador levy gasparian,2024,42,21.2877784
comendador levy gasparian,2024,43,27.3388899
comendador levy gasparian,2024,44,28.8466671
comendador levy gasparian,2024,45,39.97
comendador levy gasparian,2024,46,41.85222300000001
comendador levy gasparian,2024,47,45.194447
comendador levy gasparian,2024,48,47.2044476
comendador levy gasparian,2024,49,44.2244432
comendador levy gasparian,2024,50,51.9355552
comendador levy gasparian,2024,51,57.602222
comendador levy gasparian,2024,52,64.057777
comendador levy gasparian,2025,1,41.294445
comendador levy gasparian,2025,2,57.21888899999999
comendador levy gasparian,2025,3,55.73555399999999
comendador levy gasparian,2025,4,56.7622236
comendador levy gasparian,2025,5,43.535556799999995
comendador levy gasparian,2025,6,38.50777839999999
comendador levy gasparian,2025,7,39.814445199999994
comendador levy gasparian,2025,8,36.0355555
comendador levy gasparian,2025,9,41.5044431
comendador levy gasparian,2025,10,37.792221600000005
comendador levy gasparian,2025,11,40.4922216
comendador levy gasparian,2025,12,40.992222
comendador levy gasparian,2025,13,41.0588892
comendador levy gasparian,2025,14,17.9533332
comendador levy gasparian,2025,15,17.608888800000003
comendador levy gasparian,2025,16,13.160000000000002
comendador levy gasparian,2025,17,12.7555547
comendador levy gasparian,2025,18,9.9022219
comendador levy gasparian,2025,19,8.0966667
comendador levy gasparian,2025,20,10.1033331
comendador levy gasparian,2025,21,8.4588886
comendador levy gasparian,2025,22,6.4799998
comendador levy gasparian,2025,23,6.3544446
comendador levy gasparian,2025,24,4.54888895
comendador levy gasparian,2025,25,4.25111107
comendador levy gasparian,2025,26,5.31222202
comendador levy gasparian,2025,27,4.79222224
comendador levy gasparian,2025,28,4.7988889100000005
comendador levy gasparian,2025,29,4.92333331
comendador levy gasparian,2025,30,5.7788885
comendador levy gasparian,2025,31,4.996666499999999
comendador levy gasparian,2025,32,5.88
comendador levy gasparian,2025,33,4.4955554
comendador levy gasparian,2025,34,5.468889
comendador levy gasparian,2025,35,5.3133336
comendador levy gasparian,2025,36,12.257777
comendador levy gasparian,2025,37,11.293333
comendador levy gasparian,2025,38,11.4511112
comendador levy gasparian,2025,39,16.737778400000003
comendador levy gasparian,2025,40,21.054444900000004
comendador levy gasparian,2025,41,22.3544449
comendador levy gasparian,2025,42,21.2877784
comendador levy gasparian,2025,43,26.474445400000004
comendador levy gasparian,2025,44,27.0422228
comendador levy gasparian,2025,45,39.97
comendador levy gasparian,2025,46,41.58333400000001
comendador levy gasparian,2025,47,44.358891
comendador levy gasparian,2025,48,47.701115
comendador levy gasparian,2025,49,44.2244432
comendador levy gasparian,2025,50,50.393332799999996
comendador levy gasparian,2025,51,56.311111
comendador levy gasparian,2025,52,64.057777
conceicao de macabu,2010,1,48.003844
conceicao de macabu,2010,2,49.271026000000006
conceicao de macabu,2010,3,47.555128
conceicao de macabu,2010,4,39.658461
conceicao de macabu,2010,5,28.2692319
conceicao de macabu,2010,6,30.1143599
conceicao de macabu,2010,7,30.4546162
conceicao de macabu,2010,8,24.193078000000003
conceicao de macabu,2010,9,47.1066671
conceicao de macabu,2010,10,36.6528203
conceicao de macabu,2010,11,34.8671789
conceicao de macabu,2010,12,40.09025510000001
conceicao de macabu,2010,13,27.3025642
conceicao de macabu,2010,14,27.0494877
conceicao de macabu,2010,15,22.9402551
conceicao de macabu,2010,16,21.359486599999997
conceicao de macabu,2010,17,18.6205126
conceicao de macabu,2010,18,13.353846100000002
conceicao de macabu,2010,19,17.3753851
conceicao de macabu,2010,20,16.3487183
conceicao de macabu,2010,21,14.086153900000005
conceicao de macabu,2010,22,9.3215382
conceicao de macabu,2010,23,9.7758973
conceicao de macabu,2010,24,8.310256500000001
conceicao de macabu,2010,25,9.850256149999998
conceicao de macabu,2010,26,9.52923075
conceicao de macabu,2010,27,9.2892309
conceicao de macabu,2010,28,9.2938461
conceicao de macabu,2010,29,9.0464101
conceicao de macabu,2010,30,7.7833332
conceicao de macabu,2010,31,9.7461539
conceicao de macabu,2010,32,8.7807694
conceicao de macabu,2010,33,8.487436
conceicao de macabu,2010,34,8.719487
conceicao de macabu,2010,35,13.425128
conceicao de macabu,2010,36,16.687692
conceicao de macabu,2010,37,15.7787175
conceicao de macabu,2010,38,19.911025499999997
conceicao de macabu,2010,39,21.0305129
conceicao de macabu,2010,40,21.6048721
conceicao de macabu,2010,41,22.525643
conceicao de macabu,2010,42,27.116411
conceicao de macabu,2010,43,26.193846
conceicao de macabu,2010,44,46.00615320000001
conceicao de macabu,2010,45,49.8482028
conceicao de macabu,2010,46,51.7753815
conceicao de macabu,2010,47,46.04923050000001
conceicao de macabu,2010,48,45.000513000000005
conceicao de macabu,2010,49,47.358974
conceicao de macabu,2010,50,54.303844
conceicao de macabu,2010,51,47.734614400000005
conceicao de macabu,2010,52,26.651281599999997
conceicao de macabu,2011,1,48.003844
conceicao de macabu,2011,2,49.09
conceicao de macabu,2011,3,47.984102500000006
conceicao de macabu,2011,4,46.2682045
conceicao de macabu,2011,5,24.2307702
conceicao de macabu,2011,6,29.6530779
conceicao de macabu,2011,7,31.4982059
conceicao de macabu,2011,8,24.193078000000003
conceicao de macabu,2011,9,44.8207698
conceicao de macabu,2011,10,37.538205
conceicao de macabu,2011,11,33.9966662
conceicao de macabu,2011,12,40.09025510000001
conceicao de macabu,2011,13,29.0676921
conceicao de macabu,2011,14,27.7343598
conceicao de macabu,2011,15,22.9402551
conceicao de macabu,2011,16,21.6756403
conceicao de macabu,2011,17,19.6738459
conceicao de macabu,2011,18,13.353846100000002
conceicao de macabu,2011,19,16.705128600000002
conceicao de macabu,2011,20,16.914359400000002
conceicao de macabu,2011,21,14.086153900000005
conceicao de macabu,2011,22,9.7802562
conceicao de macabu,2011,23,10.1423075
conceicao de macabu,2011,24,8.310256500000001
conceicao de macabu,2011,25,9.6302562
conceicao de macabu,2011,26,9.6094871
conceicao de macabu,2011,27,9.2884617
conceicao de macabu,2011,28,9.2938461
conceicao de macabu,2011,29,9.0958973
conceicao de macabu,2011,30,7.6692306
conceicao de macabu,2011,31,9.7461539
conceicao de macabu,2011,32,8.973846300000002
conceicao de macabu,2011,33,8.441025800000002
conceicao de macabu,2011,34,8.719487
conceicao de macabu,2011,35,12.2348716
conceicao de macabu,2011,36,16.8694869
