municipio,year,week,population
pirai,2010,11,29545
porciuncula,2010,11,18960
porto real,2010,11,19974
quatis,2010,11,14435
queimados,2010,11,151335
quissama,2010,11,25126
resende,2010,11,132312
rio bonito,2010,11,60573
rio claro,2010,11,18605
rio das flores,2010,11,9344
rio das ostras,2010,11,155193
rio de janeiro,2010,11,6747815
santa maria madalena,2010,11,10392
santo antonio de padua,2010,11,42594
sao francisco de itabapoana,2010,11,42210
sao fidelis,2010,11,38710
sao goncalo,2010,11,1091737
sao joao da barra,2010,11,36423
sao joao de meriti,2010,11,472906
sao jose de uba,2010,11,7206
sao jose do vale do rio preto,2010,11,21916
sao pedro da aldeia,2010,11,106049
sao sebastiao do alto,2010,11,9387
sapucaia,2010,11,6009
saquarema,2010,11,90583
seropedica,2010,11,83092
silva jardim,2010,11,21774
sumidouro,2010,11,15667
tangua,2010,11,34610
teresopolis,2010,11,184240
trajano de moraes,2010,11,10640
tres rios,2010,11,82142
valenca,2010,11,97233
varre-sai,2010,11,11106
vassouras,2010,11,37083
volta redonda,2010,11,273988
angra dos reis,2010,12,207044
aperibe,2010,12,11901
araruama,2010,12,134293
areal,2010,12,12669
armacao dos buzios,2010,12,34477
arraial do cabo,2010,12,30593
barra do pirai,2010,12,100764
barra mansa,2010,12,184833
belford roxo,2010,12,513118
bom jardim,2010,12,41822
bom jesus do itabapoana,2010,12,37203
cabo frio,2010,12,230378
cachoeiras de macacu,2010,12,59303
cambuci,2010,12,15514
carapebus,2010,12,16586
comendador levy gasparian,2010,12,8576
campos dos goytacazes,2010,12,511168
cantagalo,2010,12,4551
cardoso moreira,2010,12,12821
carmo,2010,12,19030
casimiro de abreu,2010,12,45041
conceicao de macabu,2010,12,23398
cordeiro,2010,12,22041
duas barras,2010,12,11528
duque de caxias,2010,12,924624
engenheiro paulo de frontin,2010,12,14071
guapimirim,2010,12,61388
iguaba grande,2010,12,28837
itaborai,2010,12,242543
itaguai,2010,12,134819
italva,2010,12,15299
itaocara,2010,12,23222
itaperuna,2010,12,103800
itatiaia,2010,12,32064
japeri,2010,12,105548
laje do muriae,2010,12,7326
macae,2010,12,261501
macuco,2010,12,5623
mage,2010,12,246433
mangaratiba,2010,12,45220
marica,2010,12,164504
mendes,2010,12,18648
mesquita,2010,12,5546
miguel pereira,2010,12,25581
miracema,2010,12,27154
natividade,2010,12,9250
nilopolis,2010,12,162693
niteroi,2010,12,515317
nova friburgo,2010,12,191158
nova iguacu,2010,12,823302
paracambi,2010,12,52683
paraiba do sul,2010,12,44518
paraty,2010,12,43680
paty do alferes,2010,12,27858
petropolis,2010,12,306678
pinheiral,2010,12,25364
pirai,2010,12,29545
porciuncula,2010,12,18960
porto real,2010,12,19974
quatis,2010,12,14435
queimados,2010,12,151335
quissama,2010,12,25126
resende,2010,12,132312
rio bonito,2010,12,60573
rio claro,2010,12,18605
rio das flores,2010,12,9344
rio das ostras,2010,12,155193
rio de janeiro,2010,12,6747815
santa maria madalena,2010,12,10392
santo antonio de padua,2010,12,42594
sao francisco de itabapoana,2010,12,42210
sao fidelis,2010,12,38710
sao goncalo,2010,12,1091737
sao joao da barra,2010,12,36423
sao joao de meriti,2010,12,472906
sao jose de uba,2010,12,7206
sao jose do vale do rio preto,2010,12,21916
sao pedro da aldeia,2010,12,106049
sao sebastiao do alto,2010,12,9387
sapucaia,2010,12,6009
saquarema,2010,12,90583
seropedica,2010,12,83092
silva jardim,2010,12,21774
sumidouro,2010,12,15667
tangua,2010,12,34610
teresopolis,2010,12,184240
trajano de moraes,2010,12,10640
tres rios,2010,12,82142
valenca,2010,12,97233
varre-sai,2010,12,11106
vassouras,2010,12,37083
volta redonda,2010,12,273988
angra dos reis,2010,13,207044
aperibe,2010,13,11901
araruama,2010,13,134293
areal,2010,13,12669
armacao dos buzios,2010,13,34477
arraial do cabo,2010,13,30593
barra do pirai,2010,13,100764
barra mansa,2010,13,184833
belford roxo,2010,13,513118
bom jardim,2010,13,41822
bom jesus do itabapoana,2010,13,37203
cabo frio,2010,13,230378
cachoeiras de macacu,2010,13,59303
cambuci,2010,13,15514
carapebus,2010,13,16586
comendador levy gasparian,2010,13,8576
campos dos goytacazes,2010,13,511168
cantagalo,2010,13,4551
cardoso moreira,2010,13,12821
carmo,2010,13,19030
casimiro de abreu,2010,13,45041
conceicao de macabu,2010,13,23398
cordeiro,2010,13,22041
duas barras,2010,13,11528
duque de caxias,2010,13,924624
engenheiro paulo de frontin,2010,13,14071
guapimirim,2010,13,61388
iguaba grande,2010,13,28837
itaborai,2010,13,242543
itaguai,2010,13,134819
italva,2010,13,15299
itaocara,2010,13,23222
itaperuna,2010,13,103800
itatiaia,2010,13,32064
japeri,2010,13,105548
laje do muriae,2010,13,7326
macae,2010,13,261501
macuco,2010,13,5623
mage,2010,13,246433
mangaratiba,2010,13,45220
marica,2010,13,164504
mendes,2010,13,18648
mesquita,2010,13,5546
miguel pereira,2010,13,25581
miracema,2010,13,27154
natividade,2010,13,9250
nilopolis,2010,13,162693
niteroi,2010,13,515317
nova friburgo,2010,13,191158
nova iguacu,2010,13,823302
paracambi,2010,13,52683
paraiba do sul,2010,13,44518
paraty,2010,13,43680
paty do alferes,2010,13,27858
petropolis,2010,13,306678
pinheiral,2010,13,25364
pirai,2010,13,29545
porciuncula,2010,13,18960
porto real,2010,13,19974
quatis,2010,13,14435
queimados,2010,13,151335
quissama,2010,13,25126
resende,2010,13,132312
rio bonito,2010,13,60573
rio claro,2010,13,18605
rio das flores,2010,13,9344
rio das ostras,2010,13,155193
rio de janeiro,2010,13,6747815
santa maria madalena,2010,13,10392
santo antonio de padua,2010,13,42594
sao francisco de itabapoana,2010,13,42210
sao fidelis,2010,13,38710
sao goncalo,2010,13,1091737
sao joao da barra,2010,13,36423
sao joao de meriti,2010,13,472906
sao jose de uba,2010,13,7206
sao jose do vale do rio preto,2010,13,21916
sao pedro da aldeia,2010,13,106049
sao sebastiao do alto,2010,13,9387
sapucaia,2010,13,6009
saquarema,2010,13,90583
seropedica,2010,13,83092
silva jardim,2010,13,21774
sumidouro,2010,13,15667
tangua,2010,13,34610
teresopolis,2010,13,184240
trajano de moraes,2010,13,10640
tres rios,2010,13,82142
valenca,2010,13,97233
varre-sai,2010,13,11106
vassouras,2010,13,37083
volta redonda,2010,13,273988
angra dos reis,2010,14,207044
aperibe,2010,14,11901
araruama,2010,14,134293
areal,2010,14,12669
armacao dos buzios,2010,14,34477
arraial do cabo,2010,14,30593
barra do pirai,2010,14,100764
barra mansa,2010,14,184833
belford roxo,2010,14,513118
bom jardim,2010,14,41822
bom jesus do itabapoana,2010,14,37203
cabo frio,2010,14,230378
cachoeiras de macacu,2010,14,59303
cambuci,2010,14,15514
carapebus,2010,14,16586
comendador levy gasparian,2010,14,8576
campos dos goytacazes,2010,14,511168
cantagalo,2010,14,4551
cardoso moreira,2010,14,12821
carmo,2010,14,19030
casimiro de abreu,2010,14,45041
conceicao de macabu,2010,14,23398
cordeiro,2010,14,22041
duas barras,2010,14,11528
duque de caxias,2010,14,924624
engenheiro paulo de frontin,2010,14,14071
guapimirim,2010,14,61388
iguaba grande,2010,14,28837
itaborai,2010,14,242543
itaguai,2010,14,134819
italva,2010,14,15299
itaocara,2010,14,23222
itaperuna,2010,14,103800
itatiaia,2010,14,32064
japeri,2010,14,105548
laje do muriae,2010,14,7326
macae,2010,14,261501
macuco,2010,14,5623
mage,2010,14,246433
mangaratiba,2010,14,45220
marica,2010,14,164504
mendes,2010,14,18648
mesquita,2010,14,5546
miguel pereira,2010,14,25581
miracema,2010,14,27154
natividade,2010,14,9250
nilopolis,2010,14,162693
niteroi,2010,14,515317
nova friburgo,2010,14,191158
nova iguacu,2010,14,823302
paracambi,2010,14,52683
paraiba do sul,2010,14,44518
paraty,2010,14,43680
paty do alferes,2010,14,27858
petropolis,2010,14,306678
pinheiral,2010,14,25364
pirai,2010,14,29545
porciuncula,2010,14,18960
porto real,2010,14,19974
quatis,2010,14,14435
queimados,2010,14,151335
quissama,2010,14,25126
resende,2010,14,132312
rio bonito,2010,14,60573
rio claro,2010,14,18605
rio das flores,2010,14,9344
rio das ostras,2010,14,155193
rio de janeiro,2010,14,6747815
santa maria madalena,2010,14,10392
santo antonio de padua,2010,14,42594
sao francisco de itabapoana,2010,14,42210
sao fidelis,2010,14,38710
sao goncalo,2010,14,1091737
sao joao da barra,2010,14,36423
sao joao de meriti,2010,14,472906
sao jose de uba,2010,14,7206
sao jose do vale do rio preto,2010,14,21916
sao pedro da aldeia,2010,14,106049
sao sebastiao do alto,2010,14,9387
sapucaia,2010,14,6009
saquarema,2010,14,90583
seropedica,2010,14,83092
silva jardim,2010,14,21774
sumidouro,2010,14,15667
tangua,2010,14,34610
teresopolis,2010,14,184240
trajano de moraes,2010,14,10640
tres rios,2010,14,82142
valenca,2010,14,97233
varre-sai,2010,14,11106
vassouras,2010,14,37083
volta redonda,2010,14,273988
angra dos reis,2010,15,207044
aperibe,2010,15,11901
araruama,2010,15,134293
areal,2010,15,12669
armacao dos buzios,2010,15,34477
arraial do cabo,2010,15,30593
barra do pirai,2010,15,100764
barra mansa,2010,15,184833
belford roxo,2010,15,513118
bom jardim,2010,15,41822
bom jesus do itabapoana,2010,15,37203
cabo frio,2010,15,230378
cachoeiras de macacu,2010,15,59303
cambuci,2010,15,15514
carapebus,2010,15,16586
comendador levy gasparian,2010,15,8576
campos dos goytacazes,2010,15,511168
cantagalo,2010,15,4551
cardoso moreira,2010,15,12821
carmo,2010,15,19030
casimiro de abreu,2010,15,45041
conceicao de macabu,2010,15,23398
cordeiro,2010,15,22041
duas barras,2010,15,11528
duque de caxias,2010,15,924624
engenheiro paulo de frontin,2010,15,14071
guapimirim,2010,15,61388
iguaba grande,2010,15,28837
itaborai,2010,15,242543
itaguai,2010,15,134819
italva,2010,15,15299
itaocara,2010,15,23222
itaperuna,2010,15,103800
itatiaia,2010,15,32064
japeri,2010,15,105548
laje do muriae,2010,15,7326
macae,2010,15,261501
macuco,2010,15,5623
mage,2010,15,246433
mangaratiba,2010,15,45220
marica,2010,15,164504
mendes,2010,15,18648
mesquita,2010,15,5546
miguel pereira,2010,15,25581
miracema,2010,15,27154
natividade,2010,15,9250
nilopolis,2010,15,162693
niteroi,2010,15,515317
nova friburgo,2010,15,191158
nova iguacu,2010,15,823302
paracambi,2010,15,52683
paraiba do sul,2010,15,44518
paraty,2010,15,43680
paty do alferes,2010,15,27858
petropolis,2010,15,306678
pinheiral,2010,15,25364
pirai,2010,15,29545
porciuncula,2010,15,18960
porto real,2010,15,19974
quatis,2010,15,14435
queimados,2010,15,151335
quissama,2010,15,25126
resende,2010,15,132312
rio bonito,2010,15,60573
rio claro,2010,15,18605
rio das flores,2010,15,9344
rio das ostras,2010,15,155193
rio de janeiro,2010,15,6747815
santa maria madalena,2010,15,10392
santo antonio de padua,2010,15,42594
sao francisco de itabapoana,2010,15,42210
sao fidelis,2010,15,38710
sao goncalo,2010,15,1091737
sao joao da barra,2010,15,36423
sao joao de meriti,2010,15,472906
sao jose de uba,2010,15,7206
sao jose do vale do rio preto,2010,15,21916
sao pedro da aldeia,2010,15,106049
sao sebastiao do alto,2010,15,9387
sapucaia,2010,15,6009
saquarema,2010,15,90583
seropedica,2010,15,83092
silva jardim,2010,15,21774
sumidouro,2010,15,15667
tangua,2010,15,34610
teresopolis,2010,15,184240
trajano de moraes,2010,15,10640
tres rios,2010,15,82142
valenca,2010,15,97233
varre-sai,2010,15,11106
vassouras,2010,15,37083
volta redonda,2010,15,273988
angra dos reis,2010,16,207044
aperibe,2010,16,11901
araruama,2010,16,134293
areal,2010,16,12669
armacao dos buzios,2010,16,34477
arraial do cabo,2010,16,30593
barra do pirai,2010,16,100764
barra mansa,2010,16,184833
belford roxo,2010,16,513118
bom jardim,2010,16,41822
bom jesus do itabapoana,2010,16,37203
cabo frio,2010,16,230378
cachoeiras de macacu,2010,16,59303
cambuci,2010,16,15514
carapebus,2010,16,16586
comendador levy gasparian,2010,16,8576
campos dos goytacazes,2010,16,511168
cantagalo,2010,16,4551
cardoso moreira,2010,16,12821
carmo,2010,16,19030
casimiro de abreu,2010,16,45041
conceicao de macabu,2010,16,23398
cordeiro,2010,16,22041
duas barras,2010,16,11528
duque de caxias,2010,16,924624
engenheiro paulo de frontin,2010,16,14071
guapimirim,2010,16,61388
iguaba grande,2010,16,28837
itaborai,2010,16,242543
itaguai,2010,16,134819
italva,2010,16,15299
itaocara,2010,16,23222
itaperuna,2010,16,103800
itatiaia,2010,16,32064
japeri,2010,16,105548
laje do muriae,2010,16,7326
macae,2010,16,261501
macuco,2010,16,5623
mage,2010,16,246433
mangaratiba,2010,16,45220
marica,2010,16,164504
mendes,2010,16,18648
mesquita,2010,16,5546
miguel pereira,2010,16,25581
miracema,2010,16,27154
natividade,2010,16,9250
nilopolis,2010,16,162693
niteroi,2010,16,515317
nova friburgo,2010,16,191158
nova iguacu,2010,16,823302
paracambi,2010,16,52683
paraiba do sul,2010,16,44518
paraty,2010,16,43680
paty do alferes,2010,16,27858
petropolis,2010,16,306678
pinheiral,2010,16,25364
pirai,2010,16,29545
porciuncula,2010,16,18960
porto real,2010,16,19974
quatis,2010,16,14435
queimados,2010,16,151335
quissama,2010,16,25126
resende,2010,16,132312
rio bonito,2010,16,60573
rio claro,2010,16,18605
rio das flores,2010,16,9344
rio das ostras,2010,16,155193
rio de janeiro,2010,16,6747815
santa maria madalena,2010,16,10392
santo antonio de padua,2010,16,42594
sao francisco de itabapoana,2010,16,42210
sao fidelis,2010,16,38710
sao goncalo,2010,16,1091737
sao joao da barra,2010,16,36423
sao joao de meriti,2010,16,472906
sao jose de uba,2010,16,7206
sao jose do vale do rio preto,2010,16,21916
sao pedro da aldeia,2010,16,106049
sao sebastiao do alto,2010,16,9387
sapucaia,2010,16,6009
saquarema,2010,16,90583
seropedica,2010,16,83092
silva jardim,2010,16,21774
sumidouro,2010,16,15667
tangua,2010,16,34610
teresopolis,2010,16,184240
trajano de moraes,2010,16,10640
tres rios,2010,16,82142
valenca,2010,16,97233
varre-sai,2010,16,11106
vassouras,2010,16,37083
volta redonda,2010,16,273988
angra dos reis,2010,17,207044
aperibe,2010,17,11901
araruama,2010,17,134293
areal,2010,17,12669
armacao dos buzios,2010,17,34477
arraial do cabo,2010,17,30593
barra do pirai,2010,17,100764
barra mansa,2010,17,184833
belford roxo,2010,17,513118
bom jardim,2010,17,41822
bom jesus do itabapoana,2010,17,37203
cabo frio,2010,17,230378
cachoeiras de macacu,2010,17,59303
cambuci,2010,17,15514
carapebus,2010,17,16586
comendador levy gasparian,2010,17,8576
campos dos goytacazes,2010,17,511168
cantagalo,2010,17,4551
cardoso moreira,2010,17,12821
carmo,2010,17,19030
casimiro de abreu,2010,17,45041
conceicao de macabu,2010,17,23398
cordeiro,2010,17,22041
duas barras,2010,17,11528
duque de caxias,2010,17,924624
engenheiro paulo de frontin,2010,17,14071
guapimirim,2010,17,61388
iguaba grande,2010,17,28837
itaborai,2010,17,242543
itaguai,2010,17,134819
italva,2010,17,15299
itaocara,2010,17,23222
itaperuna,2010,17,103800
itatiaia,2010,17,32064
japeri,2010,17,105548
laje do muriae,2010,17,7326
macae,2010,17,261501
macuco,2010,17,5623
mage,2010,17,246433
mangaratiba,2010,17,45220
marica,2010,17,164504
mendes,2010,17,18648
mesquita,2010,17,5546
miguel pereira,2010,17,25581
miracema,2010,17,27154
natividade,2010,17,9250
nilopolis,2010,17,162693
niteroi,2010,17,515317
nova friburgo,2010,17,191158
nova iguacu,2010,17,823302
paracambi,2010,17,52683
paraiba do sul,2010,17,44518
paraty,2010,17,43680
paty do alferes,2010,17,27858
petropolis,2010,17,306678
pinheiral,2010,17,25364
pirai,2010,17,29545
porciuncula,2010,17,18960
porto real,2010,17,19974
quatis,2010,17,14435
queimados,2010,17,151335
quissama,2010,17,25126
resende,2010,17,132312
rio bonito,2010,17,60573
rio claro,2010,17,18605
rio das flores,2010,17,9344
rio das ostras,2010,17,155193
rio de janeiro,2010,17,6747815
santa maria madalena,2010,17,10392
santo antonio de padua,2010,17,42594
sao francisco de itabapoana,2010,17,42210
sao fidelis,2010,17,38710
sao goncalo,2010,17,1091737
sao joao da barra,2010,17,36423
sao joao de meriti,2010,17,472906
sao jose de uba,2010,17,7206
sao jose do vale do rio preto,2010,17,21916
sao pedro da aldeia,2010,17,106049
sao sebastiao do alto,2010,17,9387
sapucaia,2010,17,6009
saquarema,2010,17,90583
seropedica,2010,17,83092
silva jardim,2010,17,21774
sumidouro,2010,17,15667
tangua,2010,17,34610
teresopolis,2010,17,184240
trajano de moraes,2010,17,10640
tres rios,2010,17,82142
valenca,2010,17,97233
varre-sai,2010,17,11106
vassouras,2010,17,37083
volta redonda,2010,17,273988
angra dos reis,2010,18,207044
aperibe,2010,18,11901
araruama,2010,18,134293
areal,2010,18,12669
armacao dos buzios,2010,18,34477
arraial do cabo,2010,18,30593
barra do pirai,2010,18,100764
barra mansa,2010,18,184833
belford roxo,2010,18,513118
bom jardim,2010,18,41822
bom jesus do itabapoana,2010,18,37203
cabo frio,2010,18,230378
cachoeiras de macacu,2010,18,59303
cambuci,2010,18,15514
carapebus,2010,18,16586
comendador levy gasparian,2010,18,8576
campos dos goytacazes,2010,18,511168
cantagalo,2010,18,4551
cardoso moreira,2010,18,12821
carmo,2010,18,19030
casimiro de abreu,2010,18,45041
conceicao de macabu,2010,18,23398
cordeiro,2010,18,22041
duas barras,2010,18,11528
duque de caxias,2010,18,924624
engenheiro paulo de frontin,2010,18,14071
guapimirim,2010,18,61388
iguaba grande,2010,18,28837
itaborai,2010,18,242543
itaguai,2010,18,134819
italva,2010,18,15299
itaocara,2010,18,23222
itaperuna,2010,18,103800
itatiaia,2010,18,32064
japeri,2010,18,105548
laje do muriae,2010,18,7326
macae,2010,18,261501
macuco,2010,18,5623
mage,2010,18,246433
mangaratiba,2010,18,45220
marica,2010,18,164504
mendes,2010,18,18648
mesquita,2010,18,5546
miguel pereira,2010,18,25581
miracema,2010,18,27154
natividade,2010,18,9250
nilopolis,2010,18,162693
niteroi,2010,18,515317
nova friburgo,2010,18,191158
nova iguacu,2010,18,823302
paracambi,2010,18,52683
paraiba do sul,2010,18,44518
paraty,2010,18,43680
paty do alferes,2010,18,27858
petropolis,2010,18,306678
pinheiral,2010,18,25364
pirai,2010,18,29545
porciuncula,2010,18,18960
porto real,2010,18,19974
quatis,2010,18,14435
queimados,2010,18,151335
quissama,2010,18,25126
resende,2010,18,132312
rio bonito,2010,18,60573
rio claro,2010,18,18605
rio das flores,2010,18,9344
rio das ostras,2010,18,155193
rio de janeiro,2010,18,6747815
santa maria madalena,2010,18,10392
santo antonio de padua,2010,18,42594
sao francisco de itabapoana,2010,18,42210
sao fidelis,2010,18,38710
sao goncalo,2010,18,1091737
sao joao da barra,2010,18,36423
sao joao de meriti,2010,18,472906
sao jose de uba,2010,18,7206
sao jose do vale do rio preto,2010,18,21916
sao pedro da aldeia,2010,18,106049
sao sebastiao do alto,2010,18,9387
sapucaia,2010,18,6009
saquarema,2010,18,90583
seropedica,2010,18,83092
silva jardim,2010,18,21774
sumidouro,2010,18,15667
tangua,2010,18,34610
teresopolis,2010,18,184240
trajano de moraes,2010,18,10640
tres rios,2010,18,82142
valenca,2010,18,97233
varre-sai,2010,18,11106
vassouras,2010,18,37083
volta redonda,2010,18,273988
angra dos reis,2010,19,207044
aperibe,2010,19,11901
araruama,2010,19,134293
areal,2010,19,12669
armacao dos buzios,2010,19,34477
arraial do cabo,2010,19,30593
barra do pirai,2010,19,100764
barra mansa,2010,19,184833
belford roxo,2010,19,513118
bom jardim,2010,19,41822
bom jesus do itabapoana,2010,19,37203
cabo frio,2010,19,230378
cachoeiras de macacu,2010,19,59303
cambuci,2010,19,15514
carapebus,2010,19,16586
comendador levy gasparian,2010,19,8576
campos dos goytacazes,2010,19,511168
cantagalo,2010,19,4551
cardoso moreira,2010,19,12821
carmo,2010,19,19030
casimiro de abreu,2010,19,45041
conceicao de macabu,2010,19,23398
cordeiro,2010,19,22041
duas barras,2010,19,11528
duque de caxias,2010,19,924624
engenheiro paulo de frontin,2010,19,14071
guapimirim,2010,19,61388
iguaba grande,2010,19,28837
itaborai,2010,19,242543
itaguai,2010,19,134819
italva,2010,19,15299
itaocara,2010,19,23222
itaperuna,2010,19,103800
itatiaia,2010,19,32064
japeri,2010,19,105548
laje do muriae,2010,19,7326
macae,2010,19,261501
macuco,2010,19,5623
mage,2010,19,246433
mangaratiba,2010,19,45220
marica,2010,19,164504
mendes,2010,19,18648
mesquita,2010,19,5546
